@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N35-F1-weka.filters.unsupervised.attribute.Remove-R3,5,8-13,15,47-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1'

@attribute ﻿X numeric
@attribute Y numeric
@attribute NCESSCH numeric
@attribute STABR {AK,AL,AR,AS,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY,BI,GU}
@attribute LEAID numeric
@attribute LZIP numeric
@attribute GSLO {PK,09,KG,07,'M ',03,08,05,06,10,02,04,01,12,'N ',UG,11,AE}
@attribute GSHI {05,12,06,02,08,01,07,09,04,03,KG,10,PK,11,'N ',UG,13,AE}
@attribute VIRTUAL {'Not Virtual','Supplemental Virtual','Virtual with face to face options',N,M,'Full Virtual'}
@attribute TOTFRL numeric
@attribute FRELCH numeric
@attribute REDLCH numeric
@attribute PK numeric
@attribute KG numeric
@attribute G01 numeric
@attribute G02 numeric
@attribute G03 numeric
@attribute G04 numeric
@attribute G05 numeric
@attribute G06 numeric
@attribute G07 numeric
@attribute G08 numeric
@attribute G09 numeric
@attribute G10 numeric
@attribute G11 numeric
@attribute G12 numeric
@attribute MEMBER numeric
@attribute AM numeric
@attribute HI numeric
@attribute BL numeric
@attribute WH numeric
@attribute HP numeric
@attribute TR numeric
@attribute FTE numeric
@attribute LATCOD numeric
@attribute LONCOD numeric
@attribute ULOCALE {City,Suburb,Town,Rural}
@attribute STUTERATIO numeric
@attribute TITLEI {1-Yes,'Not Applicable',Missing}
@attribute STITLEI {1-Yes,'Not Applicable',2-No,Missing}
@attribute AMALM numeric
@attribute AMALF numeric
@attribute ASALM numeric
@attribute ASALF numeric
@attribute HIALM numeric
@attribute HIALF numeric
@attribute BLALM numeric
@attribute BLALF numeric
@attribute WHALM numeric
@attribute WHALF numeric
@attribute HPALM numeric
@attribute HPALF numeric
@attribute TRALM numeric
@attribute TRALF numeric
@attribute TOTMENROL numeric
@attribute TOTFENROL numeric
@attribute STATUS numeric
@attribute SCHOOL_TYPE_TEXT {'Regular school','Alternative/other school','Special education school','Vocational school'}
@attribute SY_STATUS_TEXT {'Currently operational ','School temporarily closed','School has reopened','New school','School to be operational within two years','School has changed agency','School was operational but not reported last year'}
@attribute SCHOOL_LEVEL {Elementary,High,Other,'Not reported',Middle,Secondary,Prekindergarten,'Not applicable',Ungraded,'Adult Education'}
@attribute AS numeric
@attribute CHARTER_TEXT {No,Yes,Missing}
@attribute MAGNET_TEXT {No,Missing,Yes,'Not Applicable'}

@data
-9207923.7642,4278665.1072,370282000599,NC,3702820,28753,06,08,'Not Virtual',249,198,51,0,0,0,0,0,0,0,156,158,168,0,0,0,0,482,1,26,3,441,0,11,39.91,35.840342,-82.716249,Rural,12.1,1-Yes,1-Yes,1,0,0,0,13,13,1,2,242,199,0,0,8,3,265,217,1,'Regular school','Currently operational ',Middle,0,No,No
-8802889.0471,4250063.3835,370075000312,NC,3700750,27559,PK,08,'Not Virtual',131,114,17,16,27,26,34,25,27,35,27,30,42,0,0,0,0,289,0,55,43,179,0,10,20.469999,35.631708,-79.077783,Rural,14.1,1-Yes,1-Yes,0,0,2,0,29,26,24,19,95,84,0,0,2,8,152,137,1,'Regular school','Currently operational ',Elementary,2,No,No
-8861789.7225,4293208.1666,370192000839,NC,3701920,27298,KG,05,'Not Virtual',105,93,12,0,40,55,39,45,44,37,0,0,0,0,0,0,0,260,0,15,4,230,1,10,16.18,35.946076,-79.606901,Rural,16.1,'Not Applicable','Not Applicable',0,0,0,0,9,6,4,0,113,117,1,0,4,6,131,129,1,'Regular school','Currently operational ',Elementary,0,No,No
-8655436.9237,4190455.1115,370261001090,NC,3702610,28504,KG,05,'Not Virtual',435,435,0,0,55,72,93,66,69,87,0,0,0,0,0,0,0,442,0,87,105,221,0,29,29,35.195241,-77.75315,Rural,15.2,1-Yes,1-Yes,0,0,0,0,43,44,51,54,112,109,0,0,16,13,222,220,1,'Regular school','Currently operational ',Elementary,0,No,No
-8547018.6428,4182883.3488,370351001449,NC,3703510,28515,03,05,'Not Virtual',295,295,0,0,0,0,0,86,91,121,0,0,0,0,0,0,0,298,1,25,59,188,0,24,20,35.139678,-76.779208,Rural,14.9,1-Yes,1-Yes,0,1,1,0,12,13,31,28,81,107,0,0,10,14,135,163,1,'Regular school','Currently operational ',Elementary,1,No,No
-8671797.845,4305728.767,370327002400,NC,3703270,27809,06,08,'Not Virtual',490,411,79,0,0,0,0,0,0,0,322,285,296,0,0,0,0,903,6,75,458,313,1,35,47.75,36.037093,-77.900063,Rural,18.9,1-Yes,1-Yes,5,1,7,8,42,33,230,228,171,142,0,1,17,18,472,431,1,'Regular school','Currently operational ',Middle,15,No,No
-8709493.1901,4033917.1842,370042000980,NC,3700420,28422,06,12,'Supplemental Virtual',76,74,2,0,0,0,0,0,0,0,0,0,3,61,8,1,16,89,1,13,16,56,0,3,17.219999,34.038146,-78.238724,Rural,5.2,1-Yes,1-Yes,1,0,0,0,7,6,13,3,33,23,0,0,2,1,56,33,1,'Alternative/other school','Currently operational ',High,0,No,No
-11502284.7828,4178530.4738,350234000532,NM,3502340,88434,PK,05,'Not Virtual',71,58,13,17,8,14,16,11,12,15,0,0,0,0,0,0,0,93,0,52,0,39,0,2,7.47,35.107613,-103.326821,Rural,12.4,1-Yes,1-Yes,0,0,0,0,30,22,0,0,18,21,0,0,0,2,48,45,1,'Regular school','Currently operational ',Elementary,0,No,No
-8680290.8481,5186797.0276,362619003604,NY,3626190,14880,PK,12,'Not Virtual',188,167,21,15,21,19,23,23,19,25,27,25,26,25,29,33,25,335,1,3,2,325,0,4,37.02,42.172094,-77.976403,Rural,9,1-Yes,1-Yes,1,0,0,0,2,1,2,0,176,149,0,0,2,2,183,152,1,'Regular school','Currently operational ',Other,0,No,No
-8165961.3722,5292705.2912,361476001228,NY,3614760,12090,PK,06,'Not Virtual',304,269,35,18,74,77,87,74,82,89,96,0,0,0,0,0,0,602,4,10,2,557,1,28,47.009998,42.873253,-73.356049,Rural,12.8,1-Yes,1-Yes,1,3,0,0,3,7,1,1,316,241,1,0,11,17,333,269,1,'Regular school','Currently operational ',Elementary,0,No,No
-8786093.2841,5250782.4896,362097002977,NY,3620970,14111,PK,10,'Not Virtual',117,101,16,35,45,44,28,32,53,45,38,0,0,0,3,0,0,323,6,17,0,290,0,7,28.709999,42.596641,-78.926839,Rural,11.3,1-Yes,1-Yes,4,2,1,2,10,7,0,0,139,151,0,0,2,5,156,167,1,'Regular school','Currently operational ',Other,3,No,No
-8844579.5009,5218542.5028,360561000288,NY,3605610,14716,PK,05,'Not Virtual',148,130,18,34,34,39,32,31,41,46,0,0,0,0,0,0,0,257,1,36,1,209,0,10,27.01,42.383072,-79.452254,Rural,9.5,1-Yes,1-Yes,1,0,0,0,15,21,1,0,97,112,0,0,5,5,119,138,1,'Regular school','Currently operational ',Elementary,0,No,No
-8736140.8368,5235104.8428,360897000684,NY,3608970,14042,PK,04,'Not Virtual',251,238,13,52,59,86,79,71,79,0,0,0,0,0,0,0,0,426,1,15,2,394,0,12,30.24,42.492804,-78.478119,Rural,14.1,1-Yes,1-Yes,1,0,1,1,5,10,1,1,211,183,0,0,8,4,227,199,1,'Regular school','Currently operational ',Elementary,2,No,No
-8676329.7114,5247977.0432,362145003047,NY,3621450,14517,07,12,'Not Virtual',120,108,12,0,0,0,0,0,0,0,0,37,47,46,45,53,52,280,0,3,2,271,0,3,25.01,42.5781,-77.940773,Rural,11.2,1-Yes,1-Yes,0,0,0,1,1,2,2,0,140,131,0,0,1,2,144,136,1,'Regular school','Currently operational ',High,1,No,No
-8489143.9222,5381900.3851,368066004649,NY,3680660,13114,01,12,'Not Virtual',168,158,10,0,0,4,5,12,7,16,9,12,7,61,60,55,16,312,0,9,6,287,0,7,19.08,43.457655,-76.259284,Rural,16.4,'Not Applicable','Not Applicable',0,0,3,0,8,1,5,1,221,66,0,0,6,1,243,69,1,'Special education school','Currently operational ',Other,3,No,No
-8642799.335,5121527.7209,421053006223,PA,4210530,16922,PK,12,'Not Virtual',203,183,20,22,25,27,26,29,22,27,22,26,27,27,24,19,31,354,0,4,7,340,0,1,33.200001,41.735948,-77.639615,Rural,10.7,1-Yes,1-Yes,0,0,1,1,0,4,7,0,161,179,0,0,0,1,169,185,1,'Regular school','Currently operational ',Other,2,No,No
-8401536.8962,4999476.3548,421929000163,PA,4219290,18058,KG,03,'Not Virtual',388,344,44,0,303,320,281,295,0,0,0,0,0,0,0,0,0,1199,2,177,54,879,1,70,95.900002,40.912699,-75.472289,Rural,12.5,1-Yes,1-Yes,1,1,8,8,92,85,29,25,448,431,1,0,35,35,614,585,1,'Regular school','Currently operational ',Elementary,16,No,No
-8517958.9832,4879335.3389,420765007201,PA,4207650,17552,07,08,'Not Virtual',180,150,30,0,0,0,0,0,0,0,0,229,230,0,0,0,0,459,1,51,14,364,0,26,29.41,40.091989,-76.518137,Rural,15.6,1-Yes,1-Yes,1,0,2,1,23,28,7,7,189,175,0,0,12,14,234,225,1,'Regular school','Currently operational ',Middle,3,No,No
-8405491.2384,4900371.2054,428036007082,PA,4280360,19468,09,12,'Not Virtual',3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,40.236466,-75.507877,Rural,0,Missing,Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,'Vocational school','Currently operational ',High,0,No,No
-8875935.6685,4903691.6004,422115004735,PA,4221150,15637,09,12,'Not Virtual',225,193,32,0,0,0,0,0,0,0,0,0,0,151,163,181,160,655,0,3,9,623,0,19,41.610001,40.259283,-79.733966,Rural,15.7,1-Yes,1-Yes,0,0,0,1,1,2,4,5,317,306,0,0,10,9,332,323,1,'Regular school','Currently operational ',High,1,No,No
-8644681.3845,5014511.5499,420291001333,PA,4202910,16841,KG,05,'Not Virtual',45,33,12,0,20,12,18,15,8,17,0,0,0,0,0,0,0,90,0,2,1,87,0,0,8.32,41.014649,-77.656569,Rural,10.8,1-Yes,1-Yes,0,0,0,0,1,1,1,0,44,43,0,0,0,0,46,44,1,'Regular school','Currently operational ',Elementary,0,No,No
-8911728.5809,3922556.398,450117000154,SC,4501170,29461,PK,02,'Not Virtual',443,398,45,72,175,220,166,0,0,0,0,0,0,0,0,0,0,633,2,45,242,304,0,36,37,33.205145,-80.055433,Rural,17.1,1-Yes,1-Yes,1,1,1,3,23,22,118,124,155,149,0,0,16,20,314,319,1,'Regular school','Currently operational ',Elementary,4,No,No
-8975480.4597,4131571.4486,450258000671,SC,4502580,29720,PK,05,'Not Virtual',404,348,56,20,102,139,93,125,124,125,0,0,0,0,0,0,0,728,1,20,42,645,0,20,41,34.761769,-80.628131,Rural,17.8,1-Yes,1-Yes,1,0,0,0,16,4,20,22,347,298,0,0,7,13,391,337,1,'Regular school','Currently operational ',Elementary,0,No,No
-11047379.1512,3599486.2681,482928011301,TX,4829280,76856,05,08,'Not Virtual',100,86,14,0,0,0,0,0,0,59,47,54,59,0,0,0,0,219,0,75,0,140,0,2,17.65,30.743482,-99.240325,Rural,12.4,1-Yes,1-Yes,0,0,0,2,39,36,0,0,81,59,0,0,0,2,120,99,1,'Regular school','Currently operational ',Middle,2,No,No
-11154778.2718,3505801.7009,480000304219,TX,4800003,78880,PK,12,'Not Virtual',214,164,50,23,24,27,15,31,18,23,18,26,18,22,27,20,14,306,0,235,0,71,0,0,24.02,30.017526,-100.205049,Rural,12.7,1-Yes,1-Yes,0,0,0,0,146,89,0,0,40,31,0,0,0,0,186,120,1,'Regular school','Currently operational ',Other,0,No,No
-10629353.5365,3697552.5249,482163002176,TX,4821630,75844,PK,05,'Not Virtual',200,200,0,48,41,41,36,36,43,36,0,0,0,0,0,0,0,281,0,30,67,168,0,13,17.68,31.497601,-95.48514,Rural,15.9,1-Yes,1-Yes,0,0,1,2,17,13,38,29,94,74,0,0,9,4,159,122,1,'Regular school','Currently operational ',Elementary,3,No,No
-11058487.9993,3646382.4383,481111000575,TX,4811110,76825,06,08,'Not Virtual',165,151,14,0,0,0,0,0,0,0,93,86,81,0,0,0,0,260,0,126,9,113,0,11,26.15,31.104866,-99.340086,Rural,9.9,1-Yes,1-Yes,0,0,0,1,65,61,5,4,55,58,0,0,8,3,133,127,1,'Regular school','Currently operational ',Middle,1,No,No
-11129122.6079,3730626.6859,480930000390,TX,4809300,76821,06,08,'Not Virtual',142,120,22,0,0,0,0,0,0,0,72,68,84,0,0,0,0,224,0,112,4,103,0,2,18.52,31.750653,-99.974705,Rural,12.1,1-Yes,1-Yes,0,0,1,2,56,56,3,1,39,64,0,0,0,2,99,125,1,'Regular school','Currently operational ',Middle,3,No,No
-10747263.5978,3354594.9349,482415002691,TX,4824150,77991,06,08,'Not Virtual',106,91,15,0,0,0,0,0,0,0,107,107,92,0,0,0,0,306,0,94,4,206,0,2,20.15,28.834545,-96.544346,Rural,15.2,1-Yes,1-Yes,0,0,0,0,48,46,2,2,105,101,0,0,0,2,155,151,1,'Regular school','Currently operational ',Middle,0,No,No
-10824651.8424,3540044.4953,482976003351,TX,4829760,78650,PK,05,'Not Virtual',147,125,22,31,38,32,32,27,39,36,0,0,0,0,0,0,0,235,0,102,3,128,0,2,16.83,30.283488,-97.239533,Rural,14,1-Yes,1-Yes,0,0,0,0,59,43,2,1,54,74,0,0,0,2,115,120,1,'Regular school','Currently operational ',Elementary,0,No,No
-10732689.6044,3526487.1964,481128000603,TX,4811280,77833,PK,04,'Not Virtual',421,391,30,16,128,138,117,106,121,0,0,0,0,0,0,0,0,626,0,245,134,218,0,20,46,30.178267,-96.413409,Rural,13.6,1-Yes,1-Yes,0,0,7,2,126,119,74,60,118,100,0,0,15,5,340,286,1,'Regular school','Currently operational ',Elementary,9,No,No
-10735339.4214,3859001.086,481956009557,TX,4819560,75126,PK,06,'Not Virtual',101,86,15,1,59,77,84,96,85,91,104,0,0,0,0,0,0,597,4,122,43,400,0,13,34,32.726137,-96.437278,Rural,17.6,'Not Applicable','Not Applicable',0,4,7,8,56,66,28,15,212,188,0,0,4,9,307,290,1,'Regular school','Currently operational ',Elementary,15,No,No
-10695007.848,3944184.6767,484635005280,TX,4846350,75496,09,12,'Not Virtual',100,88,12,0,0,0,0,0,0,0,0,0,0,46,54,45,58,203,2,45,7,144,0,3,19.030001,33.367435,-96.074946,Rural,10.7,1-Yes,1-Yes,2,0,0,2,31,14,4,3,79,65,0,0,2,1,118,85,1,'Regular school','Currently operational ',High,2,No,No
-10809690.5681,3977873.7578,482022008744,TX,4820220,76240,02,04,'Not Virtual',555,502,53,0,0,0,216,260,219,0,0,0,0,0,0,0,0,695,4,411,37,214,0,26,41.849998,33.619796,-97.105185,Rural,16.6,1-Yes,1-Yes,3,1,1,2,214,197,21,16,118,96,0,0,11,15,368,327,1,'Regular school','Currently operational ',Elementary,3,No,No
-10564799.9183,3511868.7875,481641001402,TX,4816410,77535,09,12,'Not Virtual',892,815,77,0,0,0,0,0,0,0,0,0,0,394,376,365,345,1480,10,649,111,685,1,18,95.760002,30.064554,-94.90533,Rural,15.5,1-Yes,1-Yes,6,4,4,2,358,291,53,58,345,340,1,0,8,10,775,705,1,'Regular school','Currently operational ',High,6,No,No
-11002542.889,3177006.2463,484481005613,TX,4844810,78344,06,08,'Not Virtual',52,52,0,0,0,0,0,0,0,0,20,11,27,0,0,0,0,58,0,54,0,4,0,0,5.06,27.427618,-98.837515,Rural,11.5,1-Yes,1-Yes,0,0,0,0,33,21,0,0,4,0,0,0,0,0,37,21,1,'Regular school','Currently operational ',Middle,0,No,No
-10899492.1861,3021330.371,483025010820,TX,4830250,78570,06,09,'Not Virtual',559,559,0,0,0,0,0,0,0,0,199,196,174,0,0,0,0,569,0,566,0,3,0,0,47.619999,26.179498,-97.911895,Rural,11.9,1-Yes,1-Yes,0,0,0,0,297,269,0,0,2,1,0,0,0,0,299,270,1,'Regular school','Currently operational ',Middle,0,No,No
-11187241.927,3657592.2037,481401000885,TX,4814010,76935,PK,05,'Not Virtual',92,83,9,19,28,37,38,43,31,41,0,0,0,0,0,0,0,237,1,62,0,168,0,5,18.360001,31.190974,-100.496755,Rural,12.9,1-Yes,1-Yes,1,0,0,1,34,28,0,0,83,85,0,0,3,2,121,116,1,'Regular school','Currently operational ',Elementary,1,No,No
-10755308.1704,3962357.2489,482367002623,TX,4823670,75459,05,08,'Not Virtual',182,159,23,0,0,0,0,0,0,103,94,92,105,0,0,0,0,394,1,84,7,288,1,13,28.959999,33.503673,-96.616626,Rural,13.6,1-Yes,1-Yes,0,1,0,0,38,46,2,5,160,128,0,1,6,7,206,188,1,'Regular school','Currently operational ',Middle,0,No,No
-10831500.6001,3716787.6314,481396000880,TX,4813960,76633,PK,03,'Not Virtual',287,237,50,73,212,205,205,205,0,0,0,0,0,0,0,0,0,900,3,177,46,631,1,29,56.849998,31.644846,-97.301,Rural,15.8,1-Yes,1-Yes,1,2,6,7,103,74,27,19,324,307,1,0,17,12,479,421,1,'Regular school','Currently operational ',Elementary,13,No,No
-12430400.1662,4451058.0769,490048000887,UT,4900480,84741,KG,06,'Not Virtual',20,16,4,0,6,5,4,3,4,6,10,0,0,0,0,0,0,38,8,4,1,25,0,0,2,37.085541,-111.664244,Rural,19,1-Yes,1-Yes,5,3,0,0,2,2,1,0,11,14,0,0,0,0,19,19,1,'Regular school','Currently operational ',Elementary,0,No,No
-8939823.4353,4426412.6693,510135000618,VA,5101350,24091,08,12,'Supplemental Virtual',325,250,75,0,0,0,0,0,0,0,0,0,155,178,150,152,156,791,1,33,15,708,0,27,54.419998,36.908794,-80.307811,Rural,14.5,'Not Applicable','Not Applicable',1,0,3,4,16,17,8,7,371,337,0,0,17,10,416,375,1,'Regular school','Currently operational ',High,7,No,No
-8583144.481,4397467.6559,510360001583,VA,5103600,23837,06,08,'Not Virtual',319,297,22,0,0,0,0,0,0,0,229,206,192,0,0,0,0,627,1,12,262,336,0,15,43.290001,36.700542,-77.103713,Rural,14.5,'Not Applicable','Not Applicable',1,0,0,1,3,9,143,119,183,153,0,0,7,8,337,290,1,'Regular school','Currently operational ',Middle,1,No,No
-9205165.2367,4401858.2307,510348001535,VA,5103480,24244,05,07,'Not Virtual',104,86,18,0,0,0,0,0,0,50,54,60,0,0,0,0,0,164,0,3,1,156,0,3,10.33,36.732153,-82.691473,Rural,15.9,1-Yes,1-Yes,0,0,1,0,1,2,0,1,90,66,0,0,0,3,92,72,1,'Regular school','Currently operational ',Middle,1,No,No
-8601224.386,4467875.7345,510309001280,VA,5103090,23875,09,12,'Supplemental Virtual',425,309,116,0,0,0,0,0,0,0,0,0,0,498,455,430,436,1819,7,196,559,927,19,92,124.919998,37.205976,-77.266195,Rural,14.6,'Not Applicable','Not Applicable',1,6,9,10,106,90,272,287,453,474,8,11,45,47,894,925,1,'Regular school','Currently operational ',High,19,No,No
-8639069.208,4748591.3347,510225000936,VA,5102250,20197,PK,05,'Not Virtual',5,4,1,1,24,31,32,27,35,27,0,0,0,0,0,0,0,177,0,9,3,145,0,12,9.5,39.18761,-77.606096,Rural,18.6,'Not Applicable','Not Applicable',0,0,5,3,7,2,1,2,69,76,0,0,6,6,88,89,1,'Regular school','Currently operational ',Elementary,8,No,No
-13619440.9894,5945322.4495,530048001925,WA,5300480,98338,KG,05,'Not Virtual',258,207,51,0,61,76,71,76,96,71,0,0,0,0,0,0,0,451,7,68,4,320,6,40,31.33,47.019789,-122.345499,Rural,14.4,1-Yes,1-Yes,3,4,3,3,33,35,2,2,166,154,3,3,20,20,230,221,1,'Regular school','Currently operational ',Elementary,6,No,No
-11646088.312,5480482.0232,560609000401,WY,5606090,82730,09,12,'Not Virtual',29,18,11,0,0,0,0,0,0,0,0,0,0,15,22,13,20,70,0,0,0,68,0,2,12.6,44.097024,-104.618595,Rural,5.6,'Not Applicable','Not Applicable',0,0,0,0,0,0,0,0,38,30,0,0,0,2,38,32,1,'Regular school','Currently operational ',High,0,No,No
-9175229.0993,3181278.3188,120123007315,FL,1201230,34211,PK,05,'Not Virtual',325,294,31,13,146,175,197,185,171,193,0,0,0,0,0,0,0,1080,1,196,82,705,0,55,65,27.461732,-82.422521,Rural,16.6,'Not Applicable','Not Applicable',0,1,20,21,99,97,47,35,353,352,0,0,23,32,542,538,1,'Regular school','Currently operational ',Elementary,41,No,No
-10756232.2091,3915591.2429,482838011892,TX,4828380,75069,PK,04,'Not Virtual',9,8,1,2,73,83,87,87,108,0,0,0,0,0,0,0,0,440,0,32,24,314,0,21,32.119999,33.152698,-96.624873,Rural,13.7,'Not Applicable','Not Applicable',0,0,21,28,15,17,15,9,167,147,0,0,15,6,233,207,1,'Regular school','Currently operational ',Elementary,49,No,No
-10611898.7165,3780508.2609,481206012154,TX,4812060,75757,PK,KG,'Not Virtual',159,151,8,88,177,0,0,0,0,0,0,0,0,0,0,0,0,265,0,23,11,223,0,7,19,32.13083,-95.328374,Rural,13.9,1-Yes,1-Yes,0,0,0,1,13,10,7,4,110,113,0,0,2,5,132,133,1,'Regular school','Currently operational ',Elementary,1,No,No
-8897433.1581,4872880.6253,420471006953,PA,4204710,15423,05,06,'Not Virtual',61,56,5,0,0,0,0,0,0,74,55,0,0,0,0,0,0,129,2,0,11,116,0,0,7.99,40.047648,-79.927039,Rural,16.1,1-Yes,1-Yes,1,1,0,0,0,0,6,5,56,60,0,0,0,0,63,66,1,'Regular school','Currently operational ',Middle,0,No,No
-12824917.1482,4298815.8784,320006000816,NV,3200060,89141,PK,05,'Not Virtual',190,164,26,6,123,108,125,113,109,98,0,0,0,0,0,0,0,682,2,158,55,295,18,77,36,35.986963,-115.208218,Rural,18.9,'Not Applicable','Not Applicable',1,1,32,45,84,74,29,26,159,136,10,8,51,26,366,316,1,'Regular school','Currently operational ',Elementary,77,No,No
-9510424.1529,5217457.159,261725008228,MI,2617250,49083,09,12,'Virtual with face to face options',17,16,1,0,0,0,0,0,0,0,0,0,0,2,7,8,19,36,0,0,4,31,0,1,2,42.3758,-85.433685,Rural,18,1-Yes,1-Yes,0,0,0,0,0,0,3,1,22,9,0,0,1,0,26,10,1,'Alternative/other school','Currently operational ',High,0,No,No
-8258949.565,5133143.7712,362496006325,NY,3624960,12404,07,08,'Not Virtual',127,109,18,0,0,0,0,0,0,0,0,141,137,0,0,0,0,285,1,21,14,242,0,1,25,41.813781,-74.191384,Rural,11.4,1-Yes,1-Yes,1,0,4,2,10,11,8,6,131,111,0,0,1,0,155,130,1,'Regular school','Currently operational ',Middle,6,No,No
-10996142.5619,3441423.055,483312012985,TX,4833120,78253,09,12,'Not Virtual',674,511,163,0,0,0,0,0,0,0,0,0,0,712,632,562,385,2291,3,1339,235,534,16,94,129.75,29.515533,-98.780014,Rural,17.7,'Not Applicable','Not Applicable',0,3,40,30,724,615,115,120,272,262,8,8,49,45,1208,1083,1,'Regular school','Currently operational ',High,70,No,No
-10982078.1487,3404763.2285,484074013194,TX,4840740,78069,09,12,'Not Virtual',91,77,14,0,0,0,0,0,0,0,0,0,0,44,32,26,27,129,2,101,0,26,0,0,7.43,29.228497,-98.653745,Rural,17.4,1-Yes,1-Yes,1,1,0,0,42,59,0,0,8,18,0,0,0,0,51,78,1,'Regular school','Currently operational ',High,0,No,No
-10673748.1626,3473724.6818,482517013351,TX,4825170,77423,PK,05,'Not Virtual',89,77,12,10,102,120,96,134,115,139,0,0,0,0,0,0,0,716,2,182,67,397,2,22,43.57,29.767645,-95.88395,Rural,16.4,'Not Applicable','Not Applicable',2,0,24,20,105,77,38,29,209,188,1,1,10,12,389,327,1,'Regular school','Currently operational ',Elementary,44,No,No
-10592473.5197,3526306.4256,483240013442,TX,4832400,77357,PK,05,'Not Virtual',612,592,20,62,83,99,119,108,110,115,0,0,0,0,0,0,0,696,1,555,6,130,0,3,45.130001,30.176774,-95.153881,Rural,15.4,1-Yes,1-Yes,0,1,1,0,292,263,3,3,65,65,0,0,0,3,361,335,1,'Regular school','Currently operational ',Elementary,1,No,No
-10888804.591,3585090.9391,482742013570,TX,4827420,78629,PK,04,'Not Virtual',142,126,16,27,128,144,154,135,134,0,0,0,0,0,0,0,0,722,0,145,12,509,0,39,50.599998,30.632214,-97.815863,Rural,14.3,1-Yes,2-No,0,0,10,7,71,74,5,7,253,256,0,0,24,15,363,359,1,'Regular school','Currently operational ',Elementary,17,No,No
