@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N35-F1-weka.filters.unsupervised.attribute.Remove-R3,5,8-13,15,47-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1'

@attribute ﻿X numeric
@attribute Y numeric
@attribute NCESSCH numeric
@attribute STABR {AK,AL,AR,AS,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY,BI,GU}
@attribute LEAID numeric
@attribute LZIP numeric
@attribute GSLO {PK,09,KG,07,'M ',03,08,05,06,10,02,04,01,12,'N ',UG,11,AE}
@attribute GSHI {05,12,06,02,08,01,07,09,04,03,KG,10,PK,11,'N ',UG,13,AE}
@attribute VIRTUAL {'Not Virtual','Supplemental Virtual','Virtual with face to face options',N,M,'Full Virtual'}
@attribute TOTFRL numeric
@attribute FRELCH numeric
@attribute REDLCH numeric
@attribute PK numeric
@attribute KG numeric
@attribute G01 numeric
@attribute G02 numeric
@attribute G03 numeric
@attribute G04 numeric
@attribute G05 numeric
@attribute G06 numeric
@attribute G07 numeric
@attribute G08 numeric
@attribute G09 numeric
@attribute G10 numeric
@attribute G11 numeric
@attribute G12 numeric
@attribute MEMBER numeric
@attribute AM numeric
@attribute HI numeric
@attribute BL numeric
@attribute WH numeric
@attribute HP numeric
@attribute TR numeric
@attribute FTE numeric
@attribute LATCOD numeric
@attribute LONCOD numeric
@attribute ULOCALE {City,Suburb,Town,Rural}
@attribute STUTERATIO numeric
@attribute TITLEI {1-Yes,'Not Applicable',Missing}
@attribute STITLEI {1-Yes,'Not Applicable',2-No,Missing}
@attribute AMALM numeric
@attribute AMALF numeric
@attribute ASALM numeric
@attribute ASALF numeric
@attribute HIALM numeric
@attribute HIALF numeric
@attribute BLALM numeric
@attribute BLALF numeric
@attribute WHALM numeric
@attribute WHALF numeric
@attribute HPALM numeric
@attribute HPALF numeric
@attribute TRALM numeric
@attribute TRALF numeric
@attribute TOTMENROL numeric
@attribute TOTFENROL numeric
@attribute STATUS numeric
@attribute SCHOOL_TYPE_TEXT {'Regular school','Alternative/other school','Special education school','Vocational school'}
@attribute SY_STATUS_TEXT {'Currently operational ','School temporarily closed','School has reopened','New school','School to be operational within two years','School has changed agency','School was operational but not reported last year'}
@attribute SCHOOL_LEVEL {Elementary,High,Other,'Not reported',Middle,Secondary,Prekindergarten,'Not applicable',Ungraded,'Adult Education'}
@attribute AS numeric
@attribute CHARTER_TEXT {No,Yes,Missing}
@attribute MAGNET_TEXT {No,Missing,Yes,'Not Applicable'}

@data
-10819895.7607,3876297.2977,481023011015,TX,4810230,76180,PK,05,'Not Virtual',147,125,22,26,72,73,89,92,112,98,0,0,0,0,0,0,0,562,2,87,30,375,0,32,35.939999,32.856757,-97.196748,Suburb,15.6,'Not Applicable','Not Applicable',1,1,17,19,41,46,16,14,199,176,0,0,16,16,290,272,1,'Regular school','Currently operational ',Elementary,36,No,No
-10792378.4305,3839254.6149,481323000825,TX,4813230,75104,06,08,'Not Virtual',591,510,81,0,0,0,0,0,0,0,251,283,266,0,0,0,0,800,2,181,561,21,3,27,47.919998,32.576599,-96.949604,Suburb,16.7,1-Yes,1-Yes,1,1,2,3,90,91,299,262,14,7,0,3,13,14,419,381,1,'Regular school','Currently operational ',Middle,5,No,No
-10799458.1979,3851573.1234,482142002151,TX,4821420,75052,PK,05,'Not Virtual',403,343,60,64,85,85,91,86,88,95,0,0,0,0,0,0,0,594,3,219,188,98,1,12,39.400002,32.669873,-97.013201,Suburb,15.1,1-Yes,1-Yes,0,3,40,33,116,103,114,74,58,40,0,1,8,4,336,258,1,'Regular school','Currently operational ',Elementary,73,No,No
-10784544.4844,3908143.6171,482730005768,TX,4827300,75056,06,08,'Not Virtual',392,321,71,0,0,0,0,0,0,0,253,260,265,0,0,0,0,778,9,318,90,299,2,28,60.139999,33.096554,-96.879192,Suburb,12.9,1-Yes,1-Yes,4,5,18,14,139,179,49,41,151,148,0,2,10,18,371,407,1,'Regular school','Currently operational ',Middle,32,No,No
-10834938.5678,3833885.9171,481218008855,TX,4812180,76028,05,09,'Not Virtual',512,410,102,0,0,0,0,0,0,1,423,445,442,0,0,0,0,1311,2,329,111,812,1,45,78.709999,32.536146,-97.332051,Suburb,16.7,1-Yes,1-Yes,1,1,5,6,181,148,57,54,453,359,0,1,22,23,719,592,1,'Regular school','Currently operational ',Middle,11,No,No
-10811660.9448,3883805.6232,482166007440,TX,4821660,76051,06,08,'Not Virtual',271,245,26,0,0,0,0,0,0,0,289,302,262,0,0,0,0,853,2,267,46,422,1,40,57.830002,32.913201,-97.122776,Suburb,14.8,1-Yes,1-Yes,1,1,32,43,126,141,17,29,214,208,0,1,15,25,405,448,1,'Regular school','Currently operational ',Middle,75,No,No
-9437357.1483,4132464.6919,130384001384,GA,1303840,30705,PK,06,'Not Virtual',650,650,0,74,82,92,90,103,110,98,125,0,0,0,0,0,0,774,0,261,2,499,0,3,49.5,34.768362,-84.777207,Suburb,15.6,1-Yes,1-Yes,0,0,6,3,126,135,1,1,249,250,0,0,1,2,383,391,1,'Regular school','Currently operational ',Elementary,9,No,No
-10598928.2021,3484092.1366,483999010797,TX,4839990,77044,11,12,'Not Virtual',53,51,2,0,0,0,0,0,0,0,0,0,0,0,0,24,46,70,0,41,24,5,0,0,2.89,29.848431,-95.2118,Suburb,24.2,1-Yes,1-Yes,0,0,0,0,20,21,11,13,4,1,0,0,0,0,35,35,1,'Alternative/other school','Currently operational ',High,0,No,No
-10645537.8033,3461340.1224,481965001828,TX,4819650,77498,PK,05,'Not Virtual',501,455,46,43,78,84,88,115,110,109,0,0,0,0,0,0,0,627,0,416,92,50,1,8,44.080002,29.671029,-95.630558,Suburb,14.2,1-Yes,1-Yes,0,0,34,26,212,204,48,44,26,24,1,0,7,1,328,299,1,'Regular school','Currently operational ',Elementary,60,No,No
-10589069.524,3476957.7399,481359001144,TX,4813590,77530,09,12,'Not Virtual',60,60,0,0,0,0,0,0,0,0,0,0,0,16,39,32,25,112,1,77,8,26,0,0,10.52,29.792774,-95.123208,Suburb,10.6,1-Yes,1-Yes,1,0,0,0,33,44,4,4,9,17,0,0,0,0,47,65,1,'Alternative/other school','Currently operational ',High,0,No,No
-10594409.9244,3502380.9175,482391005748,TX,4823910,77346,PK,05,'Not Virtual',329,283,46,67,83,95,99,101,102,104,0,0,0,0,0,0,0,651,2,279,119,216,3,15,44.310001,29.990766,-95.171189,Suburb,14.7,1-Yes,1-Yes,1,1,7,10,137,142,58,61,119,97,2,1,7,8,331,320,1,'Regular school','Currently operational ',Elementary,17,No,No
-10598452.5939,3484115.6374,483999004534,TX,4839990,77044,09,12,'Not Virtual',1993,1797,196,0,0,0,0,0,0,0,0,0,0,656,639,619,574,2488,5,1711,605,128,3,22,149.070007,29.848542,-95.207507,Suburb,16.7,1-Yes,1-Yes,1,4,9,5,862,849,324,281,76,52,2,1,11,11,1285,1203,1,'Regular school','Currently operational ',High,14,No,No
-10898153.6888,3648509.2877,481524007233,TX,4815240,76522,09,12,'Not Virtual',44,39,5,0,0,0,0,0,0,0,0,0,0,4,11,21,25,61,1,11,11,35,0,3,8.32,31.121249,-97.89983,Suburb,7.3,1-Yes,1-Yes,0,1,0,0,5,6,7,4,17,18,0,0,1,2,30,31,1,'Alternative/other school','Currently operational ',High,0,No,No
-10937038.0544,3011158.4269,482310005488,TX,4823100,78557,06,08,'Not Virtual',582,582,0,0,0,0,0,0,0,0,209,212,216,0,0,0,0,637,0,637,0,0,0,0,47.169998,26.09756,-98.249167,Suburb,13.5,1-Yes,1-Yes,0,0,0,0,293,344,0,0,0,0,0,0,0,0,293,344,1,'Regular school','Currently operational ',Middle,0,No,No
-10987031.2681,3443804.611,483312010443,TX,4833120,78254,PK,05,'Not Virtual',192,149,43,36,107,101,128,107,121,120,0,0,0,0,0,0,0,720,1,390,19,275,3,17,46.5,29.534142,-98.698237,Suburb,15.5,'Not Applicable','Not Applicable',0,1,6,9,215,175,8,11,147,128,1,2,9,8,386,334,1,'Regular school','Currently operational ',Elementary,15,No,No
-12449349.7548,5136462.6285,490012000085,UT,4900120,84335,KG,06,'Not Virtual',336,231,105,31,99,98,109,87,104,96,120,0,0,0,0,0,0,744,9,90,5,617,1,19,29.860001,41.835988,-111.834539,Suburb,24.9,1-Yes,1-Yes,3,6,3,0,54,36,4,1,291,326,0,1,10,9,365,379,1,'Regular school','Currently operational ',Elementary,3,No,No
-12463733.5049,5035930.2799,490120000638,UT,4901200,84405,07,09,'Not Virtual',287,226,61,0,0,0,0,0,0,0,0,289,273,296,0,0,0,858,2,140,17,645,12,33,37.23,41.159686,-111.963649,Suburb,23,'Not Applicable','Not Applicable',1,1,4,5,69,71,10,7,304,341,7,5,16,17,411,447,1,'Regular school','Currently operational ',Middle,9,No,No
-12467769.38,4963830.1994,490036000196,UT,4900360,84120,PK,06,'Not Virtual',370,306,64,40,69,51,66,63,74,65,73,0,0,0,0,0,0,501,3,215,17,215,39,8,23.83,40.670287,-111.99996,Suburb,21,1-Yes,1-Yes,2,1,2,2,117,98,9,8,105,110,20,19,6,2,261,240,1,'Regular school','Currently operational ',Elementary,4,No,No
-12464630.3661,5392577.1578,160093000169,ID,1600930,83401,09,12,'Not Virtual',295,224,71,0,0,0,0,0,0,0,0,0,0,250,260,213,259,982,5,137,6,804,1,24,49.810001,43.527148,-111.971677,Suburb,19.7,1-Yes,2-No,4,1,2,3,81,56,4,2,407,397,1,0,15,9,514,468,1,'Regular school','Currently operational ',High,5,No,No
-8645102.6375,4508483.3014,510084002006,VA,5100840,23114,09,12,'Supplemental Virtual',179,149,30,0,0,0,0,0,0,0,0,0,0,481,486,382,449,1798,5,100,168,1338,5,81,105.330002,37.496006,-77.660253,Suburb,17.1,'Not Applicable','Not Applicable',2,3,52,49,53,47,81,87,675,663,2,3,37,44,902,896,1,'Regular school','Currently operational ',High,101,No,No
-8907794.6219,4483874.3929,510333001455,VA,5103330,24019,PK,05,'Not Virtual',150,112,38,23,70,81,67,83,63,84,0,0,0,0,0,0,0,471,1,36,62,321,1,30,30.59,37.320441,-80.020082,Suburb,15.4,'Not Applicable','Not Applicable',1,0,13,7,22,14,30,32,168,153,1,0,16,14,251,220,1,'Regular school','Currently operational ',Elementary,20,No,No
-8506245.4333,4423914.7449,510371001475,VA,5103710,23435,PK,05,'Not Virtual',201,147,54,37,101,127,156,145,140,153,0,0,0,0,0,0,0,859,1,63,345,346,1,80,50,36.8909,-76.41293,Suburb,17.2,'Not Applicable','Not Applicable',1,0,16,7,28,35,171,174,184,162,0,1,38,42,438,421,1,'Regular school','Currently operational ',Elementary,23,No,No
-8592004.3818,4701993.2263,510126000588,VA,5101260,22042,PK,06,'Not Virtual',567,457,110,22,111,118,112,106,119,104,120,0,0,0,0,0,0,812,7,521,24,116,0,15,61.07,38.862483,-77.183334,Suburb,13.3,1-Yes,1-Yes,3,4,67,62,282,239,11,13,66,50,0,0,8,7,437,375,1,'Regular school','Currently operational ',Elementary,129,No,No
-8608494.3967,4660047.3876,510313001292,VA,5103130,22026,PK,05,'Not Virtual',356,306,50,31,68,59,76,61,79,77,0,0,0,0,0,0,0,451,1,216,153,31,1,27,31.83,38.568483,-77.331416,Suburb,14.2,1-Yes,1-Yes,1,0,11,11,99,117,69,84,15,16,0,1,9,18,204,247,1,'Regular school','Currently operational ',Elementary,22,No,No
-9660539.682,3936214.6741,10303001803,AL,103030,35124,PK,12,'Not Virtual',18,15,3,9,4,3,0,1,3,4,5,2,5,4,1,3,7,51,0,6,15,30,0,0,12,33.307596,-86.782184,Suburb,4.3,'Not Applicable','Not Applicable',0,0,0,0,2,4,10,5,25,5,0,0,0,0,37,14,1,'Special education school','Currently operational ',Other,0,No,No
-13612646.5869,5996810.3596,530282000432,WA,5302820,98001,PK,05,'Not Virtual',157,116,41,53,36,46,44,51,37,65,0,0,0,0,0,0,0,332,3,71,25,138,10,40,22,47.334243,-122.284563,Suburb,15.1,1-Yes,1-Yes,1,2,25,20,35,36,13,12,55,83,4,6,26,14,159,173,1,'Regular school','Currently operational ',Elementary,45,No,No
-13604778.6688,6132033.2505,530426002117,WA,5304260,98223,09,12,'Not Virtual',224,175,49,0,0,0,0,0,0,0,0,0,0,217,175,216,169,777,7,105,19,539,10,80,32.349998,48.151147,-122.213874,Suburb,24,'Not Applicable','Not Applicable',5,2,7,10,52,53,13,6,278,261,4,6,39,41,398,379,1,'Regular school','Currently operational ',High,17,No,No
-10534340.6118,4705597.6327,201200001677,KS,2012000,66209,PK,05,'Not Virtual',31,22,9,0,67,66,75,56,79,73,0,0,0,0,0,0,0,416,3,23,16,340,0,14,31.5,38.8876,-94.631657,Suburb,13.2,1-Yes,2-No,2,1,11,9,10,13,9,7,179,161,0,0,10,4,221,195,1,'Regular school','Currently operational ',Elementary,20,No,No
-9251251.669,5220557.1573,260094307776,MI,2600943,48203,04,12,'Not Virtual',170,170,0,0,0,0,0,0,0,0,5,2,8,21,47,50,40,173,0,3,125,39,0,6,4.8,42.396447,-83.105407,Suburb,36,1-Yes,1-Yes,0,0,0,0,3,0,116,9,37,2,0,0,6,0,162,11,1,'Alternative/other school','Currently operational ',Other,0,Yes,No
-8530154.9357,4739347.371,240006000109,MD,2400060,21108,09,12,'Not Virtual',742,608,134,0,0,0,0,0,0,0,0,0,0,555,590,555,504,2204,4,284,768,901,12,130,133.600006,39.123149,-76.627674,Suburb,16.5,'Not Applicable','Not Applicable',2,2,56,49,148,136,372,396,482,419,3,9,63,67,1126,1078,1,'Regular school','Currently operational ',High,105,No,No
-13362266.0598,4432575.0292,69101712301,CA,691017,93638,KG,12,'Supplemental Virtual',45,42,3,0,1,6,1,3,3,1,8,8,17,0,0,0,0,48,2,24,5,9,0,8,2,36.953036,-120.035343,Suburb,24,1-Yes,1-Yes,2,0,0,0,11,13,3,2,5,4,0,0,1,7,22,26,1,'Alternative/other school','Currently operational ',Other,0,Yes,No
-10622049.5538,3530637.775,481500012065,TX,4815000,77385,07,08,'Not Virtual',482,400,82,0,0,0,0,0,0,0,0,568,584,0,0,0,0,1152,4,425,129,517,0,40,69.730003,30.210465,-95.419574,Suburb,16.5,'Not Applicable','Not Applicable',2,2,15,22,221,204,63,66,273,244,0,0,19,21,593,559,1,'Regular school','Currently operational ',Middle,37,No,No
-10478178.0806,3959285.7738,483513012449,TX,4835130,75503,03,05,'Not Virtual',190,160,30,0,0,0,0,133,154,177,0,0,0,0,0,0,0,464,2,35,94,299,1,24,32.860001,33.480636,-94.127075,Suburb,14.1,1-Yes,1-Yes,0,2,5,4,20,15,58,36,146,153,0,1,16,8,245,219,1,'Regular school','Currently operational ',Elementary,9,No,No
-12979143.2909,5403951.1516,160015501008,ID,1600155,83651,PK,12,'Virtual with face to face options',11,5,6,0,11,18,13,17,16,16,29,52,63,68,83,83,72,541,2,124,6,387,1,17,27.309999,43.6013,-116.593601,Suburb,19.8,1-Yes,1-Yes,2,0,3,1,53,71,3,3,190,197,0,1,7,10,258,283,1,'Regular school','Currently operational ',Other,4,Yes,No
-10797766.3917,3861044.5955,482142012613,TX,4821420,75051,KG,05,'Not Virtual',461,437,24,0,67,82,73,75,92,103,0,0,0,0,0,0,0,492,4,380,58,36,1,10,36.099998,32.741525,-96.997977,Suburb,13.6,1-Yes,1-Yes,0,4,2,1,186,194,30,28,20,16,1,0,6,4,245,247,1,'Regular school','Currently operational ',Elementary,3,No,No
-8772667.5447,4263982.4047,370032403259,NC,3700324,27511,KG,12,'Not Virtual',52,52,0,0,60,75,75,76,76,77,74,79,75,79,57,57,41,901,1,46,137,327,0,60,66.830002,35.733158,-78.806284,Suburb,13.5,'Not Applicable','Not Applicable',0,1,154,176,26,20,69,68,197,130,0,0,38,22,484,417,1,'Regular school','Currently operational ',Other,330,Yes,No
-13579999.4828,4514411.0649,61440013083,CA,614400,94538,09,12,'Not Virtual',7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,10,3,5,0,2,3,37.538268,-121.991277,Suburb,13.7,'Not Applicable','Not Applicable',0,0,13,8,5,5,3,0,4,1,0,0,2,0,27,14,1,'Special education school','Currently operational ',High,21,No,No
-8929794.8972,4940754.6904,421583007462,PA,4215830,15108,05,06,'Not Virtual',146,128,18,0,0,0,0,0,0,291,317,0,0,0,0,0,0,608,1,42,41,448,0,41,45.650002,40.512898,-80.217708,Suburb,13.3,'Not Applicable','Not Applicable',1,0,19,16,23,19,25,16,248,200,0,0,16,25,332,276,1,'Regular school','Currently operational ',Middle,35,No,No
-9344470.8715,5254447.4392,261872001067,MI,2618720,48843,PK,05,'Not Virtual',149,116,33,0,84,106,78,86,81,97,0,0,0,0,0,0,0,532,7,12,2,504,0,4,25.5,42.620764,-83.942832,Suburb,20.9,1-Yes,2-No,4,3,3,0,3,9,1,1,262,242,0,0,4,0,277,255,1,'Regular school','Currently operational ',Elementary,3,No,No
-9229332.9265,5244738.8982,261008004491,MI,2610080,48035,09,12,'Not Virtual',335,301,34,0,0,0,0,0,0,0,0,0,0,102,107,83,98,390,1,6,249,106,1,21,23,42.556662,-82.908562,Suburb,17,1-Yes,1-Yes,1,0,3,3,2,4,141,108,62,44,1,0,11,10,221,169,1,'Regular school','Currently operational ',High,6,No,No
-9358487.7239,4029703.5701,130255004149,GA,1302550,30024,06,08,'Not Virtual',578,465,113,0,0,0,0,0,0,0,320,312,367,0,0,0,0,999,0,363,294,135,1,35,60,34.00673,-84.068731,Suburb,16.7,'Not Applicable','Not Applicable',0,0,75,96,191,172,141,153,60,75,1,0,23,12,491,508,1,'Regular school','Currently operational ',Middle,171,No,No
-9239164.4269,5245679.783,263447007014,MI,2634470,48312,PK,06,'Not Virtual',179,157,22,0,67,80,52,47,60,73,64,0,0,0,0,0,0,443,0,5,31,363,0,17,22.93,42.562783,-82.99684,Suburb,19.3,'Not Applicable','Not Applicable',0,0,14,13,2,3,16,15,203,160,0,0,9,8,244,199,1,'Regular school','Currently operational ',Elementary,27,No,No
-8590047.5939,4704593.856,510129002971,VA,5101290,22046,PK,PK,'Not Virtual',8,4,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,13,4,38,0,7,6,38.88068,-77.165691,Suburb,11.7,'Not Applicable','Not Applicable',0,0,7,1,10,3,2,2,24,14,0,0,4,3,47,23,1,'Regular school','Currently operational ',Prekindergarten,8,No,No
-9243213.8908,5250422.5337,263447008727,MI,2634470,48314,09,12,'Not Virtual',125,118,7,0,0,0,0,0,0,0,0,0,0,1,23,47,134,205,0,9,29,162,0,3,7.2,42.59429,-83.033191,Suburb,28.5,'Not Applicable','Not Applicable',0,0,1,1,6,3,19,10,111,51,0,0,1,2,138,67,1,'Alternative/other school','Currently operational ',High,2,No,No
-11818170.1445,3737724.0281,481443016990,TX,4814430,79938,PK,05,'Not Virtual',587,587,0,84,89,68,90,91,100,101,0,0,0,0,0,0,0,623,9,583,1,27,0,2,35.5,31.804837,-106.164417,Suburb,17.5,1-Yes,1-Yes,4,5,0,1,307,276,1,0,15,12,0,0,0,2,327,296,1,'Regular school','Currently operational ',Elementary,1,No,No
-9366736.1285,4029408.5115,130255004234,GA,1302550,30096,06,08,'Not Virtual',361,269,92,0,0,0,0,0,0,0,323,280,256,0,0,0,0,859,2,189,314,167,1,50,52.5,34.00445,-84.142841,Suburb,16.4,'Not Applicable','Not Applicable',0,2,80,56,102,87,168,146,82,85,1,0,24,26,457,402,1,'Regular school','Currently operational ',Middle,136,No,No
-9278925.2704,5244674.3311,263582007180,MI,2635820,48323,PK,02,'Not Virtual',159,147,12,0,172,167,145,0,0,0,0,0,0,0,0,0,0,484,0,7,173,219,2,30,31.620001,42.55627,-83.353994,Suburb,15.3,1-Yes,2-No,0,0,27,26,4,3,102,71,121,98,1,1,17,13,272,212,1,'Regular school','Currently operational ',Elementary,53,No,No
-9400477.1314,3983333.5551,130024704283,GA,1300247,30337,KG,07,'Not Virtual',117,90,27,0,77,77,0,0,0,0,0,29,0,0,0,0,0,183,0,5,176,2,0,0,10.5,33.660719,-84.445933,Suburb,17.4,1-Yes,1-Yes,0,0,0,0,2,3,86,90,2,0,0,0,0,0,90,93,1,'Regular school','Currently operational ',Elementary,0,Yes,No
-10645259.2328,3517868.0777,484296013654,TX,4842960,77375,09,10,'Not Virtual',50,41,9,0,0,0,0,0,0,0,0,0,0,129,106,0,0,235,0,67,14,123,0,5,14,30.111186,-95.62808,Suburb,16.8,'Not Applicable','Not Applicable',0,0,12,14,28,39,4,10,56,67,0,0,2,3,102,133,1,'Regular school','Currently operational ',Secondary,26,No,No
-13159677.3601,4014485.22,60208614317,CA,602086,90221,KG,12,'Virtual with face to face options',27,27,0,0,0,1,1,1,2,2,2,2,1,6,3,2,7,30,0,24,6,0,0,0,2,33.89323,-118.215461,Suburb,15,'Not Applicable','Not Applicable',0,0,0,0,10,14,3,3,0,0,0,0,0,0,13,17,3,'Regular school','New school',Other,0,Yes,No
-9027675.0599,4029301.9644,450273001711,SC,4502730,29169,PK,05,'Not Virtual',739,699,40,62,161,170,170,177,190,173,0,0,0,0,0,0,0,1103,2,385,254,397,1,53,74,34.003667,-81.096969,Suburb,14.9,1-Yes,1-Yes,1,1,8,3,203,182,123,131,208,189,1,0,33,20,577,526,3,'Regular school','New school',Elementary,11,No,No
-8228768.829,4984868.3063,360008405650,NY,3600084,10454,06,12,'Not Virtual',618,604,14,0,0,0,0,0,0,0,89,82,96,95,90,105,96,655,2,468,159,12,1,3,46.990002,40.813555,-73.920349,City,13.9,1-Yes,1-Yes,0,2,6,4,217,251,75,84,8,4,1,0,1,2,308,347,1,'Regular school','Currently operational ',High,10,No,No
-8226954.7235,4986870.4527,360008604879,NY,3600086,10456,09,12,'Not Virtual',365,354,11,0,0,0,0,0,0,0,0,0,0,84,119,104,101,408,2,329,52,12,2,1,31.01,40.827165,-73.904051,City,13.2,1-Yes,1-Yes,0,2,5,5,150,179,30,22,8,4,2,0,0,1,195,213,1,'Regular school','Currently operational ',High,10,No,No
-8219677.9185,4996348.067,360008802282,NY,3600088,10466,PK,05,'Not Virtual',424,421,3,18,89,93,94,111,116,119,0,0,0,0,0,0,0,644,5,130,484,8,1,8,69.010002,40.891475,-73.838637,City,9.3,1-Yes,1-Yes,2,3,6,2,67,63,254,230,4,4,1,0,5,3,339,305,1,'Regular school','Currently operational ',Elementary,8,No,No
-8234482.9215,4967387.1754,360009102205,NY,3600091,11205,PK,05,'Not Virtual',232,229,3,45,30,29,26,45,39,48,0,0,0,0,0,0,0,262,1,114,130,5,0,5,21.01,40.694405,-73.971615,City,12.5,1-Yes,1-Yes,1,0,5,2,57,57,69,61,4,1,0,0,2,3,138,124,1,'Regular school','Currently operational ',Elementary,7,No,No
-8233355.0507,4963803.3254,360009505712,NY,3600095,11225,09,12,'Not Virtual',279,279,0,0,0,0,0,0,0,0,0,0,0,62,83,104,101,351,7,171,84,29,9,0,31,40.670001,-73.96148,City,11.3,1-Yes,1-Yes,7,0,37,14,88,83,49,35,20,9,9,0,0,0,210,141,1,'Regular school','Currently operational ',High,51,No,No
-8223870.0648,4963212.1163,360012002684,NY,3600120,11208,PK,05,'Not Virtual',322,319,3,32,43,32,49,64,65,52,0,0,0,0,0,0,0,337,3,117,193,10,1,2,29,40.666139,-73.87634,City,11.6,1-Yes,1-Yes,2,1,5,6,59,58,101,92,5,5,0,1,1,1,173,164,1,'Regular school','Currently operational ',Elementary,11,No,No
-8902066.9406,3862975.3508,450144001214,SC,4501440,29412,PK,05,'Not Virtual',152,129,23,40,99,88,114,96,120,92,0,0,0,0,0,0,0,649,0,21,78,524,3,19,39.299999,32.75611,-79.968643,City,16.5,'Not Applicable','Not Applicable',0,0,2,2,12,9,41,37,277,247,1,2,11,8,344,305,1,'Regular school','Currently operational ',Elementary,4,No,No
-8234659.576,4958259.9029,360015304067,NY,3600153,11218,KG,05,'Not Virtual',516,491,25,0,118,80,96,98,99,93,0,0,0,0,0,0,0,584,7,48,21,233,2,2,47.02,40.632226,-73.973223,City,12.4,1-Yes,1-Yes,2,5,131,140,19,29,8,13,126,107,1,1,1,1,288,296,1,'Regular school','Currently operational ',Elementary,271,No,No
