@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N35-F1-weka.filters.unsupervised.attribute.Remove-R3,5,8-13,15,47-weka.filters.unsupervised.attribute.Remove-V-R4,6,11,17,19,30,43,44,45,46,47,48,49,52,61,37-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1'

@attribute STABR {AK,AL,AR,AS,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY,BI,GU}
@attribute LZIP numeric
@attribute FRELCH numeric
@attribute G03 numeric
@attribute G05 numeric
@attribute BL numeric
@attribute ASALM numeric
@attribute ASALF numeric
@attribute HIALM numeric
@attribute HIALF numeric
@attribute BLALM numeric
@attribute BLALF numeric
@attribute WHALM numeric
@attribute HPALF numeric
@attribute AS numeric
@attribute ULOCALE {City,Suburb,Town,Rural}

@data
OH,45373,138,45,54,24,1,0,3,8,12,12,110,0,1,Suburb
OH,45619,126,0,0,3,0,4,4,1,2,1,193,0,4,Suburb
OH,43560,144,68,78,16,4,3,18,8,8,8,182,0,7,Suburb
OH,44436,186,0,0,8,0,0,8,5,4,4,98,0,0,Suburb
FL,32712,380,113,111,98,5,0,182,179,50,48,143,1,5,Suburb
OR,97520,110,70,59,7,5,4,31,31,4,3,113,0,9,Suburb
OR,97070,136,90,86,5,13,8,54,34,4,1,207,1,21,Suburb
FL,32904,547,0,0,177,16,21,111,111,84,93,328,1,37,Suburb
FL,32507,691,0,0,520,5,4,24,30,260,260,101,1,9,Suburb
FL,32507,153,5,10,141,0,0,3,3,106,35,24,0,0,Suburb
PA,17109,188,0,86,59,21,12,33,30,33,26,344,0,33,Suburb
PA,17517,162,93,95,12,6,3,18,17,3,9,225,0,9,Suburb
FL,34223,267,89,103,4,5,3,36,44,2,2,237,1,8,Suburb
PA,18944,132,0,0,14,3,5,10,18,6,8,209,0,8,Suburb
PA,19061,654,0,256,249,15,10,44,35,123,126,321,0,25,Suburb
PA,19044,100,119,135,48,29,50,14,16,27,21,286,1,79,Suburb
PA,19405,209,57,0,43,4,4,43,42,22,21,68,0,8,Suburb
PA,15243,34,39,32,7,23,15,1,1,5,2,115,0,38,Suburb
FL,32303,258,106,118,177,2,3,10,12,100,77,232,0,5,Suburb
PA,15601,90,0,0,4,4,6,3,4,2,2,221,1,10,Suburb
FL,33563,618,138,116,22,3,3,310,300,11,11,33,1,6,Suburb
PA,17701,124,0,0,17,4,5,10,6,9,8,134,0,9,Suburb
PA,16150,245,85,96,10,0,1,4,5,5,5,231,0,1,Suburb
RI,2914,141,44,46,43,2,1,13,10,20,23,67,0,3,Suburb
FL,33542,642,160,159,70,3,7,114,115,34,36,250,3,10,Suburb
SC,29483,247,93,100,156,4,0,16,10,76,80,172,0,4,Suburb
FL,33772,129,52,71,11,2,3,31,23,7,4,146,1,5,Suburb
FL,34785,550,123,127,327,1,3,64,63,162,165,150,0,4,Suburb
AL,35023,500,185,162,442,4,2,44,59,224,218,224,0,6,Suburb
TX,75070,184,105,106,183,13,10,64,58,96,87,144,0,23,Suburb
AZ,85326,479,82,120,79,1,8,242,211,41,38,108,0,9,Suburb
GA,30062,46,162,155,65,77,82,44,43,34,31,322,1,159,Suburb
GA,30084,365,67,74,149,61,51,72,67,75,74,36,0,112,Suburb
GA,30269,25,86,103,16,15,13,17,15,7,9,211,0,28,Suburb
TX,78732,55,0,0,15,87,98,101,72,7,8,426,2,185,Suburb
TX,78628,84,99,117,15,10,7,73,59,8,7,218,0,17,Suburb
GA,30014,343,66,70,319,6,0,23,19,156,163,30,1,6,Suburb
TX,75034,110,79,84,26,23,21,87,87,12,14,120,0,44,Suburb
TX,76180,125,92,98,30,17,19,41,46,16,14,199,0,36,Suburb
TX,75104,510,0,0,561,2,3,90,91,299,262,14,3,5,Suburb
TX,75052,343,86,95,188,40,33,116,103,114,74,58,1,73,Suburb
TX,75056,321,0,0,90,18,14,139,179,49,41,151,2,32,Suburb
TX,76028,410,0,1,111,5,6,181,148,57,54,453,1,11,Suburb
TX,76051,245,0,0,46,32,43,126,141,17,29,214,1,75,Suburb
GA,30705,650,103,98,2,6,3,126,135,1,1,249,0,9,Suburb
TX,77044,51,0,0,24,0,0,20,21,11,13,4,0,0,Suburb
AZ,85233,214,77,76,17,14,13,124,106,9,8,113,0,27,Suburb
TX,77396,611,132,146,145,0,0,256,290,75,70,12,0,0,Suburb
TX,77547,1548,0,0,58,1,0,923,799,31,27,23,0,1,Suburb
TX,77571,185,86,81,28,3,0,89,78,11,17,129,0,3,Suburb
TX,77378,506,0,0,60,2,1,171,162,32,28,185,0,3,Suburb
TX,78576,650,103,117,0,0,0,340,351,0,0,2,0,0,Suburb
TX,78596,664,155,144,1,1,0,468,480,0,1,26,0,1,Suburb
HI,96792,659,0,0,9,55,42,83,87,4,5,13,271,97,Suburb
AZ,85381,514,0,0,88,37,30,328,335,48,40,511,3,67,Suburb
UT,84014,60,95,88,3,3,9,18,17,3,0,270,7,12,Suburb
UT,84663,170,118,121,4,5,5,52,54,0,4,301,2,10,Suburb
UT,84044,258,83,68,15,4,4,82,80,7,8,147,5,8,Suburb
AZ,85253,40,104,94,24,28,25,34,37,10,14,274,2,53,Suburb
VA,23831,307,144,119,165,4,5,62,58,81,84,213,2,9,Suburb
VA,23231,120,0,0,182,0,0,8,4,109,73,46,0,0,Suburb
VA,23325,423,182,0,461,9,5,40,44,230,231,114,0,14,Suburb
VA,22152,128,69,82,60,33,38,70,82,31,29,136,1,71,Suburb
VA,22042,457,106,104,24,67,62,282,239,11,13,66,0,129,Suburb
VA,22026,306,61,77,153,11,11,99,117,69,84,15,1,22,Suburb
AL,35124,15,1,4,15,0,0,2,4,10,5,25,0,0,Suburb
WA,98001,116,51,65,25,25,20,35,36,13,12,55,6,45,Suburb
WA,98223,175,0,0,19,7,10,52,53,13,6,278,6,17,Suburb
KS,66209,22,56,73,16,11,9,10,13,9,7,179,0,20,Suburb
FL,32065,330,151,173,270,26,19,117,71,127,143,231,3,45,Suburb
LA,70507,360,82,107,244,1,0,41,30,137,107,97,0,1,Suburb
MD,21207,838,0,0,1254,40,35,102,79,693,561,18,1,75,Suburb
CA,93638,42,3,1,5,0,0,11,13,3,2,5,0,0,Suburb
AZ,85704,74,79,89,8,7,19,58,66,2,6,159,0,26,Suburb
AZ,85742,195,78,103,13,3,4,112,108,5,8,206,1,7,Suburb
MI,48127,24,0,0,5,1,0,1,2,5,0,11,0,1,Suburb
TX,75503,160,133,177,94,5,4,20,15,58,36,146,1,9,Suburb
FL,33030,420,0,0,110,9,22,169,340,26,84,27,1,31,Suburb
CA,95330,398,105,112,80,156,148,198,232,35,45,61,8,304,Suburb
FL,33016,517,0,0,87,9,8,426,359,53,34,23,1,17,Suburb
NC,27511,52,76,77,137,154,176,26,20,69,68,197,0,330,Suburb
CA,94538,7,0,0,3,13,8,5,5,3,0,4,0,21,Suburb
PA,15108,128,0,291,41,19,16,23,19,25,16,248,0,35,Suburb
MI,48843,116,86,97,2,3,0,3,9,1,1,262,0,3,Suburb
MI,48198,188,0,0,145,0,0,9,10,71,74,15,0,0,Suburb
FL,32065,26,0,0,7,0,1,0,7,0,7,0,0,1,Suburb
MI,48314,366,72,73,34,8,6,13,6,19,15,250,1,14,Suburb
TX,77389,56,123,142,52,32,23,70,75,25,27,244,0,55,Suburb
FL,32725,38,0,0,12,0,0,3,2,6,6,11,0,0,Suburb
MI,48071,153,38,45,28,11,13,7,3,16,12,75,0,24,Suburb
MI,48307,138,72,81,10,18,19,47,37,7,3,159,0,37,Suburb
MN,55125,35,120,148,30,52,45,25,16,14,16,230,0,97,Suburb
MI,48039,142,0,0,3,3,1,4,1,2,1,265,0,4,Suburb
GA,30337,90,0,0,176,0,0,2,3,86,90,2,0,0,Suburb
TX,77375,41,0,0,14,12,14,28,39,4,10,56,0,26,Suburb
CA,90221,27,1,2,6,0,0,10,14,3,3,0,0,0,Suburb
NJ,7026,152,37,54,27,2,0,75,67,11,16,79,0,2,Suburb
NY,10451,714,88,88,257,3,4,256,245,144,113,5,0,7,City
PA,18505,437,51,82,42,25,32,103,86,23,19,70,0,57,City
FL,33616,510,0,0,238,57,65,174,168,135,103,374,5,122,City
NY,10467,223,0,0,154,5,7,68,69,90,64,7,2,12,City
NY,11217,276,83,92,187,49,52,73,69,104,83,65,0,101,City
NY,11225,279,0,0,84,37,14,88,83,49,35,20,0,51,City
NY,11222,302,0,0,80,2,0,150,103,55,25,19,0,2,City
SC,29420,563,0,0,480,20,14,77,85,254,226,135,1,34,City
NY,11229,744,0,0,481,59,62,104,107,252,229,186,2,121,City
NY,10038,135,0,0,94,3,4,35,38,38,56,1,0,7,City
FL,33759,86,12,15,21,2,2,17,9,10,11,89,0,4,City
NY,10027,172,37,39,167,0,0,18,18,73,94,0,3,0,City
AZ,85037,384,73,79,44,3,4,302,259,26,18,12,0,7,City
NY,11427,781,0,0,542,192,120,109,94,280,262,13,8,312,City
GA,30310,458,63,87,447,0,0,3,2,224,223,0,0,0,City
TX,79118,439,72,107,44,25,28,210,171,20,24,83,1,53,City
NY,11418,375,76,80,26,35,43,154,160,13,13,29,1,78,City
CA,95340,242,0,0,16,7,1,120,80,10,6,26,0,8,City
NC,28215,563,92,100,239,7,14,144,134,140,99,9,1,21,City
GA,30315,359,59,59,334,1,0,7,13,174,160,0,0,1,City
TX,79107,478,74,75,48,18,14,195,186,18,30,40,0,32,City
NC,27707,333,0,0,284,3,1,72,80,140,144,5,0,4,City
TX,78724,573,90,81,123,0,0,226,252,56,67,6,0,0,City
NC,28304,690,78,115,436,1,3,58,44,208,228,48,2,4,City
NC,28305,719,0,0,295,7,6,44,46,144,151,123,3,13,City
TX,78550,618,104,105,5,0,0,362,307,4,1,11,0,0,City
TX,77803,510,118,0,66,1,0,243,227,35,31,14,0,1,City
TX,76248,53,124,141,59,18,22,61,80,30,29,259,1,40,City
NC,27260,425,61,76,234,27,19,56,44,113,121,15,1,46,City
GA,30906,584,105,97,503,0,0,8,14,256,247,29,1,0,City
MN,55906,274,0,0,161,76,95,46,52,76,85,518,0,171,City
TX,75218,756,0,0,116,13,15,336,321,61,55,28,2,28,City
TX,75230,425,92,70,146,8,4,176,172,70,76,61,0,12,City
TX,75061,665,0,0,81,4,5,390,395,42,39,29,1,9,City
TX,75081,261,88,86,179,67,51,75,64,96,83,75,1,118,City
AL,35633,325,147,0,169,2,1,23,30,90,79,292,0,3,City
TX,76014,415,69,65,272,11,14,67,70,128,144,16,0,25,City
TX,76116,423,69,81,108,4,4,138,135,65,43,38,0,8,City
MI,48910,173,55,0,77,2,4,26,26,37,40,47,1,6,City
TX,79925,414,72,78,68,3,5,173,170,35,33,56,6,8,City
TX,79924,1086,0,0,82,6,5,722,682,48,34,61,2,11,City
FL,33304,347,59,60,328,0,0,15,15,157,171,3,0,0,City
CA,90026,490,95,84,21,9,17,258,255,12,9,6,0,26,City
TX,77479,79,147,128,53,202,181,34,32,31,22,96,0,383,City
TX,77036,794,152,0,148,8,16,323,345,81,67,7,0,24,City
TX,77076,615,109,90,7,1,0,328,308,3,4,6,0,1,City
TX,77045,485,87,91,233,1,0,184,131,125,108,0,0,1,City
MO,64503,167,59,58,20,3,3,9,11,12,8,162,1,6,City
TX,77043,526,0,0,33,3,3,353,270,21,12,26,1,6,City
AZ,85009,567,0,0,24,0,1,355,315,10,14,3,0,1,City
CO,80013,175,83,106,87,17,16,80,77,48,39,129,2,33,City
TX,75605,194,0,0,71,5,2,36,45,41,30,170,0,7,City
AZ,85201,739,0,0,84,7,0,326,319,47,37,111,8,7,City
MS,39206,445,34,18,322,1,0,3,3,152,170,57,0,1,City
TX,79707,176,63,73,63,12,13,133,112,34,29,110,0,25,City
TX,76904,195,99,95,14,4,6,126,141,10,4,133,2,10,City
OH,45208,70,86,95,123,5,17,7,8,70,53,227,1,22,City
TX,78213,642,136,130,72,8,7,367,302,44,28,24,1,15,City
TX,78257,70,84,85,15,12,7,126,150,9,6,115,0,19,City
ND,58504,156,55,62,31,3,2,17,15,18,13,104,6,5,City
IA,51103,732,0,0,75,20,24,235,242,39,36,274,5,44,City
AZ,85307,267,62,62,79,9,5,212,151,40,39,37,0,14,City
AZ,85006,534,70,68,35,5,3,274,260,14,21,9,1,8,City
AZ,85042,393,96,0,52,0,1,209,215,31,21,11,0,1,City
UT,84102,66,0,0,5,1,1,24,28,2,3,62,0,2,City
ID,83705,242,45,61,38,6,7,33,17,12,26,142,0,13,City
AZ,85258,28,99,103,11,10,19,26,26,4,7,260,1,29,City
VA,22903,19,0,0,6,0,1,0,5,3,3,29,0,1,City
NE,68516,70,109,143,14,11,17,20,23,9,5,305,0,28,City
AL,36603,298,0,0,401,1,1,3,6,93,308,18,0,2,City
VA,24016,380,52,62,276,4,6,9,13,134,142,20,0,10,City
NE,68116,84,57,0,47,5,10,12,10,28,19,122,0,15,City
VA,23504,302,117,99,297,0,0,1,2,135,162,2,0,0,City
VA,23464,300,170,170,233,59,52,69,65,132,101,193,5,111,City
FL,34470,475,97,92,330,2,0,57,33,164,166,71,0,2,City
CA,92411,2291,0,0,142,16,17,1205,1151,73,69,22,11,33,City
CA,92395,778,137,128,225,7,9,288,294,119,106,37,4,16,City
WA,98408,403,0,0,138,31,38,81,68,67,71,83,15,69,City
MT,59102,79,41,32,8,1,0,6,9,2,6,100,3,1,City
WA,98405,300,52,58,125,9,13,42,35,61,64,55,2,22,City
OR,97321,305,0,0,14,9,12,82,82,4,10,482,1,21,City
WY,82604,102,62,66,2,7,3,20,24,1,1,175,0,10,City
KY,40505,781,0,0,550,3,7,189,174,271,279,276,0,10,City
KY,40214,528,0,0,314,0,33,0,109,0,314,0,2,33,City
NY,11236,253,0,0,283,2,2,16,19,157,126,7,0,4,City
AZ,85635,153,78,69,24,6,7,101,92,12,12,115,5,13,City
MD,21206,761,115,86,677,7,11,11,6,340,337,9,10,18,City
AK,99501,357,65,49,96,15,8,27,32,48,48,16,46,23,City
NY,11208,252,0,0,55,17,13,112,82,27,28,5,1,30,City
OR,97203,241,46,51,120,3,2,30,41,48,72,17,4,5,City
TX,76177,159,123,96,109,43,32,83,86,61,48,186,0,75,City
AZ,85713,181,28,31,35,0,0,81,72,11,24,9,0,0,City
AZ,85705,1349,0,0,189,23,30,1073,1091,79,110,247,3,53,City
AZ,85719,44,0,0,8,0,0,25,22,4,4,4,0,0,City
TX,76112,655,0,0,272,1,4,212,196,144,128,10,1,5,City
CA,91342,13,0,0,1,0,0,5,5,1,0,3,0,0,City
FL,32905,54,2,2,12,0,0,10,1,11,1,33,0,0,City
OH,43227,291,52,51,451,4,5,28,35,193,258,17,0,9,City
NV,89131,926,0,0,493,83,62,439,428,248,245,701,33,145,City
NV,89110,658,118,132,37,2,6,280,296,18,19,14,1,8,City
NV,89130,370,53,77,108,6,3,94,81,53,55,33,2,9,City
MI,49017,144,0,0,65,1,2,12,10,45,20,35,0,3,City
TX,77020,681,0,0,48,0,0,431,442,26,22,4,0,0,City
PA,16508,871,0,0,116,19,24,21,37,32,84,270,0,43,City
NY,10033,114,0,0,0,0,0,67,53,0,0,0,0,0,City
OR,97203,562,0,0,182,21,16,182,169,112,70,159,13,37,City
FL,32277,243,58,70,179,10,3,23,23,88,91,39,1,13,City
RI,2909,84,0,0,13,0,0,20,43,3,10,3,0,0,City
FL,32221,436,0,0,366,20,9,65,40,213,153,159,1,29,City
PA,17603,350,61,53,29,6,11,71,89,11,18,67,0,17,City
FL,32225,602,0,0,521,58,38,95,73,284,237,297,3,96,City
FL,32209,438,0,0,512,80,103,38,55,157,355,91,6,183,City
NY,11411,308,0,0,234,39,15,45,21,170,64,6,2,54,City
SC,29582,375,151,165,67,1,6,49,76,36,31,341,0,7,City
MI,48089,139,26,18,88,5,4,3,0,50,38,82,0,9,City
NY,13905,163,37,36,78,1,1,20,25,41,37,45,1,2,City
OR,97703,74,24,24,1,1,3,17,19,0,1,78,0,4,City
TX,77004,62,0,0,59,0,0,7,7,34,25,0,0,0,City
TX,79907,1161,0,0,3,0,2,678,613,2,1,2,0,2,City
PA,19121,250,32,28,239,0,0,4,3,128,111,0,0,0,City
MI,48221,300,47,45,343,0,1,2,0,193,150,2,0,1,City
NY,11207,97,0,0,92,1,1,6,8,63,29,0,0,2,City
PA,19115,810,85,82,93,103,113,33,35,49,44,204,0,216,City
TX,78212,421,67,67,26,1,4,336,324,13,13,53,0,5,City
ID,83202,3,25,27,0,2,4,12,6,0,0,78,0,6,City
NC,28806,147,50,35,72,0,2,9,27,37,35,75,0,2,City
TX,75601,370,85,90,231,1,0,66,82,120,111,31,0,1,City
CA,90011,154,40,0,3,1,1,75,100,2,1,0,0,2,City
CA,90066,88,46,61,39,14,11,52,57,20,19,85,0,25,City
MI,48150,193,101,0,42,3,4,15,13,27,15,225,0,7,City
RI,2907,169,0,0,50,2,3,94,95,19,31,2,0,5,City
UT,84404,22,0,0,1,0,0,8,3,0,1,20,0,0,City
CA,95615,10,0,0,0,0,0,2,2,0,0,6,0,0,Town
MO,65301,667,0,0,44,7,3,118,99,23,21,426,1,10,Town
ID,83858,124,0,0,2,1,1,20,11,2,0,366,1,2,Town
VA,24273,474,60,63,25,2,0,6,5,9,16,229,0,2,Town
TX,77445,749,102,105,228,1,1,269,241,113,115,46,0,2,Town
TX,78028,198,90,99,9,1,2,82,74,4,5,158,0,3,Town
OR,97071,478,0,0,0,0,2,274,283,0,0,56,0,2,Town
PA,15522,285,129,122,6,4,4,1,1,3,3,349,1,8,Town
TX,76528,317,210,0,21,1,3,76,71,10,11,209,0,4,Town
TX,75169,243,0,207,25,3,1,48,56,16,9,129,0,4,Town
MT,59047,105,0,0,0,1,0,12,9,0,0,215,0,1,Town
TX,78370,118,56,62,1,0,0,67,91,1,0,8,0,0,Town
CA,92342,214,65,74,29,9,6,121,85,12,17,116,3,15,Town
AL,36078,216,0,0,156,3,2,8,11,79,77,193,0,5,Town
TX,78840,375,121,120,14,5,5,337,306,6,8,41,0,10,Town
NC,27893,351,57,59,211,8,3,14,25,122,89,43,0,11,Town
PA,16866,159,0,0,6,0,2,1,4,6,0,261,0,2,Town
MI,49307,256,0,161,22,2,1,9,6,12,10,260,1,3,Town
PA,16438,478,71,90,1,2,0,6,1,0,1,253,0,2,Town
MI,49333,133,232,0,8,0,0,10,6,3,5,204,0,0,Town
OH,43452,195,0,0,13,1,0,43,48,6,7,231,0,1,Town
KS,66749,137,0,0,8,2,0,7,8,5,3,176,0,2,Town
NC,27828,640,0,0,366,3,2,32,26,182,184,96,0,5,Town
GA,31533,154,0,0,46,0,0,11,19,12,34,50,0,0,Town
SD,57532,21,0,0,0,0,1,3,1,0,0,66,0,1,Town
TX,75110,53,0,0,31,0,0,21,18,13,18,0,0,0,Town
CA,95619,61,0,0,1,0,0,10,4,1,0,47,2,0,Town
SC,29020,217,82,96,166,0,1,17,18,89,77,133,0,1,Town
PA,16301,2,0,0,0,0,0,0,0,0,0,0,0,0,Town
TX,79360,210,227,0,2,1,2,94,109,1,1,126,0,3,Town
TX,76531,205,71,71,3,0,2,49,41,2,1,176,0,2,Town
SD,57747,47,0,0,0,0,0,6,3,0,0,59,0,0,Town
MI,48892,116,44,45,0,1,0,1,3,0,0,112,1,1,Town
AZ,86324,160,49,57,2,2,0,41,50,1,1,160,1,2,Town
MS,39083,757,97,118,644,1,1,35,35,309,335,11,0,2,Town
MI,49783,191,108,0,12,3,1,0,1,6,6,118,0,4,Town
KY,42240,793,0,0,473,3,3,32,33,252,221,336,2,6,Town
TX,75561,163,0,0,46,0,1,17,13,28,18,148,0,1,Town
NE,68661,490,123,129,33,1,1,314,367,20,13,37,0,2,Town
NC,28345,435,60,58,211,0,0,27,25,121,90,71,0,0,Town
NM,87571,97,0,0,0,0,0,21,27,0,0,6,0,0,Town
TX,77864,354,162,184,86,2,1,104,91,35,51,106,0,3,Town
AL,35740,75,0,40,12,0,0,2,3,5,7,47,0,0,Town
TX,78840,236,0,0,3,2,0,155,254,3,0,7,0,2,Town
TX,79007,307,0,0,21,1,4,161,161,5,16,179,0,5,Town
OR,97818,297,0,0,1,0,0,166,150,1,0,49,1,0,Town
NY,14760,181,78,0,8,1,7,4,2,5,3,154,0,8,Town
NY,13101,132,0,0,1,1,1,2,4,0,1,133,0,2,Town
OH,44062,106,55,0,3,0,1,0,0,3,0,140,0,1,Town
CA,95370,184,32,33,2,1,1,28,45,1,1,191,1,2,Town
MI,49712,184,95,0,2,1,2,4,7,0,2,205,0,3,Town
NC,28092,402,66,88,77,2,2,64,71,39,38,76,0,4,Town
NY,14787,85,0,0,2,1,1,2,7,1,1,106,0,2,Town
NE,68310,119,0,0,5,1,0,4,11,1,4,96,0,1,Town
AZ,86504,218,0,0,0,0,0,0,0,0,0,0,0,0,Town
AK,99664,30,0,0,1,0,3,4,2,0,1,38,0,3,Rural
AK,99781,49,6,4,0,0,0,0,0,0,0,0,0,0,Rural
AL,36474,123,0,0,34,0,0,3,1,13,21,115,0,0,Rural
AL,35976,358,0,0,15,1,0,21,13,10,5,273,0,1,Rural
AL,35054,170,79,0,37,0,4,4,8,20,17,207,0,4,Rural
AL,36312,350,0,0,182,2,1,4,14,87,95,261,0,3,Rural
AL,36022,303,126,0,37,1,1,2,6,18,19,362,0,2,Rural
AZ,86514,50,0,0,0,0,0,0,0,0,0,0,0,0,Rural
AZ,86327,110,0,0,3,0,1,32,35,3,0,88,0,1,Rural
CA,92283,27,0,0,0,0,0,4,6,0,0,2,0,0,Rural
CA,93615,53,0,0,0,1,2,38,21,0,0,2,0,3,Rural
FL,32347,420,199,231,168,3,2,14,6,80,88,240,0,5,Rural
FL,33850,58,6,10,31,1,0,40,25,18,13,28,0,1,Rural
FL,34997,795,0,0,124,22,19,333,315,62,62,515,0,41,Rural
GA,30546,239,68,90,3,3,2,12,14,1,2,204,0,5,Rural
GA,30457,611,113,86,235,0,0,9,13,114,121,161,0,0,Rural
GA,30113,299,0,0,4,0,0,7,5,2,2,189,0,0,Rural
GA,30014,202,107,107,17,3,1,24,31,12,5,292,0,4,Rural
GA,31519,283,42,43,104,0,0,26,18,48,56,101,0,0,Rural
GA,30105,287,0,0,14,2,1,15,11,12,2,197,0,3,Rural
ID,83352,64,0,0,0,0,0,32,26,0,0,29,0,0,Rural
ID,83604,74,0,0,0,0,1,29,25,0,0,54,0,1,Rural
ID,83328,109,0,0,2,0,1,40,37,0,2,235,0,1,Rural
KY,42101,271,0,0,39,4,1,23,17,21,18,200,1,5,Rural
MI,49749,184,49,42,0,0,0,4,3,0,0,138,0,0,Rural
MI,49756,81,28,23,0,0,0,2,3,0,0,72,0,0,Rural
MI,49328,154,72,79,4,0,0,7,6,1,3,205,1,0,Rural
MI,48114,110,0,386,5,2,2,12,13,2,3,383,1,4,Rural
MI,48881,113,0,0,3,0,2,6,11,2,1,200,0,2,Rural
MI,49034,102,0,0,1,2,1,20,12,0,1,132,0,3,Rural
MI,48117,168,77,0,9,2,0,13,9,5,4,144,0,2,Rural
MI,49031,314,78,79,42,5,0,19,13,22,20,159,1,5,Rural
MN,55044,159,0,0,66,29,38,71,70,42,24,757,1,67,Rural
MO,65629,75,18,18,0,0,0,0,1,0,0,80,0,0,Rural
MT,59344,18,12,8,0,0,1,0,0,0,0,39,0,1,Rural
MT,59833,29,0,0,0,1,1,2,3,0,0,69,1,2,Rural
MT,59068,5,6,1,0,0,0,1,0,0,0,11,0,0,Rural
MT,59937,25,9,4,0,0,0,3,3,0,0,22,0,0,Rural
NC,28906,471,76,98,14,2,3,7,16,5,9,197,0,5,Rural
NC,28328,609,144,3,129,0,1,186,148,68,61,82,1,1,Rural
NC,28173,13,121,109,17,21,27,11,17,8,9,269,0,48,Rural
NC,28301,670,0,0,377,8,7,80,70,198,179,396,2,15,Rural
NC,27884,140,20,27,74,0,0,16,17,43,31,74,0,0,Rural
NC,28092,146,0,0,24,5,3,29,31,14,10,449,0,8,Rural
NC,27549,314,79,108,175,1,2,45,68,90,85,117,0,3,Rural
NC,28327,194,76,62,50,0,1,12,15,27,23,149,0,1,Rural
NC,27022,59,24,29,2,0,0,2,2,1,1,74,0,0,Rural
NE,69142,19,6,3,0,0,0,3,2,0,0,24,0,0,Rural
NE,68352,138,0,0,4,0,0,8,16,3,1,166,0,0,Rural
NE,68301,25,31,36,2,0,0,0,0,1,1,126,0,0,Rural
NE,69151,51,0,0,2,0,1,6,9,1,1,69,0,1,Rural
