@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N35-F1-weka.filters.unsupervised.attribute.Remove-R3,5,8-13,15,47-weka.filters.unsupervised.attribute.Remove-V-R48,30,43,27,56,44,61,55,47,6,46,29,34,11,45,37-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N3-F1'

@attribute BLALF numeric
@attribute BL numeric
@attribute ASALM numeric
@attribute MEMBER numeric
@attribute TOTFENROL numeric
@attribute ASALF numeric
@attribute AS numeric
@attribute TOTMENROL numeric
@attribute BLALM numeric
@attribute LZIP numeric
@attribute HIALF numeric
@attribute HI numeric
@attribute FTE numeric
@attribute FRELCH numeric
@attribute HIALM numeric
@attribute ULOCALE {City,Suburb,Town,Rural}

@data
5,9,5,551,262,6,11,289,4,11764,19,39,35,77,20,Suburb
17,30,8,306,156,4,12,150,13,11704,62,107,24,110,45,Suburb
3,7,41,443,210,40,81,233,4,10514,18,25,32.009998,35,7,Suburb
99,204,28,1035,519,29,57,516,105,10804,173,321,72.709999,244,148,Suburb
3,10,12,473,248,11,23,225,7,10598,44,77,36.009998,29,33,Suburb
0,0,0,161,72,0,0,89,0,10950,0,0,24,136,0,Suburb
117,227,27,1065,532,22,49,533,110,14615,82,173,97.349998,595,91,Suburb
5,9,2,528,253,1,3,275,4,13027,17,39,35.009998,118,22,Suburb
270,588,1,733,332,0,1,401,318,33023,51,118,48,595,67,Suburb
78,158,23,1249,602,32,55,647,80,33073,288,610,74.529999,512,322,Suburb
4,13,3,537,251,3,6,286,9,44319,8,12,33,217,4,Suburb
1,4,0,396,201,0,0,195,3,44730,1,4,25.610001,258,3,Suburb
20,44,0,231,105,0,0,126,24,45212,10,23,12.84,140,13,Suburb
151,278,33,1220,613,34,67,607,127,45014,68,136,68.230003,446,68,Suburb
17,35,5,681,346,3,8,335,18,44134,57,117,34.34,384,60,Suburb
2,4,0,325,156,0,0,169,2,44077,15,27,18,125,12,Suburb
98,207,1,448,208,0,1,240,109,33176,99,212,25,350,113,Suburb
7,28,4,336,156,7,11,180,21,43235,30,64,20.25,111,34,Suburb
4,8,8,475,227,6,14,248,4,33193,206,434,35,368,228,Suburb
79,168,9,776,363,8,17,413,89,45315,15,21,41,201,6,Suburb
2,10,0,13,2,0,0,11,8,32839,0,2,5,5,2,Suburb
15,33,2,416,205,2,4,211,18,43935,5,7,29,358,2,Suburb
64,150,5,827,396,5,10,431,86,32809,317,641,54,551,324,Suburb
2,8,4,1310,624,5,9,686,6,97478,77,178,53.419998,464,101,Suburb
5,15,3,308,141,3,6,167,10,97222,32,70,17.379999,158,38,Suburb
3,7,1,496,246,0,1,250,4,97116,133,258,24.91,292,125,Suburb
20,42,5,678,355,2,7,323,22,32404,16,29,37,370,13,Suburb
8,28,2,516,261,2,4,255,20,18014,45,83,39.400002,202,38,Suburb
40,80,3,626,310,2,5,316,40,33455,77,180,42,342,103,Suburb
43,89,5,615,280,8,13,335,46,33952,70,146,41,408,76,Suburb
59,140,14,1075,527,25,39,548,81,34202,175,348,57,501,173,Suburb
1,2,7,412,198,8,15,214,1,18901,10,22,33.560001,45,12,Suburb
14,23,152,1134,565,120,272,569,9,19312,13,23,75.400002,66,10,Suburb
18,24,36,499,222,36,72,277,6,19086,10,30,35.869999,106,20,Suburb
42,89,5,753,357,8,13,396,47,19464,31,70,54.700001,287,39,Suburb
4,14,30,677,334,38,68,343,10,15238,19,38,53.330002,85,19,Suburb
18,36,0,175,83,0,0,92,18,15122,1,2,13.7,175,1,Suburb
107,205,0,842,414,3,3,428,98,15301,21,38,62.799999,839,17,Suburb
28,57,7,708,353,3,10,355,29,19607,78,159,44.75,274,81,Suburb
84,176,22,488,248,27,49,240,92,33563,61,116,33.5,271,55,Suburb
2,7,5,538,261,2,7,277,5,17331,17,36,36.75,202,19,Suburb
21,37,14,668,329,17,31,339,16,2842,35,78,51.400002,163,43,Suburb
51,98,9,541,255,3,12,286,47,33578,80,173,39.5,252,93,Suburb
158,316,1,743,359,4,5,384,158,29461,26,47,36,489,21,Suburb
13,26,16,918,464,18,34,454,13,29036,19,33,59.799999,64,14,Suburb
41,101,27,1207,548,24,51,659,60,33777,73,178,61,560,105,Suburb
12,41,0,138,40,0,0,98,29,35476,2,10,10,28,8,Suburb
106,220,12,495,234,15,27,261,114,30180,24,46,33.900002,187,22,Suburb
222,429,12,665,327,6,18,338,207,30248,39,81,41,288,42,Suburb
323,637,14,853,424,8,22,429,314,30238,78,159,50,792,81,Suburb
96,212,8,515,240,6,14,275,116,30263,68,143,39,352,75,Suburb
365,731,0,755,382,1,1,373,366,30034,12,17,47.799999,406,5,Suburb
32,70,14,747,363,17,31,384,38,30518,92,217,56.299999,209,125,Suburb
6,13,29,1135,543,29,58,592,7,78734,145,301,67.089996,204,156,Suburb
59,128,60,1521,743,51,111,778,69,77627,168,369,113.300003,499,201,Suburb
145,313,2,580,270,2,4,310,168,30223,34,75,35.200001,459,41,Suburb
9,16,9,385,205,15,24,180,7,76226,25,54,30.67,15,29,Suburb
34,77,4,701,332,6,10,369,43,75407,164,344,45.139999,388,180,Suburb
30,69,14,553,266,12,26,287,39,75040,167,357,35.310001,403,190,Suburb
24,50,20,345,165,25,45,180,26,75044,30,82,23.15,112,52,Suburb
10,17,4,780,371,6,10,409,7,30736,12,31,54.5,304,19,Suburb
52,97,6,514,251,5,11,263,45,76036,121,247,37,264,126,Suburb
10,21,1,1007,476,2,3,531,11,79928,435,920,55.41,541,485,Suburb
155,284,35,969,491,40,75,478,129,77065,200,421,59.18,673,221,Suburb
45,88,33,816,384,18,51,432,43,77581,243,509,52.599998,400,266,Suburb
117,246,6,1669,829,9,15,840,129,77471,617,1227,94.330002,1238,610,Suburb
87,203,34,865,400,26,60,465,116,77095,218,441,57.400002,574,223,Suburb
38,80,15,634,319,13,28,315,42,77086,242,484,55.220001,496,242,Suburb
12,22,5,959,463,7,12,496,10,30506,217,470,69.300003,474,253,Suburb
365,684,2,773,408,1,3,365,319,31404,13,28,62.900002,511,15,Suburb
1,2,1,2239,1094,0,1,1145,1,78589,1087,2224,145.520004,2104,1137,Suburb
52,102,2,607,299,1,3,308,50,78244,200,410,46.459999,441,210,Suburb
19,34,12,816,387,9,21,429,15,85381,135,278,42.5,212,143,Suburb
0,2,1,480,223,5,6,257,2,84014,14,30,19.5,70,16,Suburb
2,6,1,510,238,0,1,272,4,84003,42,81,23.67,63,39,Suburb
18,39,29,1583,801,36,65,782,21,84124,64,142,60.84,280,78,Suburb
0,0,1,408,243,0,1,165,0,83616,12,28,20.25,56,16,Suburb
3,14,1,1001,501,10,11,500,11,22812,72,153,70.699997,233,81,Suburb
118,244,54,1125,549,45,99,576,126,23233,111,213,65.169998,494,102,Suburb
72,130,14,1308,635,23,37,673,58,23135,79,145,78.57,217,66,Suburb
30,77,2,472,236,5,7,236,47,60085,170,331,28,245,161,Suburb
19,50,8,382,186,10,18,196,31,22303,131,264,33.700001,231,133,Suburb
25,58,26,583,268,25,51,315,33,20176,55,128,35,104,73,Suburb
202,351,95,3751,1903,116,211,1848,149,46545,138,252,166.300003,568,114,Suburb
3,6,6,368,163,2,8,205,3,98502,25,47,25.559999,169,22,Suburb
59,120,58,538,282,64,122,256,61,98168,76,141,29.610001,263,65,Suburb
2,5,12,315,148,6,18,167,3,98372,34,79,23.299999,139,45,Suburb
1,3,2,681,348,0,2,333,2,41102,7,9,40.349998,362,2,Suburb
9,125,0,173,11,0,0,162,116,48203,0,3,4.8,170,3,Suburb
396,768,56,2204,1078,49,105,1126,372,21108,136,284,133.600006,608,148,Suburb
320,627,20,1227,604,17,37,623,307,20706,243,515,76,769,272,Suburb
0,4,1,453,222,2,3,231,4,83854,14,27,21,169,13,Suburb
66,129,15,1152,559,22,37,593,63,77385,204,425,69.730003,400,221,Suburb
64,114,460,2988,1530,466,926,1458,50,30024,89,156,155.199997,68,67,Suburb
2,7,1,455,241,1,2,214,5,15683,1,2,36,205,1,Suburb
13,51,1,143,32,0,1,111,38,90242,18,84,23.75,140,66,Suburb
16,50,1,133,35,0,1,98,34,48240,3,6,17.799999,82,3,Suburb
145,317,109,1850,928,100,209,922,172,23060,60,102,95.699997,296,42,Suburb
15,29,0,30,15,0,0,15,14,48225,0,0,1,24,0,Suburb
2,5,3,711,319,0,3,392,3,84045,25,55,28.58,62,30,Suburb
10,21,0,71,31,1,1,40,11,12553,7,19,9.01,27,12,Suburb
46,91,0,440,209,2,2,231,45,11550,157,338,31.01,140,181,Suburb
41,86,0,107,46,0,0,61,45,48066,3,8,8,88,5,Suburb
24,60,5,539,259,8,13,280,36,48035,7,18,28.67,192,11,Suburb
9,14,9,648,319,3,12,329,5,48094,37,71,34.48,142,34,Suburb
7,28,0,393,164,1,1,229,21,29615,2,6,35.200001,78,4,Suburb
9,31,13,429,221,17,30,208,22,48302,5,10,31.870001,23,5,Suburb
151,288,1,319,169,2,3,150,137,19050,5,8,24,195,3,Suburb
6,11,58,574,285,56,114,289,5,75022,34,63,40.669998,26,29,Suburb
146,314,80,859,402,56,136,457,168,30096,87,189,52.5,269,102,Suburb
71,173,27,484,212,26,53,272,102,48323,3,7,31.620001,147,4,Suburb
55,150,0,167,66,0,0,101,95,33147,11,17,9,81,6,Suburb
25,64,0,452,216,0,0,236,39,15644,2,9,30.35,406,7,Suburb
6,8,8,588,291,14,22,297,2,48138,11,30,29.370001,58,19,Suburb
83,164,5,1273,594,1,6,679,81,48146,251,551,65.699997,766,300,Suburb
35,72,45,923,456,45,90,467,37,48170,26,53,41.900002,115,27,Suburb
41,101,0,246,107,0,0,139,60,10456,61,136,22,229,75,City
66,136,4,429,216,7,11,213,70,33616,57,117,24.5,301,60,City
230,484,6,644,305,2,8,339,254,10466,63,130,69.010002,421,67,City
61,130,5,262,124,2,7,138,69,11205,57,114,21.01,229,57,City
93,177,1,236,124,0,1,112,84,11221,24,48,22,195,24,City
198,393,2,517,256,9,11,261,195,35405,6,14,31.200001,280,8,City
52,165,16,334,110,12,28,224,113,11235,23,77,36.009998,306,54,City
60,234,15,415,98,4,19,317,174,11235,21,101,37,347,80,City
57,103,11,422,217,10,21,205,46,10021,129,249,38.009998,292,120,City
15,26,122,683,423,197,319,260,11,10004,49,76,40.009998,315,27,City
55,116,4,476,205,5,9,271,61,10035,133,321,81.040001,378,188,City
3,5,3,616,287,1,4,329,2,72756,146,301,37.75,366,155,City
6,13,17,509,272,23,40,237,7,11101,224,414,25,349,190,City
55,93,13,1128,563,9,22,565,38,57105,45,80,72.300003,233,35,City
6,24,0,58,14,0,0,44,18,77072,8,29,10.37,42,21,City
1,1,1,420,212,1,2,208,0,86404,51,96,18.75,201,45,City
6,13,33,362,184,35,68,178,7,10306,56,113,29,236,57,City
8,14,108,376,187,107,215,189,6,28217,6,11,25.01,3,5,City
77,170,112,1952,991,95,207,961,93,28270,87,152,100.980003,125,65,City
58,131,215,1186,584,196,411,602,73,30005,63,117,84.5,88,54,City
12,31,1,298,153,6,7,145,19,78702,103,192,21.26,150,89,City
35,67,7,481,242,6,13,239,32,78722,68,127,37.060001,146,59,City
3,6,12,404,197,9,21,207,3,94080,169,347,17.6,247,178,City
33,76,6,477,230,2,8,247,43,77701,191,379,30.709999,442,188,City
0,1,1,569,272,2,3,297,1,78520,267,559,34.009998,543,292,City
81,167,14,429,199,8,22,230,86,27407,79,167,28.18,422,88,City
13,21,10,445,235,16,26,210,8,85282,74,138,25.440001,57,64,City
18,34,59,558,289,45,104,269,16,11372,190,358,43.810001,311,168,City
4,9,0,374,174,0,0,200,5,76164,164,351,22.9,335,187,City
26,52,92,562,259,64,156,303,26,75023,43,86,41.029999,82,43,City
6,17,0,644,306,0,0,338,11,75220,297,619,39,637,322,City
26,44,2,2026,1048,3,5,978,18,75208,1003,1947,124.160004,1594,944,City
187,359,13,1206,606,6,19,600,172,28540,69,160,71.690002,523,91,City
61,119,43,427,202,39,82,225,58,75081,39,92,27.08,248,53,City
31,64,16,897,439,17,33,458,33,85019,347,714,41,744,367,City
454,956,48,2814,1343,46,94,1471,502,76012,533,1119,182.75,1684,586,City
24,37,2,1230,621,7,9,609,13,76164,579,1158,69.739998,1124,579,City
29,53,6,126,57,1,7,69,24,94589,22,51,11.14,74,29,City
105,221,19,662,316,10,29,346,116,27614,62,135,42.75,280,73,City
4,8,4,751,351,4,8,400,4,79936,334,718,43.84,483,384,City
15,29,40,1849,892,41,81,957,14,93003,446,942,80.879997,604,496,City
24,48,7,367,175,5,12,192,24,64119,22,53,28.27,188,31,City
288,602,0,1267,606,2,2,661,314,77053,304,644,94.169998,967,340,City
14,47,0,703,336,1,1,367,33,77037,320,647,45.139999,587,327,City
73,147,1,951,468,5,6,483,74,77520,322,662,60.02,708,340,City
37,74,7,984,482,2,9,502,37,77009,343,704,52.75,501,361,City
0,6,0,342,165,0,0,177,6,77011,164,334,20.4,325,170,City
17,34,2,663,328,2,4,335,17,77587,297,606,47.5,578,309,City
15,43,39,714,338,36,75,376,28,77381,51,118,42,75,67,City
158,328,35,1550,718,28,63,832,170,80012,400,869,80.07,784,469,City
2,2,0,558,241,0,0,317,0,78046,239,553,36.5,452,314,City
11,17,0,216,109,0,0,107,6,79412,82,166,10.81,199,84,City
0,1,0,418,195,0,0,223,1,78539,195,417,24.790001,378,222,City
134,293,1,510,245,0,1,265,159,27105,56,116,35.52,507,60,City
361,699,14,1138,577,11,25,561,338,31602,43,90,71.400002,1138,47,City
145,301,0,304,145,0,0,159,156,39213,0,0,17.809999,304,0,City
124,236,53,1577,789,65,118,788,112,80210,263,524,90.589996,704,261,City
18,35,2,566,277,0,2,289,17,78228,235,485,40,433,250,City
3,6,0,612,298,0,0,314,3,78201,293,595,43.700001,518,302,City
46,95,11,802,377,15,26,425,49,52402,33,74,50.619999,351,41,City
27,47,0,366,165,0,0,201,20,77901,119,276,26.51,269,157,City
6,10,2,51,28,0,2,23,4,76301,13,21,3.5,48,8,City
31,75,3,856,380,3,6,476,44,34286,67,145,67,486,78,City
0,2,0,520,268,1,1,252,2,84601,93,173,27.299999,282,80,City
121,225,27,774,394,21,48,380,104,49512,55,108,39.400002,270,53,City
28,60,7,984,445,5,12,539,32,33909,185,404,60.599998,396,219,City
27,58,3,433,197,3,6,236,31,32118,28,51,28,220,23,City
120,279,1,571,248,2,3,323,159,24503,10,32,48.369999,502,22,City
52,103,3,1376,655,2,5,721,51,85029,534,1116,82.650002,1197,582,City
230,357,239,4517,2422,241,480,2095,127,60618,1011,1823,235,1970,812,City
3,6,1,408,209,0,1,199,3,68022,5,7,26.360001,17,2,City
87,197,11,360,161,3,14,199,110,23505,32,62,26.32,210,30,City
23,38,16,447,229,17,33,218,15,23456,23,43,24.700001,43,20,City
147,293,55,897,451,44,99,446,146,68132,79,159,56,573,80,City
14,36,22,1566,591,11,33,975,22,92628,454,1210,75,1254,756,City
187,389,17,1829,832,15,32,997,202,92395,534,1189,68.300003,1503,655,City
4,14,14,684,313,11,25,371,10,98682,65,152,42.529999,301,87,City
110,226,95,1060,505,91,186,555,116,98126,136,299,59,512,163,City
10,42,0,62,16,0,0,46,32,7103,6,18,13,47,12,City
1,2,5,351,153,3,8,198,1,97321,4,17,15.89,101,13,City
22,45,4,559,260,2,6,299,23,67212,80,168,35.299999,380,88,City
13,21,11,1743,919,16,27,824,8,97701,137,270,72.199997,468,133,City
6,13,7,558,256,6,13,302,7,97401,30,83,28.85,270,53,City
58,92,0,270,156,1,1,114,34,10001,93,169,15,200,76,City
1,1,4,434,199,4,8,235,0,97526,39,72,23,275,33,City
124,222,195,2375,1244,214,409,1131,98,95818,517,1022,90.489998,1202,505,City
16,37,456,2351,1199,472,928,1152,21,92127,120,218,87.82,248,98,City
111,156,4,467,334,15,19,133,45,10003,169,233,34,345,64,City
57,121,40,480,230,36,76,250,64,95822,99,195,25.629999,321,96,City
36,72,7,458,236,6,13,222,36,97218,95,189,30.85,354,94,City
26,54,4,447,226,3,7,221,28,85730,130,244,25,326,114,City
22,39,7,468,225,2,9,243,17,85710,103,220,27.01,285,117,City
63,117,16,517,275,12,28,242,54,11694,128,240,45.02,341,112,City
20,40,7,559,281,10,17,278,20,57110,8,20,33.93,80,12,City
3,8,2,2222,1118,3,5,1104,5,84604,51,96,5.03,6,45,City
341,664,69,1720,831,66,135,889,323,31407,74,181,105.599998,510,107,City
16,45,2,916,411,2,4,505,29,10034,384,848,67.059998,754,464,City
43,89,12,628,315,9,21,313,46,32503,24,41,43,174,17,City
11,22,13,216,130,15,28,86,11,95207,92,140,7,110,48,City
209,459,33,2828,1313,35,68,1515,250,89107,938,2029,103,1948,1091,City
173,227,4,301,219,8,12,82,54,11213,31,47,27.01,240,16,City
12,17,46,868,409,46,92,459,5,89511,87,185,48,194,98,City
315,666,0,786,378,0,0,408,351,35222,53,99,45,735,46,City
175,365,0,366,175,0,0,191,190,48221,0,0,17.5,353,0,City
443,825,3,1225,642,8,11,583,382,10026,128,266,95.540001,827,138,City
207,403,101,1875,934,109,210,941,196,36830,30,67,113.5,308,37,City
71,123,3,263,149,7,10,114,52,10473,68,125,21,169,57,City
3,9,11,446,222,4,15,224,6,78212,123,221,25.440001,65,98,City
1,3,2,39,16,2,4,23,2,48374,0,1,3.49,12,1,City
208,452,13,708,335,8,21,373,244,17110,92,189,56.290001,708,97,City
29,50,7,758,360,4,11,398,21,34288,67,128,51,295,61,City
50,120,2,376,183,1,3,193,70,12180,36,71,31.01,310,35,City
308,589,13,2449,1286,16,29,1163,281,27713,127,240,92.470001,659,113,City
10,21,1,118,53,1,2,65,11,78753,34,83,4.48,112,49,City
26,62,14,726,349,8,22,377,36,92124,91,174,30.6,167,83,City
8,30,2,362,176,2,4,186,22,14901,10,23,41,145,13,City
0,0,0,23,11,0,0,12,0,78745,5,12,2,5,7,City
146,332,3,606,287,7,10,319,186,48342,95,188,45.529999,486,93,City
336,657,6,702,362,2,8,340,321,19103,8,10,38.330002,682,2,City
32,92,2,127,47,0,2,80,60,48204,7,17,19,116,10,City
145,331,0,356,156,0,0,200,186,19150,3,10,31.1,356,7,City
75,149,11,272,121,3,14,151,74,19146,3,13,18.6,272,10,City
187,398,1,418,197,0,1,221,211,19143,4,6,28,418,2,City
97,165,14,601,328,16,30,273,68,33881,65,135,31,217,70,City
15,34,0,91,37,0,0,54,19,10128,19,52,9,68,33,City
112,202,0,209,115,0,0,94,90,77047,1,4,9.12,94,3,City
4,6,9,451,249,3,12,202,2,92391,181,332,17.74,376,151,City
2,3,40,577,293,42,82,284,1,93010,59,119,22.25,57,60,City
1,3,45,113,57,44,89,56,2,95035,6,9,5,12,3,City
87,162,6,250,130,5,11,120,75,14211,19,44,27,178,25,City
109,248,7,576,227,12,19,349,139,33711,17,41,41,251,24,City
0,0,0,10,3,0,0,7,0,95437,0,4,1,7,4,Town
1,3,1,351,176,1,2,175,2,68901,47,77,23.5,225,30,Town
10,18,4,656,299,4,8,357,8,76084,164,366,42.009998,418,202,Town
2,8,0,114,49,0,0,65,6,24416,0,2,11.19,89,2,Town
0,1,2,357,173,2,4,184,1,97470,20,38,21.959999,182,18,Town
1,2,0,372,187,0,0,185,1,97383,40,82,21,202,42,Town
4,10,2,250,130,2,4,120,6,78028,74,142,11,236,68,Town
8,15,0,210,110,3,3,100,7,10922,29,47,16,70,18,Town
7,11,6,830,396,6,12,434,4,49080,27,47,41.09,156,20,Town
2,4,2,512,254,0,2,258,2,15824,1,3,38.799999,222,2,Town
2,3,4,373,189,2,6,184,1,79745,148,291,26.799999,201,143,Town
2,3,1,391,190,4,5,201,1,79323,156,317,25.530001,175,161,Town
64,122,1,224,107,0,1,117,58,76661,34,81,21.120001,223,47,Town
7,13,0,418,201,2,2,217,6,48160,8,20,27.5,150,12,Town
7,13,0,538,262,1,1,276,6,16686,1,9,36.939999,169,8,Town
5,7,4,284,136,2,6,148,2,49068,5,10,16.49,90,5,Town
36,86,3,564,267,4,7,297,50,27028,58,112,38.75,305,54,Town
41,84,3,569,271,7,10,298,43,27203,100,217,39.91,338,117,Town
152,309,3,842,413,4,7,429,157,31757,24,61,56.299999,758,37,Town
5,8,7,600,293,4,11,307,3,45750,5,12,35,246,7,Town
0,0,0,248,128,0,0,120,0,79853,126,246,15.1,227,120,Town
1,1,0,152,73,1,1,79,0,68008,8,11,10.35,31,3,Town
7,14,1,530,263,2,3,267,7,75442,92,182,35.43,216,90,Town
110,238,1,534,255,0,1,279,128,35150,10,18,30,260,8,Town
32,43,3,192,121,2,5,71,11,28352,6,11,9.13,189,5,Town
9,15,16,206,134,15,31,72,6,28001,26,37,8.34,55,11,Town
3,4,56,1381,703,38,94,678,1,96731,34,77,96,459,43,Town
11,25,1,452,232,1,2,220,14,14103,20,35,34.77,229,15,Town
17,41,1,361,172,0,1,189,24,16101,2,4,26.450001,196,2,Town
2,5,0,599,300,2,2,299,3,78061,286,567,42.240002,479,281,Town
157,311,0,522,264,0,0,258,154,28337,39,70,33.5,516,31,Town
21,36,12,644,312,3,15,332,15,66043,25,56,43.139999,125,31,Town
2,2,1,715,330,4,5,385,0,97386,17,42,39,317,25,Town
1,2,2,201,107,2,4,94,1,99801,5,12,12.05,22,7,Town
0,1,4,266,138,3,7,128,1,59715,11,18,17.6,91,7,Town
3,5,0,328,152,0,0,176,2,48442,9,21,27.9,170,12,Town
2,3,6,520,243,2,8,277,1,76401,82,170,33.669998,214,88,Town
24,47,4,474,228,1,5,246,23,42141,26,59,34.599998,262,33,Town
0,0,0,213,103,3,3,110,0,97411,13,25,12.96,100,12,Town
8,28,18,341,142,10,28,199,20,76384,68,161,24.049999,246,93,Town
1,3,0,71,34,1,1,37,2,49686,1,2,7,13,1,Town
5,7,0,77,42,1,1,35,2,83330,12,27,22.01,41,15,Town
18,32,0,383,182,0,0,201,14,76567,99,209,26.450001,286,110,Town
1,1,1,270,127,0,1,143,0,83221,18,42,13,80,24,Town
0,0,0,215,119,2,2,96,0,84720,8,13,5.33,30,5,Town
0,0,0,462,226,1,1,236,0,14172,9,15,36.700001,175,6,Town
3,4,4,287,148,0,4,139,1,14843,3,9,22,157,6,Town
0,1,1,475,253,2,3,222,1,79070,178,333,34.91,217,155,Town
0,2,0,263,121,0,0,142,2,66763,3,8,18.700001,80,5,Town
4,12,2,260,123,1,3,137,8,13820,15,26,20,78,11,Town
1,6,0,41,8,0,0,33,5,34266,0,1,2,29,1,Town
8,16,4,867,403,3,7,464,8,30701,99,213,59.799999,431,114,Town
5,6,0,934,461,3,3,473,1,84029,33,67,39.689999,171,34,Town
1,1,0,26,9,0,0,17,0,95322,5,20,1,20,15,Town
2,5,4,616,310,4,8,306,3,17961,15,25,39.669998,165,10,Town
