@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N35-F1-weka.filters.unsupervised.attribute.Remove-R3,5,8-13,15,47-weka.filters.unsupervised.attribute.Remove-V-R30,61,48,4,47,43,44,6,46,29,45,10,17,36,1,37-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1'

@attribute BL numeric
@attribute AS numeric
@attribute BLALF numeric
@attribute STABR {AK,AL,AR,AS,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY,BI,GU}
@attribute BLALM numeric
@attribute ASALM numeric
@attribute ASALF numeric
@attribute LZIP numeric
@attribute HIALF numeric
@attribute HI numeric
@attribute HIALM numeric
@attribute TOTFRL numeric
@attribute G03 numeric
@attribute LONCOD numeric
@attribute ﻿X numeric
@attribute ULOCALE {City,Suburb,Town,Rural}

@data
65,91,42,CA,23,44,47,95204,350,695,345,608,99,-121.342477,-13507774.9841,Suburb
70,63,38,NC,32,39,24,27513,49,107,58,182,66,-78.778216,-8769548.9139,Suburb
3,6,1,CO,2,5,1,80138,28,56,28,38,80,-104.714467,-11656762.3183,Suburb
15,72,4,NE,11,31,41,68116,8,18,10,31,85,-96.186072,-10707387.2494,Suburb
56,0,22,FL,34,0,0,33905,340,728,388,624,141,-81.805244,-9106510.5122,Suburb
75,6,39,NE,36,3,3,68147,173,373,200,520,98,-95.948766,-10680970.6124,Suburb
208,247,102,NJ,106,129,118,8859,197,373,176,1419,0,-74.321526,-8273421.6423,Suburb
8,8,5,NJ,3,7,1,8690,33,62,29,53,41,-74.671298,-8312373.952,Suburb
195,27,90,NV,105,15,12,89121,470,950,480,1301,0,-115.081508,-12810811.9686,Suburb
16,21,8,NY,8,12,9,12180,12,26,14,45,62,-73.682589,-8202311.4256,Suburb
13,5,5,NY,8,1,4,13760,13,18,5,223,0,-76.024782,-8463039.8277,Suburb
38,9,12,NY,26,3,6,14224,22,55,33,449,0,-78.774265,-8769114.0722,Suburb
76,11,42,FL,34,5,6,33830,34,81,47,98,0,-81.821542,-9108317.8233,Suburb
5,24,1,NY,4,10,14,11780,13,32,19,41,0,-73.178508,-8146196.4553,Suburb
5,102,1,NY,4,59,43,11801,29,71,42,73,33,-73.54036,-8186466.879,Suburb
0,6,0,NY,0,3,3,11758,7,16,9,19,50,-73.473065,-8178986.2418,Suburb
40,2,23,NY,17,1,1,11772,61,142,81,168,84,-72.96265,-8122157.8592,Suburb
3,5,1,NY,2,3,2,11946,186,377,191,423,156,-72.519092,-8072789.7305,Suburb
1,22,1,NY,0,12,10,11777,13,28,15,25,0,-73.070517,-8134170.3628,Suburb
109,19,51,NY,58,11,8,10927,198,415,217,420,0,-73.966762,-8233932.5749,Suburb
19,97,10,NY,9,51,46,10528,87,154,67,167,0,-73.718214,-8206272.5623,Suburb
2,75,2,NY,0,42,33,10580,26,57,31,14,91,-73.700498,-8204302.1856,Suburb
184,33,87,FL,97,24,9,33437,138,252,114,357,117,-80.164584,-8923883.767,Suburb
77,12,33,NY,44,5,7,12553,124,264,140,287,72,-74.020227,-8239891.2659,Suburb
41,45,19,NY,22,23,22,14467,19,43,24,206,116,-77.592506,-8637560.8507,Suburb
25,9,9,NY,16,5,4,13088,2,11,9,135,42,-76.21839,-8484591.6725,Suburb
323,23,151,FL,172,10,13,33322,71,159,88,465,83,-80.268824,-8935481.8121,Suburb
34,0,20,FL,14,0,0,33010,231,529,298,523,115,-80.302647,-8939245.9111,Suburb
3,10,2,FL,1,4,6,33155,439,957,518,710,110,-80.331381,-8942439.2803,Suburb
0,2,0,OH,0,0,2,45150,2,2,0,20,0,-84.242248,-9377797.4158,Suburb
8,32,7,OH,1,16,16,45255,12,24,12,86,86,-84.322233,-9386704.8775,Suburb
98,91,44,OH,54,48,43,44124,8,21,13,88,150,-81.455951,-9067619.3522,Suburb
2,4,0,OH,2,2,2,44131,1,2,1,25,0,-81.646583,-9088858.6545,Suburb
4,17,1,OH,3,9,8,44012,1,8,7,28,46,-82.045274,-9133239.6917,Suburb
12,180,5,OH,7,89,91,43017,18,34,16,12,0,-83.165651,-9257950.9499,Suburb
131,183,57,OH,74,84,99,43054,36,68,32,151,0,-82.816072,-9219046.2011,Suburb
24,1,12,OH,12,1,0,45373,8,11,3,154,45,-84.218438,-9375147.5988,Suburb
3,4,1,OH,2,0,4,45619,1,5,4,169,0,-82.486146,-9182308.8667,Suburb
16,7,8,OH,8,4,3,43560,8,26,18,173,68,-83.66438,-9313468.0128,Suburb
8,0,4,OH,4,0,0,44436,5,13,8,223,0,-80.552325,-8967041.8118,Suburb
98,5,48,FL,50,5,0,32712,179,361,182,411,113,-81.465254,-9068665.6902,Suburb
7,9,3,OR,4,5,4,97520,31,62,31,123,70,-122.687541,-13657510.0267,Suburb
5,21,1,OR,4,13,8,97070,34,88,54,173,90,-122.745261,-13663930.7371,Suburb
177,37,93,FL,84,16,21,32904,111,222,111,603,0,-80.663671,-8979441.5964,Suburb
520,9,260,FL,260,5,4,32507,30,54,24,692,0,-87.273146,-9715187.0615,Suburb
141,0,35,FL,106,0,0,32507,3,6,3,153,5,-87.285059,-9716511.97,Suburb
59,33,26,PA,33,21,12,17109,30,63,33,220,0,-76.810677,-8550517.7601,Suburb
12,9,9,PA,3,6,3,17517,17,35,18,198,93,-76.146745,-8476615.0439,Suburb
4,8,2,FL,2,5,3,34223,44,80,36,308,89,-82.357415,-9167986.2662,Suburb
14,8,8,PA,6,3,5,18944,18,28,10,146,0,-75.305545,-8382967.7941,Suburb
249,25,126,PA,123,15,10,19061,35,79,44,715,0,-75.434659,-8397331.161,Suburb
48,79,21,PA,27,29,50,19044,16,30,14,108,119,-75.163898,-8367204.7802,Suburb
43,8,21,PA,22,4,4,19405,42,85,43,224,57,-75.346897,-8387581.1934,Suburb
7,38,2,PA,5,23,15,15243,1,2,1,38,39,-80.069259,-8913270.9103,Suburb
177,5,77,FL,100,2,3,32303,12,22,10,258,106,-84.347312,-9389497.3769,Suburb
4,10,2,PA,2,4,6,15601,4,7,3,103,0,-79.518076,-8851903.8668,Suburb
22,6,11,FL,11,3,3,33563,300,610,310,670,138,-82.143673,-9144192.2686,Suburb
17,9,8,PA,9,4,5,17701,6,16,10,131,0,-76.967522,-8567986.1689,Suburb
10,1,5,PA,5,0,1,16150,5,9,4,262,85,-80.477342,-8958691.4911,Suburb
43,3,23,RI,20,2,1,2914,10,23,13,163,44,-71.364411,-7944246.4293,Suburb
70,10,36,FL,34,3,7,33542,115,229,114,708,160,-82.184916,-9148778.4903,Suburb
156,4,80,SC,76,4,0,29483,10,26,16,278,93,-80.183029,-8925928.8822,Suburb
11,5,4,FL,7,2,3,33772,23,54,31,149,52,-82.782029,-9215248.1301,Suburb
327,4,165,FL,162,1,3,34785,63,127,64,563,123,-82.038452,-9132471.9242,Suburb
442,6,218,AL,224,4,2,35023,59,103,44,584,185,-86.990973,-9683783.333,Suburb
183,23,87,TX,96,13,10,75070,58,122,64,201,105,-96.622636,-10755980.8162,Suburb
79,9,38,AZ,41,1,8,85326,211,453,242,596,82,-112.562632,-12530413.7712,Suburb
65,159,31,GA,34,77,82,30062,43,87,44,70,162,-84.462333,-9402298.0313,Suburb
149,112,74,GA,75,61,51,30084,67,139,72,386,67,-84.222146,-9375562.0574,Suburb
16,28,9,GA,7,15,13,30269,15,32,17,29,86,-84.536665,-9410580.4079,Suburb
15,185,8,TX,7,87,98,78732,72,173,101,60,0,-97.902949,-10898500.2033,Suburb
15,17,7,TX,8,10,7,78628,59,132,73,100,99,-97.705586,-10876527.1056,Suburb
319,6,163,GA,156,6,0,30014,19,42,23,371,66,-83.898969,-9339592.4905,Suburb
26,44,14,TX,12,23,21,75034,87,174,87,120,79,-96.849454,-10781228.8159,Suburb
30,36,14,TX,16,17,19,76180,46,87,41,147,92,-97.196748,-10819895.7607,Suburb
561,5,262,TX,299,2,3,75104,91,181,90,591,0,-96.949604,-10792378.4305,Suburb
188,73,74,TX,114,40,33,75052,103,219,116,403,86,-97.013201,-10799458.1979,Suburb
90,32,41,TX,49,18,14,75056,179,318,139,392,0,-96.879192,-10784544.4844,Suburb
111,11,54,TX,57,5,6,76028,148,329,181,512,0,-97.332051,-10834938.5678,Suburb
46,75,29,TX,17,32,43,76051,141,267,126,271,0,-97.122776,-10811660.9448,Suburb
2,9,1,GA,1,6,3,30705,135,261,126,650,103,-84.777207,-9437357.1483,Suburb
24,0,13,TX,11,0,0,77044,21,41,20,53,0,-95.2118,-10598928.2021,Suburb
17,27,8,AZ,9,14,13,85233,106,230,124,271,77,-111.80093,-12445619.6278,Suburb
145,0,70,TX,75,0,0,77396,290,546,256,657,132,-95.302681,-10609038.273,Suburb
58,1,27,TX,31,1,0,77547,799,1722,923,1548,0,-95.237427,-10601781.8511,Suburb
28,3,17,TX,11,3,0,77571,78,167,89,214,86,-95.081528,-10584422.1527,Suburb
60,3,28,TX,32,2,1,77378,162,333,171,571,0,-95.489124,-10629795.1727,Suburb
0,0,0,TX,0,0,0,78576,351,691,340,650,103,-98.431253,-10957312.5515,Suburb
1,1,1,TX,0,1,0,78596,480,948,468,664,155,-97.999208,-10909221.7705,Suburb
9,97,5,HI,4,55,42,96792,87,170,83,732,0,-158.191874,-17609841.1468,Suburb
88,67,40,AZ,48,37,30,85381,335,663,328,628,0,-112.230991,-12493499.7824,Suburb
3,12,0,UT,3,3,9,84014,17,35,18,85,95,-111.879907,-12454411.5847,Suburb
4,10,4,UT,0,5,5,84663,54,106,52,233,118,-111.598997,-12423143.7443,Suburb
15,8,8,UT,7,4,4,84044,80,162,82,314,83,-112.073594,-12475977.0183,Suburb
24,53,14,AZ,10,28,25,85253,37,71,34,46,104,-111.959186,-12463230.7192,Suburb
165,9,84,VA,81,4,5,23831,58,120,62,367,144,-77.433743,-8619881.8153,Suburb
182,0,73,VA,109,0,0,23231,4,12,8,143,0,-77.344835,-8609982.3709,Suburb
461,14,231,VA,230,9,5,23325,44,84,40,512,182,-76.244772,-8487520.06,Suburb
60,71,29,VA,31,33,38,22152,82,152,70,181,69,-77.240242,-8598329.9706,Suburb
24,129,13,VA,11,67,62,22042,239,521,282,567,106,-77.183334,-8592004.3818,Suburb
153,22,84,VA,69,11,11,22026,117,216,99,356,61,-77.331416,-8608494.3967,Suburb
15,0,5,AL,10,0,0,35124,4,6,2,18,1,-86.782184,-9660539.682,Suburb
25,45,12,WA,13,25,20,98001,36,71,35,157,51,-122.284563,-13612646.5869,Suburb
19,17,6,WA,13,7,10,98223,53,105,52,224,0,-122.213874,-13604778.6688,Suburb
16,20,7,KS,9,11,9,66209,13,23,10,31,56,-94.631657,-10534340.6118,Suburb
270,45,143,FL,127,26,19,32065,71,188,117,403,151,-81.82031,-9108195.524,Suburb
244,1,107,LA,137,1,0,70507,30,71,41,363,82,-92.096576,-10252135.1034,Suburb
1254,75,561,MD,693,40,35,21207,79,181,102,997,0,-76.734817,-8542079.1122,Suburb
5,0,2,CA,3,0,0,93638,13,24,11,45,3,-120.035343,-13362266.0598,Suburb
8,26,6,AZ,2,7,19,85704,66,124,58,88,79,-110.983797,-12354662.9614,Suburb
13,7,8,AZ,5,3,4,85742,108,220,112,239,78,-111.037367,-12360614.858,Suburb
5,1,0,MI,5,1,0,48127,2,3,1,24,0,-83.260174,-9268482.2738,Suburb
94,9,36,TX,58,5,4,75503,15,35,20,190,133,-94.127075,-10478178.0806,Suburb
110,31,84,FL,26,9,22,33030,340,509,169,502,0,-80.480734,-8959071.9777,Suburb
80,304,45,CA,35,156,148,95330,232,430,198,511,105,-121.306265,-13503745.9034,Suburb
87,17,34,FL,53,9,8,33016,359,785,426,655,0,-80.330322,-8942330.5699,Suburb
137,330,68,NC,69,154,176,27511,20,46,26,52,76,-78.806284,-8772667.5447,Suburb
3,21,0,CA,3,13,8,94538,5,10,5,7,0,-121.991277,-13579999.4828,Suburb
41,35,16,PA,25,19,16,15108,19,42,23,146,0,-80.217708,-8929794.8972,Suburb
2,3,1,MI,1,3,0,48843,9,12,3,149,86,-83.942832,-9344470.8715,Suburb
145,0,74,MI,71,0,0,48198,10,19,9,193,0,-83.562627,-9302148.5382,Suburb
7,1,7,FL,0,0,1,32065,7,7,0,26,0,-81.791911,-9105022.5381,Suburb
34,14,15,MI,19,8,6,48314,6,19,13,434,72,-83.07044,-9247344.8875,Suburb
52,55,27,TX,25,32,23,77389,75,145,70,66,123,-95.507933,-10631881.0543,Suburb
12,0,6,FL,6,0,0,32725,2,5,3,38,0,-81.264166,-9046278.1339,Suburb
28,24,12,MI,16,11,13,48071,3,10,7,162,38,-83.102082,-9250884.7712,Suburb
10,37,3,MI,7,18,19,48307,37,84,47,153,72,-83.148287,-9256028.134,Suburb
30,97,16,MN,14,52,45,55125,16,41,25,56,120,-92.906159,-10342269.6471,Suburb
3,4,1,MI,2,3,1,48039,1,5,4,168,0,-82.506783,-9184612.1691,Suburb
176,0,90,GA,86,0,0,30337,3,5,2,117,0,-84.445933,-9400477.1314,Suburb
14,26,10,TX,4,12,14,77375,39,67,28,50,0,-95.62808,-10645259.2328,Suburb
6,0,3,CA,3,0,0,90221,14,24,10,27,1,-118.215461,-13159677.3601,Suburb
27,2,16,NJ,11,2,0,7026,67,142,75,185,37,-74.105245,-8249355.8686,Suburb
257,7,113,NY,144,3,4,10451,245,501,256,728,88,-73.916871,-8228381.5481,City
42,57,19,PA,23,25,32,18505,86,189,103,437,51,-75.679714,-8424624.2759,City
238,122,103,FL,135,57,65,33616,168,342,174,642,0,-82.515563,-9185583.7687,City
154,12,64,NY,90,5,7,10467,69,137,68,225,0,-73.861544,-8222225.8194,City
187,101,83,NY,104,49,52,11217,69,142,73,297,83,-73.982941,-8235739.886,City
84,51,35,NY,49,37,14,11225,83,171,88,279,0,-73.96148,-8233355.0507,City
80,2,25,NY,55,2,0,11222,103,253,150,319,0,-73.948354,-8231887.4598,City
480,34,226,SC,254,20,14,29420,85,162,77,631,0,-80.12386,-8919338.3118,City
481,121,229,NY,252,59,62,11229,107,211,104,837,0,-73.93888,-8230841.1218,City
94,7,56,NY,38,3,4,10038,38,73,35,140,0,-74.001485,-8237798.59,City
21,4,11,FL,10,2,2,33759,9,26,17,98,12,-82.714794,-9207767.4929,City
167,0,94,NY,73,0,0,10027,18,36,18,179,37,-73.937769,-8230705.2337,City
44,7,18,AZ,26,3,4,85037,259,561,302,455,73,-112.240224,-12494512.1483,City
542,312,262,NY,280,192,120,11427,94,203,109,856,0,-73.739262,-8208609.8368,City
447,0,223,GA,224,0,0,30310,2,5,3,458,63,-84.42437,-9398078.7073,City
44,53,24,TX,20,25,28,79118,171,381,210,502,72,-101.819531,-11334497.0127,City
26,78,13,NY,13,35,43,11418,160,314,154,398,76,-73.846218,-8220520.4244,City
16,8,6,CA,10,7,1,95340,80,200,120,260,0,-120.474317,-13411138.1971,City
239,21,99,NC,140,7,14,28215,134,278,144,563,92,-80.719825,-8985685.6523,City
334,1,160,GA,174,1,0,30315,13,20,7,359,59,-84.392237,-9394498.0572,City
48,32,30,TX,18,18,14,79107,186,381,195,506,74,-101.801505,-11332492.6639,City
284,4,144,NC,140,3,1,27707,80,152,72,354,0,-78.89992,-8783096.9525,City
123,0,67,TX,56,0,0,78724,252,478,226,582,90,-97.646833,-10869990.8904,City
436,4,228,NC,208,1,3,28304,44,102,58,690,78,-78.994741,-8793648.6596,City
295,13,151,NC,144,7,6,28305,46,90,44,719,0,-78.923635,-8785733.1807,City
5,0,1,TX,4,0,0,78550,307,669,362,618,104,-97.670432,-10872620.3242,City
66,1,31,TX,35,1,0,77803,227,470,243,545,118,-96.385353,-10729570.9736,City
59,40,29,TX,30,18,22,76248,80,141,61,80,124,-97.290244,-10830297.9909,City
234,46,121,NC,113,27,19,27260,44,100,56,425,61,-80.007443,-8906381.3862,City
503,0,247,GA,256,0,0,30906,14,22,8,584,105,-82.013964,-9129754.1632,City
161,171,85,MN,76,76,95,55906,52,98,46,340,0,-92.424814,-10288682.1945,City
116,28,55,TX,61,13,15,75218,321,657,336,756,0,-96.704503,-10765098.9044,City
146,12,76,TX,70,8,4,75230,172,348,176,425,92,-96.783571,-10773890.8612,City
81,9,39,TX,42,4,5,75061,395,785,390,761,0,-96.977998,-10795544.622,City
179,118,83,TX,96,67,51,75081,64,139,75,292,88,-96.727024,-10767599.2445,City
169,3,79,AL,90,2,1,35633,30,53,23,369,147,-87.676214,-9760070.8845,City
272,25,144,TX,128,11,14,76014,70,137,67,449,69,-97.067181,-10805471.2441,City
108,8,43,TX,65,4,4,76116,135,273,138,423,69,-97.42808,-10845646.5462,City
77,6,40,MI,37,2,4,48910,26,52,26,179,55,-84.555294,-9412652.7007,City
68,8,33,TX,35,3,5,79925,170,343,173,454,72,-106.410623,-11845571.9698,City
82,11,34,TX,48,6,5,79924,682,1404,722,1258,0,-106.402197,-11844641.1367,City
328,0,171,FL,157,0,0,33304,15,30,15,357,59,-80.143025,-8921478.5486,City
21,26,9,CA,12,9,17,90026,255,513,258,516,95,-118.255889,-13164175.2545,City
53,383,22,TX,31,202,181,77479,32,66,34,89,147,-95.62978,-10645449.4761,City
148,24,67,TX,81,8,16,77036,345,668,323,818,152,-95.553299,-10636942.8842,City
7,1,4,TX,3,1,0,77076,308,636,328,621,109,-95.37041,-10616586.8542,City
233,1,108,TX,125,1,0,77045,131,315,184,485,87,-95.436923,-10623985.9586,City
20,6,8,MO,12,3,3,64503,11,20,9,221,59,-94.785738,-10551496.4781,City
33,6,12,TX,21,3,3,77043,270,623,353,528,0,-95.552977,-10636908.9121,City
24,1,14,AZ,10,0,1,85009,315,670,355,630,0,-112.139407,-12483301.3842,City
87,33,39,CO,48,17,16,80013,77,157,80,257,83,-104.765986,-11662496.7941,City
71,7,30,TX,41,5,2,75605,45,81,36,212,0,-94.794535,-10552474.8721,City
84,7,37,AZ,47,7,0,85201,319,645,326,849,0,-111.851465,-12451238.5987,City
322,1,170,MS,152,1,0,39206,3,6,3,445,34,-90.153563,-10035842.0937,City
63,25,29,TX,34,12,13,79707,112,245,133,204,63,-102.139857,-11370140.4483,City
14,10,4,TX,10,4,6,76904,141,267,126,233,99,-100.5011,-11187731.124,City
123,22,53,OH,70,5,17,45208,8,15,7,76,86,-84.421719,-9397779.7536,City
72,15,28,TX,44,8,7,78213,302,669,367,659,136,-98.522312,-10967449.8001,City
15,19,6,TX,9,12,7,78257,150,276,126,79,84,-98.628838,-10979306.0324,City
31,5,13,ND,18,3,2,58504,15,32,17,186,55,-100.786001,-11219447.3949,City
75,44,36,IA,39,20,24,51103,242,477,235,909,0,-96.44743,-10736474.0866,City
79,14,39,AZ,40,9,5,85307,151,363,212,318,62,-112.278332,-12498765.4443,City
35,8,21,AZ,14,5,3,85006,260,534,274,577,70,-112.053578,-12473748.4543,City
52,1,21,AZ,31,0,1,85042,215,424,209,408,96,-112.057437,-12474162.9128,City
5,2,3,UT,2,1,1,84102,28,52,24,85,0,-111.874873,-12453854.4437,City
38,13,26,ID,12,6,7,83705,17,50,33,253,45,-116.242024,-12940000.738,City
11,29,7,AZ,4,10,19,85258,26,52,26,33,99,-111.898723,-12456504.2607,City
6,1,3,VA,3,0,1,22903,5,5,0,23,0,-78.48276,-8736664.0058,City
14,28,5,NE,9,11,17,68516,23,43,20,97,109,-96.669281,-10761164.9453,City
401,2,308,AL,93,1,1,36603,6,9,3,346,0,-88.050034,-9801679.8055,City
276,10,142,VA,134,4,6,24016,13,22,9,380,52,-79.965931,-8901761.1925,City
47,15,19,NE,28,5,10,68116,10,22,12,114,57,-96.140106,-10702264.2699,City
297,0,162,VA,135,0,0,23504,2,3,1,302,117,-76.27746,-8491161.8597,City
233,111,101,VA,132,59,52,23464,65,134,69,390,170,-76.139274,-8475786.1268,City
330,2,166,FL,164,2,0,34470,33,90,57,475,97,-82.123569,-9141956.9101,City
142,33,69,CA,73,16,17,92411,1151,2356,1205,2454,0,-117.327157,-13060791.6259,City
225,16,106,CA,119,7,9,92395,294,582,288,822,137,-117.298776,-13057632.2287,City
138,69,71,WA,67,31,38,98408,68,149,81,477,0,-122.459375,-13632105.7557,City
8,1,6,MT,2,1,0,59102,9,15,6,108,41,-108.571417,-12086114.202,City
125,22,64,WA,61,9,13,98405,35,77,42,334,52,-122.447121,-13630746.8752,City
14,21,10,OR,4,9,12,97321,82,164,82,373,0,-123.116902,-13705308.6484,City
2,10,1,WY,1,7,3,82604,24,44,20,137,62,-106.396411,-11843995.6684,City
550,10,279,KY,271,3,7,40505,174,363,189,811,0,-84.456095,-9401611.7966,City
314,33,314,KY,0,0,33,40214,109,109,0,538,0,-85.778985,-9548873.6767,City
283,4,126,NY,157,2,2,11236,19,35,16,258,0,-73.917506,-8228456.2865,City
24,13,12,AZ,12,6,7,85635,92,193,101,192,78,-110.244382,-12272348.7749,City
677,18,337,MD,340,7,11,21206,6,17,11,761,115,-76.541113,-8520513.6786,City
96,23,48,AK,48,15,8,99501,32,59,27,504,65,-149.855586,-16681848.0626,City
55,30,28,NY,27,17,13,11208,82,194,112,268,0,-73.869113,-8223068.3253,City
120,5,72,OR,48,3,2,97203,41,71,30,259,46,-122.710685,-13660091.8997,City
109,75,48,TX,61,43,32,76177,86,169,83,187,123,-97.330051,-10834734.7357,City
35,0,24,AZ,11,0,0,85713,72,153,81,183,28,-110.954148,-12351354.0874,City
189,53,110,AZ,79,23,30,85705,1091,2164,1073,1474,0,-110.961637,-12352189.7989,City
8,0,4,AZ,4,0,0,85719,22,47,25,46,0,-110.956857,-12351653.0411,City
272,5,128,TX,144,1,4,76112,196,408,212,657,0,-97.219948,-10822470.8392,City
1,0,0,CA,1,0,0,91342,5,10,5,13,0,-118.38283,-13178314.4062,City
12,0,1,FL,11,0,0,32905,1,11,10,58,2,-80.613691,-8973876.9807,City
451,9,258,OH,193,4,5,43227,35,63,28,360,52,-82.863964,-9224366.2182,City
493,145,245,NV,248,83,62,89131,428,867,439,1104,0,-115.210867,-12825216.1019,City
37,8,19,NV,18,2,6,89110,296,576,280,671,118,-115.074969,-12810078.1731,City
108,9,55,NV,53,6,3,89130,81,175,94,386,53,-115.211279,-12825263.6627,City
65,3,20,MI,45,1,2,49017,10,22,12,145,0,-85.182932,-9482519.5418,City
48,0,22,TX,26,0,0,77020,442,873,431,787,0,-95.330075,-10612095.7542,City
116,43,84,PA,32,19,24,16508,37,58,21,871,0,-80.071485,-8913508.7144,City
0,0,0,NY,0,0,0,10033,53,120,67,117,0,-73.940013,-8230963.421,City
182,37,70,OR,112,21,16,97203,169,351,182,639,0,-122.738383,-13663176.5584,City
179,13,91,FL,88,10,3,32277,23,46,23,251,58,-81.588222,-9082356.4113,City
13,0,10,RI,3,0,0,2909,43,63,20,87,0,-71.443175,-7953018.003,City
366,29,153,FL,213,20,9,32221,40,105,65,443,0,-81.778235,-9103507.3863,City
29,17,18,PA,11,6,11,17603,89,160,71,350,61,-76.315811,-8495435.5389,City
521,96,237,FL,284,58,38,32225,73,168,95,632,0,-81.487343,-9071125.2639,City
512,183,355,FL,157,80,103,32209,55,93,38,481,0,-81.665783,-9090985.3025,City
234,54,64,NY,170,39,15,11411,21,66,45,335,0,-73.74626,-8209397.9875,City
67,7,31,SC,36,1,6,29582,76,125,49,402,151,-78.665409,-8756992.8581,City
88,9,38,MI,50,5,4,48089,0,3,3,161,26,-82.997535,-9239239.1653,City
78,2,37,NY,41,1,1,13905,25,45,20,163,37,-75.930453,-8452542.4758,City
1,4,1,OR,0,1,3,97703,19,36,17,89,24,-121.308408,-13503990.5019,City
59,0,25,TX,34,0,0,77004,7,14,7,67,0,-95.353362,-10614670.8327,City
3,2,1,TX,2,0,2,79907,613,1291,678,1161,0,-106.322088,-11835720.0862,City
239,0,111,PA,128,0,0,19121,3,7,4,250,32,-75.180776,-8369086.8297,City
343,1,150,MI,193,0,1,48221,0,2,2,304,47,-83.143147,-9255450.6097,City
92,2,29,NY,63,1,1,11207,8,14,6,102,0,-73.889203,-8225310.4781,City
93,216,44,PA,49,103,113,19115,35,68,33,810,85,-75.057405,-8355341.7535,City
26,5,13,TX,13,1,4,78212,324,660,336,421,67,-98.499072,-10964867.9271,City
0,6,0,ID,0,2,4,83202,6,18,12,3,25,-112.482608,-12521506.3095,City
72,2,35,NC,37,0,2,28806,27,36,9,167,50,-82.574089,-9192106.3951,City
231,1,111,TX,120,1,0,75601,82,148,66,383,85,-94.7408,-10546495.7979,City
