@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N35-F1-weka.filters.unsupervised.attribute.Remove-R3,5,8-13,15,47-weka.filters.unsupervised.attribute.Remove-V-R48,30,43,27,56,44,61,55,47,6,46,29,34,11,45,37-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1'

@attribute BLALF numeric
@attribute BL numeric
@attribute ASALM numeric
@attribute MEMBER numeric
@attribute TOTFENROL numeric
@attribute ASALF numeric
@attribute AS numeric
@attribute TOTMENROL numeric
@attribute BLALM numeric
@attribute LZIP numeric
@attribute HIALF numeric
@attribute HI numeric
@attribute FTE numeric
@attribute FRELCH numeric
@attribute HIALM numeric
@attribute ULOCALE {City,Suburb,Town,Rural}

@data
15,43,7,597,290,8,15,307,28,75126,66,122,34,86,56,Rural
3,7,0,203,85,2,2,118,4,75496,14,45,19.030001,88,31,Rural
16,37,1,695,327,2,3,368,21,76240,197,411,41.849998,502,214,Rural
58,111,4,1480,705,2,6,775,53,77535,291,649,95.760002,815,358,Rural
0,0,0,58,21,0,0,37,0,78344,21,54,5.06,52,33,Rural
0,0,0,569,270,0,0,299,0,78570,269,566,47.619999,559,297,Rural
0,0,0,237,116,1,1,121,0,76935,28,62,18.360001,83,34,Rural
5,7,0,394,188,0,0,206,2,75459,46,84,28.959999,159,38,Rural
19,46,6,900,421,7,13,479,27,76633,74,177,56.849998,237,103,Rural
0,1,0,38,19,0,0,19,1,84741,2,4,2,16,2,Rural
7,15,3,791,375,4,7,416,8,24091,17,33,54.419998,250,16,Rural
119,262,0,627,290,1,1,337,143,23837,9,12,43.290001,297,3,Rural
1,1,1,164,72,0,1,92,0,24244,2,3,10.33,86,1,Rural
287,559,9,1819,925,10,19,894,272,23875,90,196,124.919998,309,106,Rural
2,3,5,177,89,3,8,88,1,20197,2,9,9.5,4,7,Rural
2,4,3,451,221,3,6,230,2,98338,35,68,31.33,207,33,Rural
0,0,0,70,32,0,0,38,0,82730,0,0,12.6,18,0,Rural
35,82,20,1080,538,21,41,542,47,34211,97,196,65,294,99,Rural
0,0,0,210,95,0,0,115,0,57380,7,13,11.55,207,6,Rural
66,118,5,616,271,7,12,345,52,33545,70,171,41.560001,243,101,Rural
4,11,0,265,133,1,1,132,7,75757,10,23,19,151,13,Rural
48,99,2,741,376,0,2,365,51,30157,28,53,45,274,25,Rural
50,98,11,1761,864,7,18,897,48,77904,503,1054,126.650002,835,551,Rural
4,6,3,466,221,0,3,245,2,76008,26,71,28.719999,47,45,Rural
1,1,0,84,29,0,0,55,0,97603,1,9,4.83,32,8,Rural
6,14,4,285,130,2,6,155,8,12404,11,21,25,109,10,Rural
0,26,0,170,0,0,0,170,26,78644,0,66,21.809999,167,66,Rural
0,3,0,181,78,0,0,103,3,48001,2,4,11.86,86,2,Rural
0,0,0,129,78,0,0,51,0,78069,59,101,7.43,77,42,Rural
93,202,8,862,428,5,13,434,109,29483,42,80,49,311,38,Rural
3,7,0,54,26,0,0,28,4,49639,1,2,6.2,51,1,Rural
2,6,0,52,19,0,0,33,4,32428,2,4,9,30,2,Rural
13,35,32,2027,1047,30,62,980,22,95659,183,337,82.989998,688,154,Rural
62,155,0,305,129,0,0,176,93,48174,5,7,19.42,182,2,Suburb
11,19,1,414,195,0,1,219,8,48509,18,36,23.01,284,18,Suburb
41,87,5,1157,581,11,16,576,46,49525,59,103,55.799999,322,44,Suburb
1,6,1,422,190,0,1,232,5,49254,11,15,26.5,188,4,Suburb
19,35,14,799,399,14,28,400,16,48837,31,61,42.400002,183,30,Suburb
0,1,0,15,2,0,0,13,1,90723,2,14,3.6,15,12,Suburb
5,15,159,2440,1079,136,295,1361,10,92646,176,417,109.360001,337,241,Suburb
67,133,8,489,223,11,19,266,66,55343,36,80,38.299999,182,44,Suburb
65,138,6,418,203,3,9,215,73,63044,38,77,33.889999,198,39,Suburb
57,92,5,846,396,7,12,450,35,92583,267,576,32,662,309,Suburb
57,106,56,813,408,53,109,405,49,95823,274,548,38.400002,675,274,Suburb
20,34,29,1675,779,20,49,896,14,91911,708,1523,77.739998,1062,815,Suburb
6,18,0,454,224,2,2,230,12,28778,59,114,32.099998,219,55,Suburb
12,24,2,399,217,2,4,182,12,28164,16,31,22.459999,180,15,Suburb
31,68,2,598,293,5,7,305,37,27278,64,129,41.5,207,65,Suburb
0,0,0,27,13,0,0,14,0,94952,4,8,2,12,4,Suburb
75,151,3,777,358,0,3,419,76,36877,34,62,45,308,28,Suburb
4,4,2,319,164,6,8,155,0,35905,3,4,19.440001,84,1,Suburb
1,4,16,534,261,13,29,273,3,80110,18,37,30.57,14,19,Suburb
3,7,10,751,393,12,22,358,4,33193,365,690,38,327,325,Suburb
7,17,2,408,200,4,6,208,10,32127,21,40,23,173,19,Suburb
3,7,16,505,254,17,33,251,4,8225,32,53,41.099998,96,21,Suburb
15,32,17,364,163,16,33,201,17,7003,39,74,31.700001,21,35,Suburb
20,34,10,501,235,7,17,266,14,87116,90,193,28.200001,117,103,Suburb
9,14,12,548,270,6,18,278,5,89431,102,234,31,252,132,Suburb
2,6,66,388,173,45,111,215,4,12065,8,17,27,33,9,Suburb
0,2,10,470,226,6,16,244,2,14031,14,23,31.01,31,9,Suburb
6,14,0,506,250,0,0,256,8,33868,65,115,32,303,50,Suburb
96,212,13,668,309,14,27,359,116,33027,164,365,38,261,201,Suburb
10,22,56,492,261,60,116,231,12,11554,45,84,35,81,39,Suburb
5,9,8,649,322,17,25,327,4,11560,60,115,49,120,55,Suburb
3,3,23,852,428,22,45,424,0,11545,41,80,87,76,39,Suburb
20,45,4,839,427,7,11,412,25,11717,385,759,43,658,374,Suburb
3,9,1,316,141,1,2,175,6,11757,37,74,33.880001,123,37,Suburb
109,209,14,520,255,14,28,265,100,33461,91,201,30.030001,321,110,Suburb
7,8,18,582,286,29,47,296,1,10983,61,121,44,60,60,Suburb
18,38,14,724,331,2,16,393,20,10543,186,373,67.010002,317,187,Suburb
67,135,5,499,220,8,13,279,68,10701,124,302,31,305,178,Suburb
32,132,5,386,102,3,8,284,100,33462,46,151,65,383,105,Suburb
37,72,3,367,160,2,5,207,35,14622,35,97,27.01,217,62,Suburb
167,336,13,802,384,12,25,418,169,33351,141,291,47,427,150,Suburb
6,13,6,594,281,2,8,313,7,13031,6,18,50.5,151,12,Suburb
147,222,7,567,317,9,16,250,75,33021,103,204,49,241,101,Suburb
59,122,0,499,237,1,1,262,63,33189,154,325,32,347,171,Suburb
7,20,0,399,176,2,2,223,13,33166,159,363,29,292,204,Suburb
4,8,6,312,159,2,8,153,4,45244,8,16,21.67,147,8,Suburb
3,10,8,494,252,7,15,242,7,45066,9,9,22.48,27,0,Suburb
3,5,3,283,150,0,3,133,2,44107,9,18,15.25,75,9,Suburb
9,42,0,432,208,4,4,224,33,44092,4,7,27.799999,106,3,Suburb
164,386,1,489,216,0,1,273,222,33054,43,86,32,436,43,Suburb
13,29,8,474,226,6,14,248,16,43123,19,55,21.549999,145,36,Suburb
4,9,4,468,208,1,5,260,5,43055,5,9,26.290001,240,4,Suburb
6,13,1,329,159,1,2,170,7,45419,6,16,20.27,94,10,Suburb
28,62,0,700,320,0,0,380,34,34420,61,143,42,472,82,Suburb
131,273,6,1373,676,4,10,697,142,32726,139,275,64.599998,553,136,Suburb
3,7,5,537,255,3,8,282,4,44410,0,7,30.33,93,7,Suburb
138,314,24,596,272,19,43,324,176,34761,62,125,34,286,63,Suburb
34,63,57,1000,493,55,112,507,29,32765,88,186,57.09,215,98,Suburb
92,182,132,2527,1197,102,234,1330,90,97060,513,1092,102.18,1134,579,Suburb
1,2,0,438,207,2,2,231,1,97303,115,235,21.700001,329,120,Suburb
7,21,1,392,190,3,4,202,14,18103,36,79,29.48,171,43,Suburb
65,137,22,2309,1127,25,47,1182,72,32566,123,263,98.660004,460,140,Suburb
13,32,4,451,200,9,13,251,19,17112,17,34,31.299999,109,17,Suburb
15,22,28,455,214,21,49,241,7,17603,31,78,34.93,162,47,Suburb
15,24,2,500,234,0,2,266,9,19473,17,30,39.669998,125,13,Suburb
140,299,6,910,438,5,11,472,159,19320,85,164,60.5,295,79,Suburb
25,58,10,467,241,18,28,226,33,19070,4,9,33.299999,154,5,Suburb
333,656,15,1772,887,21,36,885,323,19403,350,699,108.699997,1412,349,Suburb
30,51,86,799,423,90,176,376,21,15227,10,19,47.43,355,9,Suburb
1,7,1,334,158,3,4,176,6,15139,3,6,23.75,54,3,Suburb
102,157,2,420,232,4,6,188,55,33613,78,169,31.5,325,91,Suburb
51,93,1,639,306,1,2,333,42,34601,39,71,43,404,32,Suburb
23,54,2,441,211,0,2,230,31,18706,38,78,26.34,441,40,Suburb
35,84,18,1052,505,15,33,547,49,17313,32,77,66.800003,290,45,Suburb
41,78,2,571,282,4,6,289,37,2863,217,447,45,353,230,Suburb
45,91,5,441,209,1,6,232,46,2861,67,138,34.860001,308,71,Suburb
50,125,0,719,330,3,3,389,75,29841,43,87,44,297,44,Suburb
61,139,0,543,249,2,2,294,78,29078,11,25,33,255,14,Suburb
228,487,10,790,374,17,27,416,259,29605,65,139,57.799999,491,74,Suburb
167,347,19,1835,903,29,48,932,180,29334,99,191,102.199997,507,92,Suburb
8,8,10,424,205,10,20,219,0,57049,17,37,32.5,52,20,Suburb
336,662,17,1481,708,14,31,773,326,30052,102,206,80.5,456,104,Suburb
357,703,73,1666,854,75,148,812,346,30297,385,733,82,1549,348,Suburb
15,35,33,610,277,18,51,333,20,30066,21,47,42.5,31,26,Suburb
77,164,17,479,230,19,36,249,87,30324,88,174,43.5,195,86,Suburb
257,546,0,569,271,1,1,298,289,30331,3,7,35.799999,368,4,Suburb
10,25,2,628,300,0,2,328,15,78640,190,388,41.150002,313,198,Suburb
76,155,15,890,425,16,31,465,79,30093,312,660,67.900002,738,348,Suburb
1,1,0,556,268,0,0,288,0,78566,256,535,35.029999,478,279,Suburb
26,54,130,705,335,108,238,370,28,75094,25,48,48,55,23,Suburb
3,10,1,642,331,4,5,311,7,75009,87,169,42.549999,124,82,Suburb
145,275,0,719,353,2,2,366,130,75137,185,393,50.099998,495,208,Suburb
41,94,0,509,231,2,2,278,53,75149,160,349,36.41,391,189,Suburb
34,84,7,686,342,7,14,344,50,75068,168,321,43.73,310,153,Suburb
61,116,9,709,367,4,13,342,55,76118,154,323,53.09,460,169,Suburb
0,3,0,59,26,2,2,33,3,76248,10,15,18.610001,14,5,Suburb
61,132,38,939,447,33,71,492,71,77459,64,123,55.16,38,59,Suburb
7,22,0,703,329,1,1,374,15,77511,163,305,46.450001,448,142,Suburb
44,92,34,627,299,26,60,328,48,77498,204,416,44.080002,455,212,Suburb
4,8,0,112,65,0,0,47,4,77530,44,77,10.52,60,33,Suburb
61,119,7,651,320,10,17,331,58,77346,142,279,44.310001,283,137,Suburb
281,605,9,2488,1203,5,14,1285,324,77044,849,1711,149.070007,1797,862,Suburb
4,11,0,61,31,0,0,30,7,76522,6,11,8.32,39,5,Suburb
0,0,0,637,344,0,0,293,0,78557,344,637,47.169998,582,293,Suburb
11,19,6,720,334,9,15,386,8,78254,175,390,46.5,149,215,Suburb
8,14,0,385,191,1,1,194,6,75757,13,27,34.119999,101,14,Suburb
1,5,3,744,379,0,3,365,4,84335,36,90,29.860001,231,54,Suburb
7,17,4,858,447,5,9,411,10,84405,71,140,37.23,226,69,Suburb
8,17,2,501,240,2,4,261,9,84120,98,215,23.83,306,117,Suburb
2,3,6,653,303,10,16,350,1,84084,116,232,34.220001,284,116,Suburb
2,6,2,982,468,3,5,514,4,83401,56,137,49.810001,224,81,Suburb
87,168,52,1798,896,49,101,902,81,23114,47,100,105.330002,149,53,Suburb
32,62,13,471,220,7,20,251,30,24019,14,36,30.59,112,22,Suburb
174,345,16,859,421,7,23,438,171,23435,35,63,50,147,28,Suburb
418,858,229,3077,1521,203,432,1556,440,22315,348,670,193.429993,639,322,Suburb
52,122,49,652,294,54,103,358,70,22153,79,171,55.5,244,92,Suburb
109,217,63,881,421,68,131,460,108,22193,96,229,53.200001,276,133,Suburb
3,7,13,782,396,22,35,386,4,98370,62,134,40.400002,188,72,Suburb
39,87,39,626,296,24,63,330,48,98198,119,230,35.080002,322,111,Suburb
1,8,3,492,252,2,5,240,7,98338,47,84,31.57,227,37,Suburb
1,2,1,416,186,1,2,230,1,86314,70,162,27.6,245,92,Suburb
203,424,23,1278,608,13,36,670,221,40222,90,193,79,675,103,Suburb
3,8,3,665,323,3,6,342,5,17537,21,52,32.73,130,31,Suburb
289,555,2,609,318,0,2,291,266,23223,9,12,34.5,373,3,Suburb
145,296,19,898,440,25,44,458,151,33415,199,410,58,580,211,Suburb
180,366,0,410,199,0,0,211,186,19023,4,8,27.5,409,4,Suburb
32,65,2,768,390,3,5,378,33,85326,232,458,32.799999,407,226,Suburb
19,36,1,380,184,1,2,196,17,45215,9,13,20.34,161,4,Suburb
2,12,18,679,301,16,34,378,10,84092,11,39,28,84,28,Suburb
3,6,3,541,283,1,4,258,3,83651,71,124,27.309999,5,53,Suburb
28,58,2,492,247,1,3,245,30,75051,194,380,36.099998,437,186,Suburb
36,73,0,263,124,1,1,139,37,33837,55,119,11,141,64,Suburb
26,60,4,417,233,0,4,184,34,29223,15,22,14,93,7,Suburb
0,0,0,304,180,3,3,124,0,83401,24,39,14.55,4,15,Suburb
28,60,111,702,330,88,199,372,32,75070,38,72,42.27,51,34,Suburb
0,1,1,37,22,1,2,15,1,75057,5,8,2,8,3,Suburb
108,249,3,390,169,3,6,221,141,48035,4,6,23,301,2,Suburb
153,294,75,999,508,96,171,491,141,30024,172,363,60,465,191,Suburb
15,31,14,443,199,13,27,244,16,48312,3,5,22.93,157,2,Suburb
2,4,7,70,23,1,8,47,2,22046,3,13,6,4,10,Suburb
10,29,1,205,67,1,2,138,19,48314,3,9,7.2,118,6,Suburb
0,1,0,623,296,1,1,327,1,79938,276,583,35.5,587,307,Suburb
1,1,3,460,240,2,5,220,0,48178,11,20,25.379999,79,9,Suburb
10,15,1,306,154,2,3,152,5,48327,25,57,17.83,187,32,Suburb
23,60,2,485,211,1,3,274,37,48060,19,38,31,341,19,Suburb
0,0,0,10,3,0,0,7,0,55330,0,0,2,5,0,Suburb
11,19,2,232,120,5,7,112,8,93065,17,32,6.5,131,15,Suburb
27,65,24,1436,728,16,40,708,38,92583,492,964,67.050003,647,472,Suburb
131,254,8,1103,526,3,11,577,123,29169,182,385,74,699,203,Suburb
84,159,6,655,347,4,10,308,75,10454,251,468,46.990002,604,217,City
22,52,5,408,213,5,10,195,30,10456,179,329,31.01,354,150,City
35,61,8,411,217,3,11,194,26,10468,168,316,31.4,351,148,City
53,110,4,588,273,3,7,315,57,10456,212,457,50.02,532,245,City
24,36,22,1217,558,25,47,659,12,2886,57,135,98.099998,292,78,City
45,103,6,386,175,9,15,211,58,2905,99,220,29.799999,320,121,City
92,193,5,337,164,6,11,173,101,11208,58,117,29,319,59,City
37,78,2,649,305,2,4,344,41,29412,9,21,39.299999,129,12,City
13,21,131,584,296,140,271,288,8,11218,29,48,47.02,491,19,City
43,84,84,748,363,64,148,385,41,10010,96,181,49,301,85,City
69,132,6,607,283,9,15,324,63,33702,46,113,46.5,310,67,City
47,60,4,402,204,3,7,198,13,10040,149,325,35.009998,384,176,City
3,9,59,1137,529,57,116,608,6,11378,246,512,71,648,266,City
16,32,166,456,200,125,291,256,16,11364,29,69,29.01,224,40,City
1,1,1,1096,525,1,2,571,0,75236,513,1074,61.439999,846,561,City
74,112,31,856,591,65,96,265,38,11106,207,283,54.02,285,76,City
47,183,20,394,118,19,39,276,136,11436,38,125,66,329,87,City
504,985,20,2448,1233,23,43,1215,481,30064,426,875,140,988,449,City
179,318,62,1179,632,69,131,547,139,28211,169,325,62.509998,402,156,City
178,330,11,2126,1128,16,27,998,152,79603,535,1011,138.309998,1213,476,City
15,33,13,778,378,19,32,400,18,30075,23,49,53.200001,25,26,City
51,134,105,2226,1071,102,207,1155,83,78759,342,688,134.309998,472,346,City
307,640,24,1734,771,24,48,963,333,27712,251,570,107.309998,868,319,City
25,51,2,335,158,2,4,177,26,78664,92,191,28.26,144,99,City
3,5,104,479,248,141,245,231,2,95035,75,160,21.889999,249,85,City
71,188,2,242,93,0,2,149,117,27406,18,41,20.440001,239,23,City
2,8,0,657,302,0,0,355,6,78416,286,613,42.209999,622,327,City
21,44,115,458,185,90,205,273,23,75093,35,97,23.799999,74,62,City
193,388,0,464,231,0,0,233,195,30904,9,18,27,447,9,City
82,154,1,229,113,2,3,116,72,27834,10,23,24,226,13,City
3,12,0,37,6,0,0,31,9,56301,0,1,5,34,1,City
179,366,0,487,232,1,1,255,187,75210,46,102,32,476,56,City
0,2,2,284,112,2,4,172,2,95401,75,195,15.88,139,120,City
11,16,41,2157,1096,53,94,1061,5,95242,519,983,101.18,974,464,City
134,263,6,847,400,1,7,447,129,31520,59,121,53,412,62,City
250,485,0,535,274,0,0,261,235,31907,11,23,29.5,505,12,City
3,8,0,85,39,1,1,46,5,76179,16,32,9.65,40,16,City
6,19,0,50,10,0,0,40,13,76106,4,30,13,48,26,City
0,0,0,13,4,0,0,9,0,79904,4,13,7.83,11,9,City
11,24,2,753,351,2,4,402,13,79904,323,682,48.209999,636,359,City
21,43,16,608,300,11,27,308,22,30720,122,235,43,270,113,City
80,156,38,881,408,27,65,473,76,77089,274,608,65.010002,626,334,City
31,67,35,576,270,31,66,306,36,77059,66,155,32,199,89,City
113,198,0,209,122,0,0,87,85,77067,9,10,10.98,126,1,City
184,364,0,390,197,1,1,193,180,27801,6,9,22.6,380,3,City
31,67,0,573,265,1,1,308,36,77018,169,354,34.630001,341,185,City
16,33,0,572,258,0,0,314,17,77009,234,525,35,535,291,City
258,823,1,1029,338,1,2,691,565,33315,56,142,47,669,86,City
40,93,30,1887,889,42,72,998,53,65807,50,108,83,387,58,City
58,115,1,415,213,5,6,202,57,31216,75,146,29.9,410,71,City
0,0,1,660,351,0,1,309,0,78041,350,658,37.360001,660,308,City
64,111,0,587,279,1,1,308,47,79412,180,399,40,536,219,City
36,77,4,301,144,4,8,157,41,28403,36,84,24.700001,298,48,City
1,2,0,551,272,0,0,279,1,78572,271,548,34.009998,500,277,City
7,12,1,650,321,0,1,329,5,79763,278,572,34.48,480,294,City
0,0,0,59,34,0,0,25,0,78411,33,57,5.87,42,24,City
5,11,9,486,224,10,19,262,6,78227,206,451,29.16,464,245,City
15,28,39,692,342,33,72,350,13,78258,114,217,43.68,51,103,City
145,277,4,727,370,3,7,357,132,78220,209,409,44.380001,691,200,City
18,46,13,973,471,9,22,502,28,58102,22,46,68.800003,153,24,City
51,92,0,366,187,0,0,179,41,75701,124,244,31.059999,327,120,City
69,132,0,338,179,0,0,159,63,76707,97,184,23.219999,309,87,City
1,3,2,358,166,6,8,192,2,84322,13,28,17.75,67,15,City
7,12,15,1491,721,11,26,770,5,84057,185,354,58.970001,421,169,City
57,121,3,346,177,1,4,169,64,33901,24,46,25.6,155,22,City
3,4,4,407,202,6,10,205,1,83704,26,58,19.48,196,32,City
23,51,4,575,278,2,6,297,28,85027,130,264,28,333,134,City
41,91,5,815,390,3,8,425,50,85042,301,625,41.98,586,324,City
13,31,36,456,234,43,79,222,18,43016,24,39,23,89,15,City
87,172,1,302,152,2,3,150,85,23235,23,59,19,299,36,City
21,43,0,272,124,0,0,148,22,22980,14,30,17,118,16,City
282,660,21,1307,524,15,36,783,378,23608,119,293,98.800003,834,174,City
32,78,9,451,194,9,18,257,46,23454,26,56,41.830002,179,30,City
69,143,49,784,387,46,95,397,74,22202,61,119,46.939999,125,58,City
744,1532,4,1702,813,1,5,889,788,36111,52,125,100.5,1280,73,City
23,45,2,507,235,0,2,272,22,43613,33,67,30.6,225,34,City
4,9,3,417,204,2,5,213,5,98632,50,92,26.540001,261,42,City
113,273,214,1792,776,165,379,1016,160,7306,372,842,138,1125,470,City
41,98,67,834,389,71,138,445,57,97266,97,229,47.52,636,132,City
15,41,10,1747,825,15,25,921,26,99216,11,18,88.220001,85,7,City
182,378,15,1093,545,22,37,548,196,32605,89,162,48.799999,479,73,City
1,2,0,86,39,0,0,47,1,82001,3,14,5.63,18,11,City
22,72,3,164,61,3,6,103,50,32207,6,11,11,28,5,City
15,24,16,1429,756,37,53,673,9,97401,113,197,62.07,348,84,City
145,301,8,520,240,8,16,280,156,28269,28,64,32.43,211,36,City
8,15,26,751,352,11,37,399,7,79424,104,208,52.720001,174,104,City
22,33,4,284,145,4,8,139,11,85613,35,65,18.030001,25,30,City
344,753,0,774,356,0,0,418,409,36605,6,7,42,719,1,City
220,426,14,585,295,11,25,290,206,14611,45,93,49.5,536,48,City
0,0,0,592,275,0,0,317,0,78520,273,585,35.43,501,312,City
6,14,1,474,206,0,1,268,8,85706,188,426,34.5,341,238,City
2,6,38,489,217,26,64,272,4,97007,20,45,28.5,73,25,City
18,31,18,313,157,27,45,156,13,10023,23,44,24.01,63,21,City
19,40,6,707,309,4,10,398,21,88001,235,535,38.02,707,300,City
9,15,6,455,203,3,9,252,6,85364,143,339,24,300,196,City
44,116,0,127,48,0,0,79,72,32218,2,2,8,110,0,City
65,137,4,211,92,3,7,119,72,11205,22,57,20.99,190,35,City
57,114,40,493,259,32,72,234,57,76017,54,99,29.809999,82,45,City
69,132,10,734,366,4,14,368,63,18104,247,494,39.75,644,247,City
39,79,1,247,117,1,2,130,40,49202,14,21,17.700001,228,7,City
110,239,158,3198,1542,144,302,1656,129,89144,359,729,107,710,370,City
140,270,0,291,156,0,0,135,130,15222,2,3,27.700001,290,1,City
0,1,6,450,218,13,19,232,1,89509,15,41,23,31,26,City
98,188,2,593,308,2,4,285,90,93301,160,303,34.029999,577,143,City
10,16,6,618,294,13,19,324,6,11238,179,390,41.009998,323,211,City
131,250,0,255,135,0,0,120,119,48033,3,4,13,207,1,City
4,6,0,489,247,0,0,242,2,48126,3,5,38.599998,410,2,City
4,6,0,100,54,0,0,46,2,78228,47,88,11.14,93,41,City
149,339,5,642,283,6,11,359,190,32277,37,84,44,337,47,City
23,114,14,414,92,9,23,322,91,10458,56,253,37.02,303,197,City
39,55,2,243,150,6,8,93,16,27534,37,75,11.87,121,38,City
55,102,5,779,379,4,9,400,47,33870,105,231,41,550,126,City
211,416,11,1279,652,5,16,627,205,12180,87,184,75.809998,867,97,City
3,4,2,277,131,1,3,146,1,78411,99,208,8.66,194,109,City
123,263,9,815,383,7,16,432,140,48340,215,442,44.02,681,227,City
19,34,262,945,426,197,459,519,15,92126,74,161,40.209999,310,87,City
125,234,7,662,344,12,19,318,109,14210,55,117,49.91,459,62,City
19,34,70,378,180,65,135,198,15,48375,6,19,27.5,51,13,City
152,247,2,273,166,2,4,107,95,19140,9,17,16.33,270,8,City
19,44,26,573,277,22,48,296,25,19147,15,32,34.34,573,17,City
489,991,0,999,492,1,1,507,502,48224,1,2,52.5,898,1,City
54,113,13,329,162,18,31,167,59,19111,27,57,20.98,329,30,City
93,194,42,533,259,31,73,274,101,75075,92,164,40.23,306,72,City
12,21,30,508,255,19,49,253,9,72712,37,68,36.040001,113,31,City
14,26,1,108,56,1,2,52,12,49546,6,14,6.7,49,8,City
121,268,10,717,341,7,17,376,147,15210,7,17,62.900002,713,10,City
1,1,0,196,96,1,1,100,0,92703,92,191,9,161,99,City
33,61,13,674,324,14,27,350,28,32309,20,45,44.5,86,25,City
39,64,4,237,126,4,8,111,25,95821,60,117,10,192,57,City
124,276,3,615,285,5,8,330,152,27215,91,196,46.029999,612,105,City
91,167,50,898,466,54,104,432,76,77063,296,577,35.950001,809,281,City
0,0,0,9,1,0,0,8,0,95482,1,2,2,6,1,Town
77,147,0,667,318,3,3,349,70,27288,51,102,40.82,381,51,Town
3,5,3,215,111,1,4,104,2,87571,56,102,17.6,116,46,Town
21,30,1,188,89,2,3,99,9,28532,5,15,9,42,10,Town
1,5,0,100,48,0,0,52,4,77355,14,33,9.55,54,19,Town
2,2,2,331,154,0,2,177,0,87701,136,297,19.18,331,161,Town
234,465,8,644,328,4,12,316,231,24540,23,43,49.169998,638,20,Town
83,171,5,891,442,3,8,449,88,34473,201,380,56,564,179,Town
118,218,1,602,293,3,4,309,100,92311,118,256,22.01,521,138,Town
2,2,1,1019,503,0,1,516,0,83338,283,539,47.900002,550,256,Town
7,15,2,443,211,0,2,232,8,43103,5,8,23.25,155,3,Town
331,624,2,982,502,3,5,480,293,30830,24,48,69,982,24,Town
4,11,15,388,192,8,23,196,7,45701,6,14,31,129,8,Town
2,3,0,455,221,0,0,234,1,83642,18,35,20.950001,79,17,Town
275,557,5,1413,709,7,12,704,282,75670,253,493,102.150002,864,240,Town
