@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N35-F1-weka.filters.unsupervised.attribute.Remove-R3,5,8-13,15,47-weka.filters.unsupervised.attribute.Remove-V-R48,30,43,27,56,44,61,55,47,6,46,29,34,11,45,37-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1'

@attribute BLALF numeric
@attribute BL numeric
@attribute ASALM numeric
@attribute MEMBER numeric
@attribute TOTFENROL numeric
@attribute ASALF numeric
@attribute AS numeric
@attribute TOTMENROL numeric
@attribute BLALM numeric
@attribute LZIP numeric
@attribute HIALF numeric
@attribute HI numeric
@attribute FTE numeric
@attribute FRELCH numeric
@attribute HIALM numeric
@attribute ULOCALE {City,Suburb,Town,Rural}

@data
74,188,40,594,258,33,73,336,114,75052,103,219,39.400002,343,116,Suburb
41,90,18,778,407,14,32,371,49,75056,179,318,60.139999,321,139,Suburb
54,111,5,1311,592,6,11,719,57,76028,148,329,78.709999,410,181,Suburb
29,46,32,853,448,43,75,405,17,76051,141,267,57.830002,245,126,Suburb
1,2,6,774,391,3,9,383,1,30705,135,261,49.5,650,126,Suburb
13,24,0,70,35,0,0,35,11,77044,21,41,2.89,51,20,Suburb
8,17,14,523,242,13,27,281,9,85233,106,230,32,214,124,Suburb
70,145,0,710,367,0,0,343,75,77396,290,546,38.220001,611,256,Suburb
27,58,1,1843,864,0,1,979,31,77547,799,1722,111.980003,1548,923,Suburb
17,28,3,432,191,0,3,241,11,77571,78,167,28.059999,185,89,Suburb
28,60,2,810,399,1,3,411,32,77378,162,333,49.43,506,171,Suburb
0,0,0,696,354,0,0,342,0,78576,351,691,43.02,650,340,Suburb
1,1,1,995,499,0,1,496,0,78596,480,948,57.75,664,468,Suburb
5,9,55,974,449,42,97,525,4,96792,87,170,60,659,83,Suburb
40,88,37,1905,918,30,67,987,48,85381,335,663,86.209999,514,328,Suburb
0,3,3,663,356,9,12,307,3,84014,17,35,28,60,18,Suburb
4,4,5,734,368,5,10,366,0,84663,54,106,29.870001,170,52,Suburb
8,15,4,500,246,4,8,254,7,84044,80,162,22,258,82,Suburb
14,24,28,682,330,25,53,352,10,85253,37,71,43.099998,40,34,Suburb
84,165,4,756,372,5,9,384,81,23831,58,120,48.77,307,62,Suburb
73,182,0,302,129,0,0,173,109,23231,4,12,21.33,120,8,Suburb
231,461,9,839,418,5,14,421,230,23325,44,84,58.5,423,40,Suburb
29,60,33,604,303,38,71,301,31,22152,82,152,42.75,128,70,Suburb
13,24,67,812,375,62,129,437,11,22042,239,521,61.07,457,282,Suburb
84,153,11,451,247,11,22,204,69,22026,117,216,31.83,306,99,Suburb
5,15,0,51,14,0,0,37,10,35124,4,6,12,15,2,Suburb
12,25,25,332,173,20,45,159,13,98001,36,71,22,116,35,Suburb
6,19,7,777,379,10,17,398,13,98223,53,105,32.349998,175,52,Suburb
7,16,11,416,195,9,20,221,9,66209,13,23,31.5,22,10,Suburb
143,270,26,1047,494,19,45,553,127,32065,71,188,66,330,117,Suburb
107,244,1,537,245,0,1,292,137,70507,30,71,26,360,41,Suburb
561,1254,40,1575,703,35,75,872,693,21207,79,181,98,838,102,Suburb
2,5,0,48,26,0,0,22,3,93638,13,24,2,42,11,Suburb
6,8,7,498,262,19,26,236,2,85704,66,124,26.200001,74,58,Suburb
8,13,3,632,290,4,7,342,5,85742,108,220,38,195,112,Suburb
0,5,1,29,11,0,1,18,5,48127,2,3,4,24,1,Suburb
36,94,5,464,219,4,9,245,58,75503,15,35,32.860001,160,20,Suburb
84,110,9,731,497,22,31,234,26,33030,340,509,29,420,169,Suburb
45,80,156,1022,528,148,304,494,35,95330,232,430,38.099998,398,198,Suburb
34,87,9,931,419,8,17,512,53,33016,359,785,43,517,426,Suburb
68,137,154,901,417,176,330,484,69,27511,20,46,66.830002,52,26,Suburb
0,3,13,41,14,8,21,27,3,94538,5,10,3,7,5,Suburb
16,41,19,608,276,16,35,332,25,15108,19,42,45.650002,128,23,Suburb
1,2,3,532,255,0,3,277,1,48843,9,12,25.5,116,3,Suburb
74,145,0,219,111,0,0,108,71,48198,10,19,21.25,188,9,Suburb
7,7,0,48,48,1,1,0,0,32065,7,7,5,26,0,Suburb
15,34,8,559,257,6,14,302,19,48314,6,19,31.4,366,13,Suburb
27,52,32,776,384,23,55,392,25,77389,75,145,49.709999,56,70,Suburb
6,12,0,41,19,0,0,22,6,32725,2,5,6,38,3,Suburb
12,28,11,200,89,13,24,111,16,48071,3,10,19.700001,153,7,Suburb
3,10,18,438,195,19,37,243,7,48307,37,84,27.799999,138,47,Suburb
16,30,52,658,311,45,97,347,14,55125,16,41,34.32,35,25,Suburb
1,3,3,525,249,1,4,276,2,48039,1,5,27.190001,142,4,Suburb
90,176,0,183,93,0,0,90,86,30337,3,5,10.5,90,2,Suburb
10,14,12,235,133,14,26,102,4,77375,39,67,14,41,28,Suburb
3,6,0,30,17,0,0,13,3,90221,14,24,2,27,10,Suburb
16,27,2,330,159,0,2,171,11,7026,67,142,33,152,75,Suburb
113,257,3,792,373,4,7,419,144,10451,245,501,60,714,256,City
19,42,25,437,202,32,57,235,23,18505,86,189,30.58,437,103,City
103,238,57,1569,764,65,122,805,135,33616,168,342,84.5,510,174,City
64,154,5,319,147,7,12,172,90,10467,69,137,23.01,223,68,City
83,187,49,619,300,52,101,319,104,11217,69,142,38.009998,276,73,City
35,84,37,351,141,14,51,210,49,11225,83,171,31,279,88,City
25,80,2,370,144,0,2,226,55,11222,103,253,30,302,150,City
226,480,20,995,467,14,34,528,254,29420,85,162,58,563,77,City
229,481,59,1202,585,62,121,617,252,11229,107,211,87.989998,744,104,City
56,94,3,184,102,4,7,82,38,10038,38,73,19.01,135,35,City
11,21,2,191,67,2,4,124,10,33759,9,26,38,86,17,City
94,167,0,211,116,0,0,95,73,10027,18,36,17,172,18,City
18,44,3,652,302,4,7,350,26,85037,259,561,34.5,384,302,City
262,542,192,1171,538,120,312,633,280,11427,94,203,70.470001,781,109,City
223,447,0,458,227,0,0,231,224,30310,2,5,40,458,3,City
24,44,25,670,317,28,53,353,20,79118,171,381,39.700001,439,210,City
13,26,35,491,246,43,78,245,13,11418,160,314,40.029999,375,154,City
6,16,7,272,104,1,8,168,10,95340,80,200,25.4,242,120,City
99,239,7,566,262,14,21,304,140,28215,134,278,35.599998,563,144,City
160,334,1,359,173,0,1,186,174,30315,13,20,29.9,359,7,City
30,48,18,538,260,14,32,278,18,79107,186,381,36.549999,478,195,City
144,284,3,453,231,1,4,222,140,27707,80,152,31.290001,333,72,City
67,123,0,614,323,0,0,291,56,78724,252,478,43.59,573,226,City
228,436,1,694,338,3,4,356,208,28304,44,102,50.25,690,58,City
151,295,7,722,356,6,13,366,144,28305,46,90,50.849998,719,44,City
1,5,0,702,324,0,0,378,4,78550,307,669,45.369999,618,362,City
31,66,1,557,262,0,1,295,35,77803,227,470,37.139999,510,243,City
29,59,18,792,419,22,40,373,30,76248,80,141,49.91,53,61,City
121,234,27,428,205,19,46,223,113,27260,44,100,32.189999,425,56,City
247,503,0,605,303,0,0,302,256,30906,14,22,35,584,8,City
85,161,76,1501,764,95,171,737,76,55906,52,98,84.470001,274,46,City
55,116,13,862,420,15,28,442,61,75218,321,657,55.880001,756,336,City
76,146,8,628,303,4,12,325,70,75230,172,348,43.060001,425,176,City
39,81,4,953,474,5,9,479,42,75061,395,785,56.919998,665,390,City
83,179,67,591,270,51,118,321,96,75081,64,139,39.990002,261,75,City
79,169,2,826,388,1,3,438,90,35633,30,53,53.799999,325,23,City
144,272,11,481,251,14,25,230,128,76014,70,137,33.639999,415,67,City
43,108,4,486,231,4,8,255,65,76116,135,273,33,423,138,City
40,77,2,252,123,4,6,129,37,48910,26,52,16.030001,173,26,City
33,68,3,563,280,5,8,283,35,79925,170,343,36.599998,414,173,City
34,82,6,1622,779,5,11,843,48,79924,682,1404,96.690002,1086,722,City
171,328,0,369,190,0,0,179,157,33304,15,30,21,347,15,City
9,21,9,571,285,17,26,286,12,90026,255,513,27,490,258,City
22,53,202,750,361,181,383,389,31,77479,32,66,47.150002,79,34,City
67,148,8,873,442,16,24,431,81,77036,345,668,70.610001,794,323,City
4,7,1,659,321,0,1,338,3,77076,308,636,39.080002,615,328,City
108,233,1,552,242,0,1,310,125,77045,131,315,36.450001,485,184,City
8,20,3,411,190,3,6,221,12,64503,11,20,27.889999,167,9,City
12,33,3,717,312,3,6,405,21,77043,270,623,58.700001,526,353,City
14,24,0,709,337,1,1,372,10,85009,315,670,32,567,355,City
39,87,17,573,262,16,33,311,48,80013,77,157,31.360001,175,80,City
30,71,5,476,221,2,7,255,41,75605,45,81,33.220001,194,36,City
37,84,7,1104,531,0,7,573,47,85201,319,645,54.5,739,326,City
170,322,1,445,226,0,1,219,152,39206,3,6,24.299999,445,3,City
29,63,12,523,229,13,25,294,34,79707,112,245,33.619999,176,133,City
4,14,4,573,291,6,10,282,10,76904,141,267,31,195,126,City
53,123,5,635,309,17,22,326,70,45208,8,15,34.799999,70,7,City
28,72,8,826,373,7,15,453,44,78213,302,669,55.380001,642,367,City
6,15,12,538,271,7,19,267,9,78257,150,276,37.950001,70,126,City
13,31,3,369,186,2,5,183,18,58504,15,32,29.32,156,17,City
36,75,20,1248,623,24,44,625,39,51103,242,477,79.019997,732,235,City
39,79,9,569,254,5,14,315,40,85307,151,363,32,267,212,City
21,35,5,621,303,3,8,318,14,85006,260,534,32.25,534,274,City
21,52,0,504,248,1,1,256,31,85042,215,424,27,393,209,City
3,5,1,164,72,1,2,92,2,84102,28,52,17.07,66,24,City
26,38,6,358,159,7,13,199,12,83705,17,50,19.15,242,33,City
7,11,10,572,265,19,29,307,4,85258,26,52,38.799999,28,26,City
3,6,0,89,54,1,1,35,3,22903,5,5,12.82,19,0,City
5,14,11,680,320,17,28,360,9,68516,23,43,40.450001,70,20,City
308,401,1,494,376,1,2,118,93,36603,6,9,25,298,3,City
142,276,4,383,199,6,10,184,134,24016,13,22,25.799999,380,9,City
19,47,5,353,164,10,15,189,28,68116,10,22,19.200001,84,12,City
162,297,0,305,165,0,0,140,135,23504,2,3,22.43,302,1,City
101,233,59,1021,486,52,111,535,132,23464,65,134,61.5,300,69,City
166,330,2,592,281,0,2,311,164,34470,33,90,39,475,57,City
69,142,16,2621,1281,17,33,1340,73,92411,1151,2356,100.089996,2291,1205,City
106,225,7,941,476,9,16,465,119,92395,294,582,38,778,288,City
71,138,31,621,307,38,69,314,67,98408,68,149,38.799999,403,81,City
6,8,1,228,102,0,1,126,2,59102,9,15,22.610001,79,6,City
64,125,9,454,221,13,22,233,61,98405,35,77,28.309999,300,42,City
10,14,9,1292,666,12,21,626,4,97321,82,164,58.759998,305,82,City
1,2,7,411,196,3,10,215,1,82604,24,44,23.02,102,20,City
279,550,3,1540,771,7,10,769,271,40505,174,363,91.300003,781,189,City
314,314,0,723,723,33,33,0,0,40214,109,109,48.599998,528,0,City
126,283,2,346,161,2,4,185,157,11236,19,35,29,253,16,City
12,24,6,496,238,7,13,258,12,85635,92,193,25,153,101,City
337,677,7,761,379,11,18,382,340,21206,6,17,50,761,11,City
48,96,15,391,188,8,23,203,48,99501,32,59,28.07,357,27,City
28,55,17,298,130,13,30,168,27,11208,82,194,19.700001,252,112,City
72,120,3,275,158,2,5,117,48,97203,41,71,18,241,30,City
48,109,43,741,356,32,75,385,61,76177,86,169,50.5,159,83,City
24,35,0,214,107,0,0,107,11,85713,72,153,19.01,181,81,City
110,189,23,3138,1602,30,53,1536,79,85705,1091,2164,155.850006,1349,1073,City
4,8,0,72,33,0,0,39,4,85719,22,47,8.8,44,25,City
128,272,1,716,338,4,5,378,144,76112,196,408,46.82,655,212,City
0,1,0,16,7,0,0,9,1,91342,5,10,3.5,13,5,City
1,12,0,74,15,0,0,59,11,32905,1,11,4.5,54,10,City
258,451,4,603,342,5,9,261,193,43227,35,63,37.200001,291,28,City
245,493,83,3187,1539,62,145,1648,248,89131,428,867,112,926,439,City
19,37,2,674,345,6,8,329,18,89110,296,576,34,658,280,City
55,108,6,389,183,3,9,206,53,89130,81,175,23,370,94,City
20,65,1,195,95,2,3,100,45,49017,10,22,8.6,144,12,City
22,48,0,930,467,0,0,463,26,77020,442,873,61.52,681,431,City
84,116,19,874,521,24,43,353,32,16508,37,58,51,871,21,City
0,0,0,120,53,0,0,67,0,10033,53,120,10.01,114,67,City
70,182,21,994,456,16,37,535,112,97203,169,351,58.580002,562,182,City
91,179,10,348,177,3,13,171,88,32277,23,46,17,243,23,City
10,13,0,93,66,0,0,27,3,2909,43,63,7,84,20,City
153,366,20,801,324,9,29,477,213,32221,40,105,45,436,65,City
18,29,6,350,183,11,17,167,11,17603,89,160,26.5,350,71,City
237,521,58,1430,636,38,96,794,284,32225,73,168,78,602,95,City
355,512,80,1117,725,103,183,392,157,32209,55,93,50,438,38,City
64,234,39,395,114,15,54,281,170,11411,21,66,28.02,308,45,City
31,67,1,926,464,6,7,462,36,29582,76,125,52.5,375,49,City
38,88,5,230,86,4,9,144,50,48089,0,3,30.5,139,3,City
37,78,1,239,115,1,2,124,41,13905,25,45,26.5,163,20,City
1,1,1,209,103,3,4,106,0,97703,19,36,12,74,17,City
25,59,0,74,32,0,0,42,34,77004,7,14,3.75,62,7,City
1,3,0,1308,624,2,2,684,2,79907,613,1291,82.910004,1161,678,City
111,239,0,251,117,0,0,134,128,19121,3,7,25.700001,250,4,City
150,343,0,350,151,1,1,199,193,48221,0,2,28,300,2,City
29,92,1,109,38,1,2,71,63,11207,8,14,7,97,6,City
44,93,103,810,397,113,216,413,49,19115,35,68,41.5,810,33,City
13,26,1,826,416,4,5,410,13,78212,324,660,57.93,421,336,City
0,0,2,185,80,4,6,105,0,83202,6,18,7.6,3,12,City
35,72,0,310,166,2,2,144,37,28806,27,36,27.42,147,9,City
111,231,1,458,230,0,1,228,120,75601,82,148,30.52,370,66,City
1,3,1,181,103,1,2,78,2,90011,100,175,9.7,154,75,City
19,39,14,406,206,11,25,200,20,90066,57,109,22,88,52,City
15,42,3,518,246,4,7,272,27,48150,13,28,34.5,193,15,City
31,50,2,257,136,3,5,121,19,2907,95,189,24,169,94,City
1,1,0,42,14,0,0,28,0,84404,3,11,0.56,22,8,City
0,0,0,18,9,0,0,9,0,95615,2,4,1,10,2,Town
21,44,7,1159,533,3,10,626,23,65301,99,217,76.150002,667,118,Town
0,2,1,822,411,1,2,411,2,83858,11,31,43.5,124,20,Town
16,25,2,534,275,0,2,259,9,24273,5,11,33.5,474,6,Town
115,228,1,827,393,1,2,434,113,77445,241,510,56.779999,749,269,Town
5,9,1,522,269,2,3,253,4,78028,74,156,32.169998,198,82,Town
0,0,0,690,355,2,2,335,0,97071,283,557,32.970001,478,274,Town
3,6,4,751,386,4,8,365,3,15522,1,2,46.200001,285,1,Town
11,21,1,630,322,3,4,308,10,76528,71,147,43.639999,317,76,Town
9,25,3,405,195,1,4,210,16,75169,56,104,24.280001,243,48,Town
0,0,1,439,201,0,1,238,0,59047,9,21,32.34,105,12,Town
0,1,0,175,99,0,0,76,1,78370,91,158,13.13,118,67,Town
17,29,9,486,220,6,15,266,12,92342,85,206,21,214,121,Town
77,156,3,542,259,2,5,283,79,36078,11,19,33,216,8,Town
8,14,5,754,364,5,10,390,6,78840,306,643,46.389999,375,337,Town
89,211,8,354,154,3,11,200,122,27893,25,39,24.299999,351,14,Town
0,6,0,516,248,2,2,268,6,16866,4,5,43.299999,159,1,Town
10,22,2,591,294,1,3,297,12,49307,6,15,27.940001,256,9,Town
1,1,2,489,223,0,2,266,0,16438,1,7,35.200001,478,6,Town
5,8,0,450,225,0,0,225,3,49333,6,16,21,133,10,Town
7,13,1,568,276,0,1,292,6,43452,48,91,33,195,43,Town
3,8,2,399,192,0,2,207,5,66749,8,15,26.6,137,7,Town
184,366,3,643,316,2,5,327,182,27828,26,58,40.630001,640,32,Town
34,46,0,190,117,0,0,73,12,31533,19,30,12.4,154,11,Town
0,0,0,133,52,1,1,81,0,57532,1,4,10.65,21,3,Town
18,31,0,71,37,0,0,34,13,75110,18,39,3,53,21,Town
0,1,0,100,35,0,0,65,1,95619,4,14,7.03,61,10,Town
77,166,0,504,250,1,1,254,89,29020,18,35,36,217,17,Town
0,0,0,0,0,0,0,0,0,16301,0,0,16,2,0,Town
1,2,1,437,212,2,3,225,1,79360,109,203,32,210,94,Town
1,3,0,427,197,2,2,230,2,76531,41,90,34.900002,205,49,Town
0,0,0,177,95,0,0,82,0,57747,3,9,13.69,47,6,Town
0,0,1,228,112,0,1,116,0,48892,3,4,14.31,116,1,Town
1,2,2,472,244,0,2,228,1,86324,50,91,23,160,41,Town
335,644,1,757,389,1,2,368,309,39083,35,70,30.1,757,35,Town
6,12,3,374,176,1,4,198,6,49783,1,1,27.34,191,0,Town
221,473,3,1274,623,3,6,651,252,42240,33,65,62.200001,793,32,Town
18,46,0,350,143,1,1,207,28,75561,13,30,30.67,163,17,Town
13,33,1,787,412,1,2,375,20,68661,367,681,54.75,490,314,Town
90,211,0,442,202,0,0,240,121,28345,25,52,30,435,27,Town
0,0,0,97,50,0,0,47,0,87571,27,48,8.25,97,21,Town
51,86,2,526,265,1,3,261,35,77864,91,195,37.330002,354,104,Town
7,12,0,119,59,0,0,60,5,35740,3,5,7.33,75,2,Town
0,3,2,431,264,0,2,167,3,78840,254,409,15.7,236,155,Town
16,21,1,735,373,4,5,362,5,79007,161,322,61.529999,307,161,Town
0,1,0,413,194,0,0,219,1,97818,150,316,23.059999,297,166,Town
3,8,1,350,171,7,8,179,5,14760,2,6,31.34,181,4,Town
1,1,1,293,157,1,2,136,0,13101,4,6,31.030001,132,2,Town
0,3,0,300,151,1,1,149,3,44062,0,0,19,106,0,Town
1,2,1,489,249,1,2,240,1,95370,45,73,21.700001,184,28,Town
2,2,1,446,226,2,3,220,0,49712,7,11,24.34,184,4,Town
38,77,2,405,208,2,4,197,39,28092,71,135,32,402,64,Town
1,2,1,218,106,1,2,112,1,14787,7,9,13.01,85,2,Town
4,5,1,219,112,0,1,107,1,68310,11,15,14.75,119,4,Town
0,0,0,352,163,0,0,189,0,86504,0,0,18,218,0,Town
1,1,0,120,54,3,3,66,0,99664,2,6,9.76,30,4,Rural
0,0,0,50,29,0,0,21,0,99781,0,0,4.33,49,0,Rural
21,34,0,258,126,0,0,132,13,36474,1,4,17.540001,123,3,Rural
5,15,1,576,268,0,1,308,10,35976,13,34,33.259998,358,21,Rural
17,37,0,456,218,4,4,238,20,35054,8,12,25.5,170,4,Rural
95,182,2,741,375,1,3,366,87,36312,14,18,42,350,4,Rural
19,37,1,743,350,1,2,393,18,36022,6,8,42,303,2,Rural
0,0,0,97,40,0,0,57,0,86514,0,0,6.48,50,0,Rural
0,3,0,258,120,1,1,138,3,86327,35,67,16,110,32,Rural
0,0,0,30,16,0,0,14,0,92283,6,10,1,27,4,Rural
0,0,1,64,23,2,3,41,0,93615,21,59,5,53,38,Rural
88,168,3,711,347,2,5,364,80,32347,6,20,43,420,14,Rural
13,31,1,154,61,0,1,93,18,33850,25,65,20,58,40,Rural
62,124,22,1934,980,19,41,954,62,34997,315,648,99,795,333,Rural
2,3,3,430,207,2,5,223,1,30546,14,26,39.400002,239,12,Rural
121,235,0,611,313,0,0,298,114,30457,13,22,40.299999,611,9,Rural
2,4,0,421,212,0,0,209,2,30113,5,12,33.5,299,7,Rural
5,17,3,681,337,1,4,344,12,30014,31,55,44.599998,202,24,Rural
56,104,0,348,165,0,0,183,48,31519,18,44,23.200001,283,26,Rural
2,14,2,422,185,1,3,237,12,30105,11,26,30.4,287,15,Rural
0,0,0,123,61,0,0,62,0,83352,26,58,8.81,64,32,Rural
0,0,0,170,85,1,1,85,0,83604,25,54,13.18,74,29,Rural
2,2,0,506,226,1,1,280,0,83328,37,77,29.5,109,40,Rural
18,39,4,496,226,1,5,270,21,42101,17,40,32.700001,271,23,Rural
0,0,0,301,149,0,0,152,0,49749,3,7,17.58,184,4,Rural
0,0,0,140,63,0,0,77,0,49756,3,5,9.17,81,2,Rural
3,4,0,434,214,0,0,220,1,49328,6,13,24.110001,154,7,Rural
3,5,2,785,375,2,4,410,2,48114,13,25,39.799999,110,12,Rural
1,3,0,408,196,2,2,212,2,48881,11,17,19.5,113,6,Rural
1,1,2,277,120,1,3,157,0,49034,12,32,17.110001,102,20,Rural
4,9,2,345,177,0,2,168,5,48117,9,22,19.209999,168,13,Rural
20,42,5,512,238,0,5,274,22,49031,13,32,23.290001,314,19,Rural
24,66,29,1809,869,38,67,940,42,55044,70,141,84.540001,159,71,Rural
0,0,0,139,59,0,0,80,0,65629,1,1,11.7,75,0,Rural
0,0,0,68,29,1,1,39,0,59344,0,0,8.85,18,0,Rural
0,0,1,132,53,1,2,79,0,59833,3,5,7.06,29,2,Rural
0,0,0,30,18,0,0,12,0,59068,0,1,3,5,1,Rural
0,0,0,62,36,0,0,26,0,59937,3,6,5.24,25,3,Rural
9,14,2,474,239,3,5,235,5,28906,16,23,39.84,471,7,Rural
61,129,0,612,273,1,1,339,68,28328,148,334,44.919998,609,186,Rural
9,17,21,657,340,27,48,317,8,28173,17,28,41,13,11,Rural
179,377,8,1446,688,7,15,758,198,28301,70,150,82.459999,670,80,Rural
31,74,0,265,123,0,0,142,43,27884,17,33,23.059999,140,16,Rural
10,24,5,989,474,3,8,515,14,28092,31,60,47.59,146,29,Rural
85,175,1,548,282,2,3,266,90,27549,68,113,32.5,314,45,Rural
23,50,0,384,179,1,1,205,27,28327,15,27,25.65,194,12,Rural
1,2,0,142,63,0,0,79,1,27022,2,4,11.67,59,2,Rural
0,0,0,50,23,0,0,27,0,69142,2,5,7.27,19,3,Rural
1,4,0,377,193,0,0,184,3,68352,16,24,36.630001,138,8,Rural
1,2,0,255,127,0,0,128,1,68301,0,0,19.129999,25,0,Rural
1,2,0,159,79,1,1,80,1,69151,9,15,13.3,51,6,Rural
0,0,0,93,45,0,0,48,0,88434,22,52,7.47,58,30,Rural
0,2,0,335,152,0,0,183,2,14880,1,3,37.02,167,2,Rural
1,2,0,602,269,0,0,333,1,12090,7,10,47.009998,269,3,Rural
0,0,1,323,167,2,3,156,0,14111,7,17,28.709999,101,10,Rural
0,1,0,257,138,0,0,119,1,14716,21,36,27.01,130,15,Rural
1,2,1,426,199,1,2,227,1,14042,10,15,30.24,238,5,Rural
0,2,0,280,136,1,1,144,2,14517,2,3,25.01,108,1,Rural
1,6,3,312,69,0,3,243,5,13114,1,9,19.08,158,8,Rural
0,0,0,134,58,0,0,76,0,44611,4,8,6,47,4,Rural
0,0,0,215,106,1,1,109,0,44827,1,1,13.02,57,0,Rural
0,0,4,369,178,3,7,191,0,44233,3,8,19.129999,29,5,Rural
8,19,2,539,224,2,4,315,11,45356,7,17,24,229,10,Rural
1,1,3,633,320,0,3,313,0,45784,8,15,32.349998,195,7,Rural
1,1,0,762,354,1,1,408,0,45113,4,8,36.5,124,4,Rural
2,2,0,224,119,1,1,105,0,97112,31,50,14.91,98,19,Rural
1,1,5,368,185,0,5,183,0,97603,28,48,16.49,211,20,Rural
0,0,0,207,99,0,0,108,0,97358,1,5,11.7,89,4,Rural
0,1,3,408,188,2,5,220,1,18431,13,30,33.189999,190,17,Rural
4,7,1,322,168,3,4,154,3,17320,3,6,24.33,62,3,Rural
3,3,0,487,219,0,0,268,0,17747,3,7,47.5,255,4,Rural
1,5,0,361,178,1,1,183,4,15052,3,8,33.099998,106,5,Rural
1,2,0,306,151,1,1,155,1,15845,0,3,23.65,152,3,Rural
7,11,10,1001,481,7,17,520,4,17019,7,20,68.830002,159,13,Rural
124,242,1,633,319,3,4,314,118,29461,22,45,37,398,23,Rural
22,42,0,728,337,0,0,391,20,29720,4,20,41,348,16,Rural
0,0,0,69,37,0,0,32,0,57355,2,2,9.27,20,0,Rural
0,0,0,32,18,0,0,14,0,57382,0,0,2.25,0,0,Rural
0,1,0,59,30,0,0,29,1,57472,0,0,7.57,6,0,Rural
0,0,0,173,67,0,0,106,0,57058,5,11,10.43,34,6,Rural
0,0,0,219,99,2,2,120,0,76856,36,75,17.65,86,39,Rural
0,0,0,306,120,0,0,186,0,78880,89,235,24.02,164,146,Rural
29,67,1,281,122,2,3,159,38,75844,13,30,17.68,200,17,Rural
4,9,0,260,127,1,1,133,5,76825,61,126,26.15,151,65,Rural
1,4,1,224,125,2,3,99,3,76821,56,112,18.52,120,56,Rural
2,4,0,306,151,0,0,155,2,77991,46,94,20.15,91,48,Rural
1,3,0,235,120,0,0,115,2,78650,43,102,16.83,125,59,Rural
60,134,7,626,286,2,9,340,74,77833,119,245,46,391,126,Rural
