@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N35-F1-weka.filters.unsupervised.attribute.Remove-R3,5,8-13,15,47-weka.filters.unsupervised.attribute.Remove-V-R4,6,11,17,19,30,43,44,45,46,47,48,49,52,61,37-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N3-F1'

@attribute STABR {AK,AL,AR,AS,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY,BI,GU}
@attribute LZIP numeric
@attribute FRELCH numeric
@attribute G03 numeric
@attribute G05 numeric
@attribute BL numeric
@attribute ASALM numeric
@attribute ASALF numeric
@attribute HIALM numeric
@attribute HIALF numeric
@attribute BLALM numeric
@attribute BLALF numeric
@attribute WHALM numeric
@attribute HPALF numeric
@attribute AS numeric
@attribute ULOCALE {City,Suburb,Town,Rural}

@data
FL,33193,368,71,85,8,8,6,228,206,4,4,8,3,14,Suburb
OH,45315,201,0,0,168,9,8,6,15,89,79,286,5,17,Suburb
FL,32839,5,0,0,10,0,0,2,0,8,2,0,0,0,Suburb
OH,43935,358,0,0,33,2,2,2,5,18,15,175,0,4,Suburb
FL,32809,551,166,121,150,5,5,324,317,86,64,12,1,10,Suburb
OR,97478,464,0,0,8,4,5,101,77,6,2,500,4,9,Suburb
OR,97222,158,48,52,15,3,3,38,32,10,5,96,7,6,Suburb
OR,97116,292,86,0,7,1,0,125,133,4,3,112,1,1,Suburb
FL,32404,370,91,114,42,5,2,13,16,22,20,260,0,7,Suburb
PA,18014,202,103,91,28,2,2,38,45,20,8,189,0,4,Suburb
FL,33455,342,107,100,80,3,2,103,77,40,40,159,0,5,Suburb
FL,33952,408,74,108,89,5,8,76,70,46,43,184,2,13,Suburb
FL,34202,501,0,0,140,14,25,173,175,81,59,254,2,39,Suburb
PA,18901,45,51,82,2,7,8,12,10,1,1,185,0,15,Suburb
PA,19312,66,0,255,23,152,120,10,13,9,14,365,0,272,Suburb
PA,19086,106,93,79,24,36,36,20,10,6,18,200,0,72,Suburb
PA,19464,287,0,0,89,5,8,39,31,47,42,260,0,13,Suburb
PA,15238,85,116,103,14,30,38,19,19,10,4,265,0,68,Suburb
PA,15122,175,51,0,36,0,0,1,1,18,18,60,0,0,Suburb
PA,15301,839,130,98,205,0,3,17,21,98,107,209,0,3,Suburb
PA,19607,274,0,0,57,7,3,81,78,29,28,230,0,10,Suburb
FL,33563,271,71,64,176,22,27,55,61,92,84,62,0,49,Suburb
PA,17331,202,97,111,7,5,2,19,17,5,2,239,1,7,Suburb
RI,2842,163,0,152,37,14,17,43,35,16,21,233,0,31,Suburb
FL,33578,252,96,91,98,9,3,93,80,47,51,113,1,12,Suburb
SC,29461,489,213,202,316,1,4,21,26,158,158,193,0,5,Suburb
SC,29036,64,191,0,26,16,18,14,19,13,13,390,0,34,Suburb
FL,33777,560,0,0,101,27,24,105,73,60,41,429,3,51,Suburb
AL,35476,28,1,5,41,0,0,8,2,29,12,61,0,0,Suburb
GA,30180,187,64,70,220,12,15,22,24,114,106,95,1,27,Suburb
GA,30248,288,100,106,429,12,6,42,39,207,222,49,1,18,Suburb
GA,30238,792,139,161,637,14,8,81,78,314,323,4,0,22,Suburb
GA,30263,352,81,83,212,8,6,75,68,116,96,62,0,14,Suburb
GA,30034,406,109,126,731,0,1,5,12,366,365,1,0,1,Suburb
GA,30518,209,0,0,70,14,17,125,92,38,32,193,0,31,Suburb
TX,78734,204,0,0,13,29,29,156,145,7,6,375,0,58,Suburb
TX,77627,499,0,0,128,60,51,201,168,69,59,422,0,111,Suburb
GA,30223,459,78,91,313,2,2,41,34,168,145,89,0,4,Suburb
TX,76226,15,65,72,16,9,15,29,25,7,9,131,1,24,Suburb
TX,75407,388,92,94,77,4,6,180,164,43,34,128,0,10,Suburb
TX,75040,403,70,109,69,14,12,190,167,39,30,27,0,26,Suburb
TX,75044,112,47,47,50,20,25,52,30,26,24,71,0,45,Suburb
GA,30736,304,0,0,17,4,6,19,12,7,10,359,0,10,Suburb
TX,76036,264,93,0,97,6,5,126,121,45,52,80,0,11,Suburb
TX,79928,541,180,182,21,1,2,485,435,11,10,26,2,3,Suburb
TX,77065,673,131,169,284,35,40,221,200,129,155,69,2,75,Suburb
TX,77581,400,147,0,88,33,18,266,243,43,45,72,0,51,Suburb
TX,77471,1238,0,0,246,6,9,610,617,129,117,82,0,15,Suburb
TX,77095,574,125,126,203,34,26,223,218,116,87,71,0,60,Suburb
TX,77086,496,102,113,80,15,13,242,242,42,38,13,1,28,Suburb
GA,30506,474,0,0,22,5,7,253,217,10,12,214,0,12,Suburb
GA,31404,511,0,0,684,2,1,15,13,319,365,21,1,3,Suburb
TX,78589,2104,0,0,2,1,0,1137,1087,1,1,6,0,1,Suburb
TX,78244,441,96,113,102,2,1,210,200,50,52,35,1,3,Suburb
AZ,85381,212,89,90,34,12,9,143,135,15,19,240,2,21,Suburb
UT,84014,70,64,54,2,1,5,16,14,2,0,229,0,6,Suburb
UT,84003,63,65,76,6,1,0,39,42,4,2,208,1,1,Suburb
UT,84124,280,0,0,39,29,36,78,64,21,18,641,7,65,Suburb
ID,83616,56,66,89,0,1,0,16,12,0,0,141,0,1,Suburb
VA,22812,233,0,0,14,1,10,81,72,11,3,396,0,11,Suburb
VA,23233,494,0,0,244,54,45,102,111,126,118,257,0,99,Suburb
VA,23135,217,0,0,130,14,23,66,79,58,72,489,1,37,Suburb
IL,60085,245,90,75,77,2,5,161,170,47,30,15,1,7,Suburb
VA,22303,231,57,58,50,8,10,133,131,31,19,19,1,18,Suburb
VA,20176,104,85,108,58,26,25,73,55,33,25,158,2,51,Suburb
IN,46545,568,0,0,351,95,116,114,138,149,202,1405,3,211,Suburb
WA,98502,169,64,53,6,6,2,22,25,3,3,144,6,8,Suburb
WA,98168,263,100,90,120,58,64,65,76,61,59,34,7,122,Suburb
WA,98372,139,39,45,5,12,6,45,34,3,2,84,2,18,Suburb
KY,41102,362,0,0,3,2,0,2,7,2,1,320,4,2,Suburb
MI,48203,170,0,0,125,0,0,3,0,116,9,37,0,0,Suburb
MD,21108,608,0,0,768,56,49,148,136,372,396,482,9,105,Suburb
MD,20706,769,0,0,627,20,17,272,243,307,320,17,2,37,Suburb
ID,83854,169,86,89,4,1,2,13,14,4,0,195,1,3,Suburb
TX,77385,400,0,0,129,15,22,221,204,63,66,273,0,37,Suburb
GA,30024,68,0,0,114,460,466,67,89,50,64,836,0,926,Suburb
PA,15683,205,0,0,7,1,1,1,1,5,2,202,0,2,Suburb
CA,90242,140,0,0,51,1,0,66,18,38,13,3,0,1,Suburb
MI,48240,82,6,8,50,1,0,3,3,34,16,57,0,1,Suburb
VA,23060,296,0,0,317,109,100,42,60,172,145,557,0,209,Suburb
MI,48225,24,0,0,29,0,0,0,0,14,15,1,0,0,Suburb
UT,84045,62,91,96,5,3,0,30,25,3,2,339,2,3,Suburb
NY,12553,27,0,0,21,0,1,12,7,11,10,15,0,1,Suburb
NY,11550,140,0,0,91,0,2,181,157,45,46,1,0,2,Suburb
MI,48066,88,20,11,86,0,0,5,3,45,41,6,0,0,Suburb
MI,48035,192,58,85,60,5,8,11,7,36,24,207,0,13,Suburb
MI,48094,142,0,0,14,9,3,34,37,5,9,273,1,12,Suburb
SC,29615,78,0,0,28,0,1,4,2,21,7,201,0,1,Suburb
MI,48302,23,75,0,31,13,17,5,5,22,9,158,0,30,Suburb
PA,19050,195,41,40,288,1,2,3,5,137,151,8,0,3,Suburb
TX,75022,26,96,107,11,58,56,29,34,5,6,181,3,114,Suburb
GA,30096,269,0,0,314,80,56,102,87,168,146,82,0,136,Suburb
MI,48323,147,0,0,173,27,26,4,3,102,71,121,1,53,Suburb
FL,33147,81,0,0,150,0,0,6,11,95,55,0,0,0,Suburb
PA,15644,406,0,0,64,0,0,7,2,39,25,145,0,0,Suburb
MI,48138,58,0,0,8,8,14,19,11,2,6,259,0,22,Suburb
MI,48146,766,0,0,164,5,1,300,251,81,83,266,0,6,Suburb
MI,48170,115,0,0,72,45,45,27,26,37,35,334,1,90,Suburb
NY,10456,229,0,0,101,0,0,75,61,60,41,3,0,0,City
FL,33616,301,0,0,136,4,7,60,57,70,66,63,0,11,City
NY,10466,421,111,119,484,6,2,67,63,254,230,4,0,8,City
NY,11205,229,45,48,130,5,2,57,57,69,61,4,0,7,City
NY,11221,195,0,0,177,1,0,24,24,84,93,1,0,1,City
AL,35405,280,76,84,393,2,9,8,6,195,198,50,1,11,City
NY,11235,306,0,0,165,16,12,54,23,113,52,31,1,28,City
NY,11235,347,0,0,234,15,4,80,21,174,60,38,0,19,City
NY,10021,292,0,0,103,11,10,120,129,46,57,16,2,21,City
NY,10004,315,0,0,26,122,197,27,49,11,15,86,1,319,City
NY,10035,378,75,91,116,4,5,188,133,61,55,12,0,9,City
AR,72756,366,99,112,5,3,1,155,146,2,3,155,4,4,City
NY,11101,349,0,0,13,17,23,190,224,7,6,19,0,40,City
SD,57105,233,0,0,93,13,9,35,45,38,55,439,0,22,City
TX,77072,42,0,0,24,0,0,21,8,18,6,3,0,0,City
AZ,86404,201,57,66,1,1,1,45,51,0,1,158,1,2,City
NY,10306,236,67,59,13,33,35,57,56,7,6,79,0,68,City
NC,28217,3,44,44,14,108,107,5,6,6,8,62,0,215,City
NC,28270,125,0,0,170,112,95,65,87,93,77,668,4,207,City
GA,30005,88,0,0,131,215,196,54,63,73,58,232,1,411,City
TX,78702,150,42,41,31,1,6,89,103,19,12,24,0,7,City
TX,78722,146,74,56,67,7,6,59,68,32,35,127,0,13,City
CA,94080,247,84,63,6,12,9,178,169,3,3,5,2,21,City
TX,77701,442,66,85,76,6,2,188,191,43,33,6,0,8,City
TX,78520,543,73,78,1,1,2,292,267,1,0,3,0,3,City
NC,27407,422,77,65,167,14,8,88,79,86,81,29,0,22,City
AZ,85282,57,51,64,21,10,16,64,74,8,13,109,2,26,City
NY,11372,311,25,55,34,59,45,168,190,16,18,22,2,104,City
TX,76164,335,0,0,9,0,0,187,164,5,4,7,0,0,City
TX,75023,82,89,88,52,92,64,43,43,26,26,123,0,156,City
TX,75220,637,96,113,17,0,0,322,297,11,6,3,0,0,City
TX,75208,1594,0,0,44,2,3,944,1003,18,26,7,1,5,City
NC,28540,523,0,0,359,13,6,91,69,172,187,283,1,19,City
TX,75081,248,37,28,119,43,39,53,39,58,61,62,0,82,City
AZ,85019,744,0,230,64,16,17,367,347,33,31,28,1,33,City
TX,76012,1684,0,0,956,48,46,586,533,502,454,284,2,94,City
TX,76164,1124,0,0,37,2,7,579,579,13,24,14,0,9,City
CA,94589,74,0,0,53,6,1,29,22,24,29,8,2,7,City
NC,27614,280,102,116,221,19,10,73,62,116,105,119,1,29,City
TX,79936,483,0,0,8,4,4,384,334,4,4,6,1,8,City
CA,93003,604,0,0,29,40,41,496,446,14,15,375,3,81,City
MO,64119,188,54,72,48,7,5,31,22,24,24,107,4,12,City
TX,77053,967,0,0,602,0,2,340,304,314,288,3,0,2,City
TX,77037,587,0,0,47,0,1,327,320,33,14,6,0,1,City
TX,77520,708,0,0,147,1,5,340,322,74,73,64,0,6,City
TX,77009,501,0,0,74,7,2,361,343,37,37,85,1,9,City
TX,77011,325,50,72,6,0,0,170,164,6,0,1,0,0,City
TX,77587,578,117,0,34,2,2,309,297,17,17,6,0,4,City
TX,77381,75,150,0,43,39,36,67,51,28,15,231,0,75,City
CO,80012,784,0,0,328,35,28,469,400,170,158,101,7,63,City
TX,78046,452,74,74,2,0,0,314,239,0,2,3,0,0,City
TX,79412,199,0,0,17,0,0,84,82,6,11,16,0,0,City
TX,78539,378,75,72,1,0,0,222,195,1,0,0,0,0,City
NC,27105,507,77,94,293,1,0,60,56,159,134,34,0,1,City
GA,31602,1138,0,0,699,14,11,47,43,338,361,144,0,25,City
MS,39213,304,56,35,301,0,0,0,0,156,145,0,0,0,City
CO,80210,704,0,0,236,53,65,261,263,112,124,320,3,118,City
TX,78228,433,94,82,35,2,0,250,235,17,18,14,1,2,City
TX,78201,518,65,87,6,0,0,302,293,3,3,9,0,0,City
IA,52402,351,0,0,95,11,15,41,33,49,46,295,2,26,City
TX,77901,269,64,70,47,0,0,157,119,20,27,23,0,0,City
TX,76301,48,0,0,10,2,0,8,13,4,6,7,0,2,City
FL,34286,486,133,156,75,3,3,78,67,44,31,323,0,6,City
UT,84601,282,71,84,2,0,1,80,93,2,0,148,8,1,City
MI,49512,270,84,84,225,27,21,53,55,104,121,169,0,48,City
FL,33909,396,183,157,60,7,5,219,185,32,28,263,0,12,City
FL,32118,220,77,88,58,3,3,23,28,31,27,158,0,6,City
VA,24503,502,0,0,279,1,2,22,10,159,120,115,0,3,City
AZ,85029,1197,145,180,103,3,2,582,534,51,52,51,0,5,City
IL,60618,1970,0,0,357,239,241,812,1011,127,230,824,12,480,City
NE,68022,17,58,85,6,1,0,2,5,3,3,190,0,1,City
VA,23505,210,66,47,197,11,3,30,32,110,87,29,0,14,City
VA,23456,43,74,86,38,16,17,20,23,15,23,145,1,33,City
NE,68132,573,0,0,293,55,44,80,79,146,147,139,0,99,City
CA,92628,1254,1,10,36,22,11,756,454,22,14,138,4,33,City
CA,92395,1503,0,0,389,17,15,655,534,202,187,82,6,32,City
WA,98682,301,137,127,14,14,11,87,65,10,4,209,11,25,City
WA,98126,512,0,0,226,95,91,163,136,116,110,124,3,186,City
NJ,7103,47,0,0,42,0,0,12,6,32,10,1,0,0,City
OR,97321,101,61,66,2,5,3,13,4,1,1,155,0,8,City
KS,67212,380,89,104,45,4,2,88,80,23,22,148,1,6,City
OR,97701,468,0,0,21,11,16,133,137,8,13,652,3,27,City
OR,97401,270,82,105,13,7,6,53,30,7,6,205,3,13,City
NY,10001,200,0,0,92,0,1,76,93,34,58,2,0,1,City
OR,97526,275,73,81,1,4,4,33,39,0,1,180,0,8,City
CA,95818,1202,0,0,222,195,214,505,517,98,124,242,14,409,City
CA,92127,248,0,0,37,456,472,98,120,21,16,500,5,928,City
NY,10003,345,0,0,156,4,15,64,169,45,111,10,0,19,City
CA,95822,321,0,0,121,40,36,96,99,64,57,23,8,76,City
OR,97218,354,80,72,72,7,6,94,95,36,36,61,4,13,City
AZ,85730,326,59,71,54,4,3,114,130,28,26,46,0,7,City
AZ,85710,285,60,69,39,7,2,117,103,17,22,85,2,9,City
NY,11694,341,71,79,117,16,12,112,128,54,63,50,2,28,City
SD,57110,80,110,0,40,7,10,12,8,20,20,226,0,17,City
UT,84604,6,291,271,8,2,3,45,51,5,3,1024,5,5,City
GA,31407,510,198,211,664,69,66,107,74,323,341,315,1,135,City
NY,10034,754,0,90,45,2,2,464,384,29,16,2,0,4,City
FL,32503,174,114,117,89,12,9,17,24,46,43,220,0,21,City
CA,95207,110,0,0,22,13,15,48,92,11,11,8,0,28,City
NV,89107,1948,0,0,459,33,35,1091,938,250,209,84,15,68,City
NY,11213,240,0,0,227,4,8,16,31,54,173,3,1,12,City
NV,89511,194,144,144,17,46,46,98,87,5,12,270,4,92,City
AL,35222,735,86,90,666,0,0,46,53,351,315,8,1,0,City
MI,48221,353,42,25,365,0,0,0,0,190,175,1,0,0,City
NY,10026,827,97,103,825,3,8,138,128,382,443,13,4,11,City
AL,36830,308,0,0,403,101,109,37,30,196,207,588,0,210,City
NY,10473,169,35,33,123,3,7,57,68,52,71,1,0,10,City
TX,78212,65,72,75,9,11,4,98,123,6,3,102,0,15,City
MI,48374,12,0,0,3,2,2,1,0,2,1,16,0,4,City
PA,17110,708,0,220,452,13,8,97,92,244,208,14,0,21,City
FL,34288,295,125,120,50,7,4,61,67,21,29,287,1,11,City
NY,12180,310,50,69,120,2,1,35,36,70,50,60,1,3,City
NC,27713,659,185,196,589,13,16,113,127,281,308,657,0,29,City
TX,78753,112,0,0,21,1,1,49,34,11,10,3,0,2,City
CA,92124,167,108,100,62,14,8,83,91,36,26,193,4,22,City
NY,14901,145,70,49,30,2,2,13,10,22,8,130,0,4,City
TX,78745,5,1,2,0,0,0,7,5,0,0,5,0,0,City
MI,48342,486,75,79,332,3,7,93,95,186,146,24,0,10,City
PA,19103,682,79,74,657,6,2,2,8,321,336,11,0,8,City
MI,48204,116,11,14,92,2,0,10,7,60,32,8,0,2,City
PA,19150,356,36,45,331,0,0,7,3,186,145,3,0,0,City
PA,19146,272,28,21,149,11,3,10,3,74,75,38,0,14,City
PA,19143,418,43,37,398,1,0,2,4,211,187,0,0,1,City
FL,33881,217,0,0,165,14,16,70,65,68,97,112,2,30,City
NY,10128,68,0,0,34,0,0,33,19,19,15,0,0,0,City
TX,77047,94,26,18,202,0,0,3,1,90,112,1,0,0,City
CA,92391,376,0,0,6,9,3,151,181,2,4,32,1,12,City
CA,93010,57,66,66,3,40,42,60,59,1,2,155,1,82,City
CA,95035,12,0,0,3,45,44,3,6,2,1,3,0,89,City
NY,14211,178,0,0,162,6,5,25,19,75,87,11,0,11,City
FL,33711,251,94,87,248,7,12,24,17,139,109,159,0,19,City
CA,95437,7,0,0,0,0,0,4,0,0,0,3,0,0,Town
NE,68901,225,45,41,3,1,1,30,47,2,1,137,0,2,Town
TX,76084,418,164,174,18,4,4,202,164,8,10,126,0,8,Town
VA,24416,89,0,0,8,0,0,2,0,6,2,55,0,0,Town
OR,97470,182,50,75,1,2,2,18,20,1,0,152,0,4,Town
OR,97383,202,88,0,2,0,0,42,40,1,1,132,1,0,Town
TX,78028,236,0,0,10,2,2,68,74,6,4,41,1,4,Town
NY,10922,70,0,0,15,0,3,18,29,7,8,70,0,3,Town
MI,49080,156,0,0,11,6,6,20,27,4,7,399,2,12,Town
PA,15824,222,78,85,4,2,0,2,1,2,2,251,0,2,Town
TX,79745,201,0,0,3,4,2,143,148,1,2,36,0,6,Town
TX,79323,175,0,0,3,1,4,161,156,1,2,37,0,5,Town
TX,76661,223,0,0,122,1,0,47,34,58,64,9,0,1,Town
MI,48160,150,0,0,13,0,2,12,8,6,7,188,0,2,Town
PA,16686,169,0,0,13,0,1,8,1,6,7,260,0,1,Town
MI,49068,90,47,52,7,4,2,5,5,2,5,131,0,6,Town
NC,27028,305,102,91,86,3,4,54,58,50,36,172,0,7,Town
NC,27203,338,0,0,84,3,7,117,100,43,41,120,0,10,Town
GA,31757,758,0,0,309,3,4,37,24,157,152,213,1,7,Town
OH,45750,246,0,0,8,7,4,7,5,3,5,282,0,11,Town
TX,79853,227,0,0,0,0,0,120,126,0,0,0,0,0,Town
NE,68008,31,0,0,1,0,1,3,8,0,1,71,0,1,Town
TX,75442,216,0,0,14,1,2,90,92,7,7,162,0,3,Town
AL,35150,260,0,0,238,1,0,8,10,128,110,140,0,1,Town
NC,28352,189,0,0,43,3,2,5,6,11,32,36,1,5,Town
NC,28001,55,0,0,15,16,15,11,26,6,9,37,0,31,Town
HI,96731,459,0,0,4,56,38,43,34,1,3,117,399,94,Town
NY,14103,229,91,0,25,1,1,15,20,14,11,169,0,2,Town
PA,16101,196,51,54,41,1,0,2,2,24,17,151,0,1,Town
TX,78061,479,0,0,5,0,2,281,286,3,2,14,0,2,Town
NC,28337,516,95,0,311,0,0,31,39,154,157,62,0,0,Town
KS,66043,125,0,0,36,12,3,31,25,15,21,241,3,15,Town
OR,97386,317,0,0,2,1,4,25,17,0,2,330,0,5,Town
AK,99801,22,21,25,2,2,2,7,5,1,1,59,0,4,Town
MT,59715,91,38,56,1,4,3,7,11,1,0,93,0,7,Town
MI,48442,170,48,41,5,0,0,12,9,2,3,155,0,0,Town
TX,76401,214,0,0,3,6,2,88,82,1,2,170,0,8,Town
KY,42141,262,0,0,47,4,1,33,26,23,24,166,1,5,Town
OR,97411,100,0,0,0,0,3,12,13,0,0,87,0,3,Town
TX,76384,246,0,0,28,18,10,93,68,20,8,60,0,28,Town
MI,49686,13,7,6,3,0,1,1,1,2,1,34,0,1,Town
ID,83330,41,4,5,7,0,1,15,12,2,5,16,1,1,Town
TX,76567,286,0,0,32,0,0,110,99,14,18,70,0,0,Town
ID,83221,80,144,0,1,1,0,24,18,0,1,114,0,1,Town
UT,84720,30,0,0,0,0,2,5,8,0,0,87,1,2,Town
NY,14172,175,74,70,0,0,1,6,9,0,0,215,0,1,Town
NY,14843,157,0,0,4,4,0,6,3,1,3,111,0,4,Town
TX,79070,217,153,0,1,1,2,155,178,1,0,60,0,3,Town
KS,66763,80,0,0,2,0,0,5,3,2,0,127,2,0,Town
NY,13820,78,37,42,12,2,1,11,15,8,4,107,0,3,Town
FL,34266,29,0,0,6,0,0,1,0,5,1,27,0,0,Town
GA,30701,431,0,0,16,4,3,114,99,8,8,324,0,7,Town
UT,84029,171,0,0,6,0,3,34,33,1,5,430,3,3,Town
CA,95322,20,0,0,1,0,0,15,5,0,1,1,0,0,Town
PA,17961,165,0,0,5,4,4,10,15,3,2,285,0,8,Town
