@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.unsupervised.attribute.Remove-R3,5,8-13,15,47-weka.filters.unsupervised.attribute.Remove-V-R30,61,48,4,47,43,44,6,46,29,45,10,17,36,1,37-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N4-F1'

@attribute BL numeric
@attribute AS numeric
@attribute BLALF numeric
@attribute STABR {AK,AL,AR,AS,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY,BI,GU}
@attribute BLALM numeric
@attribute ASALM numeric
@attribute ASALF numeric
@attribute LZIP numeric
@attribute HIALF numeric
@attribute HI numeric
@attribute HIALM numeric
@attribute TOTFRL numeric
@attribute G03 numeric
@attribute LONCOD numeric
@attribute ﻿X numeric
@attribute ULOCALE {City,Suburb,Town,Rural}

@data
6,7,5,NY,1,4,3,10512,57,113,56,124,94,-73.682031,-8202243.4816,Rural
2,31,1,NY,1,21,10,10504,17,27,10,16,0,-73.685367,-8202610.3793,Rural
1,12,0,NY,1,7,5,10576,9,30,21,20,46,-73.5767,-8190523.1373,Rural
40,40,22,NY,18,18,22,10591,42,83,41,62,42,-73.8293,-8218638.3749,Rural
53,7,20,NY,33,4,3,10598,17,82,65,45,9,-73.765601,-8211551.813,Rural
0,1,0,NY,0,0,1,13652,2,5,3,123,0,-75.201144,-8371349.3658,Rural
3,4,3,NY,0,2,2,13690,3,4,1,109,22,-75.047194,-8354213.8826,Rural
7,0,2,NY,5,0,0,13630,5,8,3,256,33,-75.302961,-8382689.2236,Rural
1,0,0,NY,1,0,0,13660,6,9,3,160,45,-75.153338,-8366029.3486,Rural
1,0,1,NY,0,0,0,13672,0,0,0,93,30,-74.811684,-8328001.0777,Rural
3,2,2,NY,1,0,2,14731,5,6,1,116,43,-78.651446,-8755436.9399,Rural
5,0,1,NY,4,0,0,14719,3,5,2,145,0,-78.859686,-8778619.4413,Rural
0,5,0,NY,0,2,3,14737,8,13,5,166,59,-78.457605,-8733857.9175,Rural
5,0,4,NY,1,0,0,14770,2,5,3,243,64,-78.330856,-8719745.9435,Rural
2,0,1,NY,1,0,0,14779,12,25,13,267,98,-78.692618,-8760023.1616,Rural
1,0,0,NY,1,0,0,13776,2,2,0,118,23,-75.347088,-8387601.5766,Rural
6,4,2,NY,4,2,2,13807,2,4,2,171,26,-74.950903,-8343499.1099,Rural
8,0,2,NY,6,0,0,12924,2,2,0,88,0,-73.595448,-8192602.2244,Rural
2,3,2,NY,0,0,3,12992,10,12,2,207,68,-73.490323,-8180902.2633,Rural
5,3,1,NY,4,3,0,12921,0,2,2,79,38,-73.433946,-8174624.2354,Rural
0,3,0,NY,0,2,1,12919,1,4,3,147,0,-73.415351,-8172551.9426,Rural
1,1,1,NY,0,0,1,12935,1,1,0,213,0,-73.843281,-8220187.4986,Rural
5,0,3,NY,2,0,0,12912,0,0,0,120,34,-73.680205,-8202039.6495,Rural
18,0,10,NY,8,0,0,12570,37,71,34,96,75,-73.708638,-8205205.8411,Rural
28,9,14,NY,14,4,5,12522,40,90,50,222,0,-73.574022,-8190217.3892,Rural
21,3,9,NY,12,0,3,12538,20,43,23,120,35,-73.859895,-8222049.1649,Rural
8,2,2,NY,6,1,1,12545,11,21,10,61,0,-73.687494,-8202854.9778,Rural
4,5,2,NY,2,2,3,12567,32,65,33,176,0,-73.662971,-8200116.8336,Rural
56,29,34,NY,22,12,17,12590,70,120,50,160,0,-73.821976,-8217816.2522,Rural
84,68,41,NY,43,35,33,12553,89,195,106,156,0,-74.072668,-8245734.4521,Rural
224,27,107,NY,117,11,16,10940,192,416,224,616,0,-74.448437,-8287560.794,Rural
33,19,13,NY,20,7,12,10940,81,165,84,236,0,-74.517979,-8295306.4128,Rural
79,14,35,NY,44,8,6,12549,134,241,107,373,0,-74.218717,-8261986.6629,Rural
29,11,16,NY,13,6,5,12566,41,87,46,283,0,-74.304339,-8271519.2096,Rural
11,6,5,NY,6,2,4,12729,29,48,19,205,57,-74.599751,-8304390.529,Rural
8,5,3,NY,5,4,1,10987,12,19,7,30,18,-74.184455,-8258168.2087,Rural
1,2,1,NY,0,0,2,14469,4,5,1,83,0,-77.427347,-8619168.4031,Rural
3,3,0,NY,3,1,2,14487,5,12,7,154,0,-77.666022,-8645741.3113,Rural
0,0,0,NY,0,0,0,14517,0,1,1,74,0,-77.940414,-8676288.945,Rural
12,3,5,NY,7,1,2,14428,13,26,13,104,99,-77.830063,-8664004.6653,Rural
22,80,16,NY,6,39,41,14534,15,31,16,16,0,-77.525246,-8630066.6247,Rural
1,4,1,NY,0,1,3,14469,6,13,7,134,55,-77.418671,-8618210.3923,Rural
2,1,1,NY,1,1,0,14544,1,5,4,158,0,-77.223535,-8596481.8931,Rural
4,7,2,NY,2,3,4,14512,1,1,0,132,0,-77.401128,-8616253.6044,Rural
0,3,0,NY,0,1,2,14432,7,13,6,103,0,-77.097515,-8582444.6575,Rural
3,0,2,NY,1,0,0,14476,11,23,12,200,53,-78.037086,-8687051.2786,Rural
44,0,11,NY,33,0,0,14103,10,24,14,70,16,-78.430158,-8730807.2308,Rural
5,7,1,NY,4,3,4,14568,13,29,16,132,74,-77.310642,-8606177.5055,Rural
2,1,0,NY,2,1,0,14505,11,29,18,171,44,-77.188611,-8592595.4949,Rural
6,2,3,NY,3,2,0,13143,4,6,2,227,57,-76.718162,-8540217.4459,Rural
9,3,4,NY,5,2,1,14589,15,31,16,148,0,-77.182079,-8591861.6994,Rural
1,4,0,NY,1,1,3,14847,1,4,3,144,44,-76.72691,-8541202.6342,Rural
7,6,3,NY,4,2,4,13032,5,16,11,264,0,-75.747062,-8432118.5019,Rural
3,7,0,NY,3,5,2,13037,11,17,6,234,0,-75.875592,-8446434.308,Rural
2,2,2,NY,0,1,1,13408,1,5,4,180,32,-75.644162,-8420663.1392,Rural
51,23,25,NY,26,14,9,13057,10,23,13,436,0,-76.027046,-8463284.4262,Rural
4,4,3,NY,1,1,3,13063,1,10,9,104,0,-75.985874,-8458711.7933,Rural
5,1,1,NY,4,1,0,13084,3,4,1,154,50,-76.108349,-8472334.5703,Rural
3,3,2,NY,1,0,3,13108,4,10,6,79,87,-76.343441,-8498506.6088,Rural
1,3,0,NY,1,0,3,13159,6,12,6,147,56,-76.11089,-8472626.7297,Rural
3,0,1,NY,2,0,0,13044,1,4,3,202,68,-76.019448,-8462441.9203,Rural
0,0,0,NY,0,0,0,13074,7,9,2,316,83,-76.573631,-8524135.0951,Rural
6,1,5,NY,1,0,1,13114,3,7,4,277,0,-76.23508,-8486453.3388,Rural
2,0,1,NY,1,0,0,13142,6,9,3,149,0,-76.124442,-8474128.2926,Rural
6,3,1,NY,5,3,0,13114,1,9,8,168,12,-76.259284,-8489143.9222,Rural
5,2,2,NY,3,2,0,13365,2,3,1,176,0,-74.870887,-8334591.6482,Rural
0,0,0,NY,0,0,0,13431,4,9,5,136,36,-75.056862,-8355294.1926,Rural
1,0,1,NY,0,0,0,13491,2,7,5,210,79,-75.181102,-8369120.8018,Rural
0,0,0,NY,0,0,0,13489,0,0,0,74,22,-75.465636,-8400789.5119,Rural
3,0,1,NY,2,0,0,13309,0,0,0,158,0,-75.350497,-8387982.0631,Rural
1,0,1,NY,0,0,0,13316,9,20,11,263,94,-75.748328,-8432261.1843,Rural
0,0,0,NY,0,0,0,13469,0,0,0,115,0,-75.297427,-8382070.9329,Rural
0,0,0,NY,0,0,0,13438,5,8,3,145,29,-75.193653,-8370513.6543,Rural
2,0,0,NY,2,0,0,13478,1,1,0,113,0,-75.56877,-8412278.8465,Rural
4,1,2,NY,2,1,0,13490,1,2,1,42,0,-75.401895,-8393702.9501,Rural
0,0,0,NY,0,0,0,13661,1,6,5,192,43,-76.065889,-8467619.255,Rural
5,0,1,NY,4,0,0,13607,0,2,2,99,0,-75.90974,-8450232.379,Rural
0,0,0,NY,0,0,0,13618,3,9,6,62,16,-76.331065,-8497127.3451,Rural
13,2,5,NY,8,2,0,13634,4,15,11,208,0,-76.019518,-8462441.9203,Rural
4,1,2,NY,2,0,1,13673,1,6,5,56,23,-75.707986,-8427776.8787,Rural
12,2,6,NY,6,1,1,13622,7,8,1,181,23,-76.133967,-8475188.2194,Rural
1,0,0,OH,1,0,0,45640,2,9,7,204,55,-82.655868,-9201210.8945,Rural
1,1,0,OH,1,0,1,45660,4,4,0,193,0,-83.416131,-9285835.1778,Rural
0,0,0,OH,0,0,0,45693,0,0,0,134,0,-83.58403,-9304526.5791,Rural
1,0,0,OH,1,0,0,43988,4,4,0,201,34,-81.087382,-9026608.3387,Rural
0,5,0,OH,0,1,4,43524,10,17,7,255,0,-83.995955,-9350382.0017,Rural
1,0,0,OH,1,0,0,45155,0,0,0,175,0,-83.748331,-9322817.1107,Rural
2,1,0,OH,2,0,1,45142,1,2,1,266,88,-83.81276,-9329985.2053,Rural
0,0,0,OH,0,0,0,44617,0,0,0,23,20,-81.78469,-9104220.7986,Rural
4,0,1,OH,3,0,0,44690,0,0,0,34,21,-81.69741,-9094511.5974,Rural
0,0,0,OH,0,0,0,44638,5,10,5,54,47,-82.126529,-9142283.0415,Rural
0,1,0,OH,0,1,0,45772,0,3,3,263,71,-81.883833,-9115261.7027,Rural
0,1,0,OH,0,0,1,43779,2,3,1,344,57,-81.444903,-9066403.1542,Rural
1,0,1,OH,0,0,0,45880,4,4,0,92,45,-84.73332,-9432465.1784,Rural
3,2,0,OH,3,0,2,43739,3,5,2,153,61,-82.314052,-9163155.446,Rural
0,0,0,OH,0,0,0,45831,5,9,4,106,35,-84.263392,-9380148.2791,Rural
1,0,1,OH,0,0,0,45853,0,0,0,31,0,-84.199659,-9373054.9229,Rural
4,0,2,OH,2,0,0,45875,65,134,69,221,41,-84.04748,-9356123.2718,Rural
6,3,4,OH,2,1,2,43517,9,19,10,112,38,-84.747397,-9434034.6854,Rural
0,1,0,OH,0,0,1,43554,11,18,7,235,0,-84.548546,-9411898.522,Rural
3,0,1,OH,2,0,0,44882,2,3,1,235,0,-83.169039,-9258331.4364,Rural
0,0,0,OH,0,0,0,43793,2,3,1,86,0,-80.975199,-9014120.2268,Rural
3,1,0,OH,3,0,1,44255,0,2,2,151,125,-81.229126,-9042384.9413,Rural
12,1,5,OH,7,1,0,44260,0,9,9,114,0,-81.345219,-9055307.8949,Rural
0,1,0,OH,0,0,1,44201,2,3,1,113,0,-81.19245,-9038294.711,Rural
128,20,59,OH,69,14,6,44264,9,22,13,184,0,-81.511119,-9073775.0809,Rural
13,37,6,OH,7,23,14,44333,5,11,6,41,0,-81.617258,-9085583.7525,Rural
1,2,0,OH,1,2,0,44842,0,5,5,106,0,-82.231418,-9153955.825,Rural
0,0,0,OH,0,0,0,44840,1,3,2,68,0,-82.219244,-9152596.9445,Rural
0,0,0,OH,0,0,0,44805,2,2,0,122,82,-82.45633,-9178993.1982,Rural
3,0,2,OH,1,0,0,44030,3,9,6,236,127,-80.557333,-8967598.9528,Rural
0,0,0,OH,0,0,0,44041,4,10,6,120,35,-80.952933,-9011633.4755,Rural
1,2,1,OH,0,2,0,44047,13,23,10,321,93,-80.782367,-8992643.1205,Rural
1,0,1,OH,0,0,0,44003,6,9,3,300,88,-80.585477,-8970724.378,Rural
3,3,2,OH,1,1,2,43357,2,3,1,181,102,-83.754389,-9323496.5509,Rural
0,1,0,OH,0,0,1,43333,4,13,9,144,0,-83.904821,-9340237.9587,Rural
1,1,0,OH,1,1,0,44827,0,1,1,53,0,-82.855151,-9223387.8243,Rural
0,3,0,OH,0,2,1,44820,0,2,2,260,82,-83.017866,-9241508.4958,Rural
0,0,0,OH,0,0,0,43755,1,5,4,148,0,-81.445679,-9066491.4814,Rural
0,0,0,OH,0,0,0,44620,1,1,0,66,24,-81.195476,-9038641.2255,Rural
13,0,7,OH,6,0,0,44601,3,6,3,275,59,-81.14648,-9033185.3203,Rural
1,0,0,OH,1,0,0,44601,2,3,1,116,41,-81.133419,-9031731.3182,Rural
5,6,3,OH,2,2,4,44614,1,3,2,144,0,-81.616541,-9085509.0141,Rural
0,0,0,OH,0,0,0,45883,5,6,1,53,0,-84.634688,-9421492.2184,Rural
3,1,2,OH,1,0,1,45860,0,0,0,12,59,-84.495477,-9405994.1862,Rural
6,3,3,OH,3,2,1,45601,3,3,0,392,0,-82.938367,-9232648.5949,Rural
2,0,0,OH,2,0,0,45697,0,1,1,158,0,-83.738492,-9321716.4175,Rural
0,1,0,OH,0,0,1,45118,0,3,3,182,0,-83.931765,-9343234.2902,Rural
2,0,1,OH,1,0,0,45157,3,6,3,187,63,-84.204675,-9373612.0639,Rural
2,0,1,OH,1,0,0,45106,1,3,2,148,0,-84.06483,-9358052.8821,Rural
3,0,1,OH,2,0,0,45120,0,1,1,161,0,-84.098577,-9361803.3923,Rural
10,0,5,OH,5,0,0,45122,15,21,6,381,219,-84.151571,-9367700.9337,Rural
7,10,3,OH,4,1,9,45002,9,20,11,413,0,-84.75081,-9434415.172,Rural
32,71,17,OH,15,39,32,45066,9,24,15,89,0,-84.240759,-9377641.1446,Rural
2,1,1,OH,1,1,0,45042,5,12,7,165,0,-84.443227,-9400171.3833,Rural
1,1,1,OH,0,1,0,45013,7,10,3,198,0,-84.631382,-9421125.3206,Rural
7,15,3,OH,4,8,7,45056,8,20,12,206,0,-84.757769,-9435182.9394,Rural
2,2,1,OH,1,0,2,44024,10,18,8,58,86,-81.215569,-9040876.5839,Rural
5,1,4,OH,1,0,1,44072,6,7,1,32,60,-81.363643,-9057353.01,Rural
0,0,0,OH,0,0,0,44028,5,8,3,76,0,-81.923411,-9119671.2699,Rural
2,6,1,OH,1,2,4,44050,3,10,7,108,0,-82.105992,-9140000.1222,Rural
6,0,3,OH,3,0,0,44256,5,12,7,147,0,-81.92709,-9120072.1396,Rural
8,11,4,OH,4,4,7,44273,18,23,5,346,179,-81.962347,-9123999.3043,Rural
1,9,1,OH,0,6,3,44274,5,11,6,46,80,-81.734996,-9098696.9493,Rural
258,21,130,OH,128,11,10,43110,27,64,37,354,283,-82.833285,-9220962.2226,Rural
14,2,6,OH,8,2,0,43164,4,10,6,278,101,-83.126188,-9253554.9714,Rural
1,2,1,OH,0,1,1,43334,6,11,5,140,0,-82.706494,-9206843.4542,Rural
5,1,1,OH,4,0,1,44833,5,13,8,131,0,-82.757771,-9212543.9579,Rural
5,2,4,OH,1,0,2,43045,3,7,4,59,81,-83.432358,-9287642.4889,Rural
4,9,2,OH,2,2,7,43074,24,38,14,132,0,-82.857916,-9223700.3668,Rural
1,1,0,OH,1,0,1,43003,3,4,1,112,68,-82.947144,-9233626.9889,Rural
40,4,19,OH,21,3,1,43130,11,27,16,714,0,-82.586146,-9193444.8924,Rural
13,2,7,OH,6,2,0,43112,1,3,2,113,0,-82.697539,-9205844.677,Rural
5,2,2,OH,3,0,2,43130,3,6,3,170,0,-82.466999,-9180182.2187,Rural
37,8,17,OH,20,6,2,43119,67,129,62,347,114,-83.177201,-9259241.8863,Rural
212,13,99,OH,113,7,6,43125,9,23,14,449,0,-82.879988,-9226159.9405,Rural
1,2,0,OH,1,0,2,43031,8,15,7,76,0,-82.679843,-9203874.3003,Rural
343,81,151,OH,192,42,39,43062,30,51,21,460,0,-82.73717,-9210261.0386,Rural
0,1,0,OH,0,1,0,43055,0,6,6,168,0,-82.28765,-9160213.4697,Rural
3,0,0,OH,3,0,0,43080,2,4,2,307,0,-82.44691,-9177946.8603,Rural
37,29,10,OH,27,15,14,43062,20,35,15,333,0,-82.650422,-9200599.3982,Rural
2,1,2,OH,0,0,1,43064,16,27,11,97,0,-83.291872,-9272001.7743,Rural
3,1,2,OH,1,0,1,43113,2,2,0,108,0,-82.851951,-9223034.5153,Rural
2,2,0,OH,2,1,1,43113,1,1,0,77,41,-82.878206,-9225949.314,Rural
5,2,2,OH,3,0,2,43164,6,11,5,137,0,-83.121718,-9253065.7745,Rural
7,2,2,OH,5,0,2,43844,4,8,4,290,0,-81.959046,-9123632.4066,Rural
1,0,0,OH,1,0,0,45381,0,0,0,247,0,-84.537148,-9410627.9688,Rural
1,0,0,OH,1,0,0,45311,0,1,1,222,121,-84.649128,-9423095.6974,Rural
3,1,2,OH,1,1,0,45335,3,7,4,105,0,-83.758736,-9323978.9535,Rural
19,4,8,OH,11,2,2,45356,7,17,10,262,0,-84.204174,-9373557.7086,Rural
4,8,1,OH,3,3,5,45371,11,22,11,118,0,-84.188229,-9371777.5752,Rural
2,1,0,OH,2,1,0,45312,1,3,2,46,0,-84.115171,-9363651.4698,Rural
3,4,1,OH,2,2,2,45327,9,12,3,129,0,-84.398173,-9395163.9086,Rural
1,1,1,OH,0,0,1,43512,13,21,8,175,0,-84.284681,-9382519.5256,Rural
4,1,3,OH,1,0,1,44408,7,11,4,84,0,-80.679694,-8981221.7299,Rural
1,0,0,OH,1,0,0,44408,0,0,0,129,0,-80.668531,-8979978.3542,Rural
5,2,3,OH,2,0,2,45881,4,7,3,212,0,-83.805732,-9329210.6434,Rural
3,0,2,OH,1,0,0,45890,3,6,3,62,0,-83.476072,-9292507.2811,Rural
1,1,1,OH,0,0,1,43416,10,27,17,61,0,-83.288335,-9271600.9045,Rural
8,0,3,OH,5,0,0,43410,35,64,29,269,0,-82.969927,-9236168.0954,Rural
2,0,0,OH,2,0,0,45304,1,4,3,236,0,-84.54854,-9411898.522,Rural
1,0,1,OH,0,0,0,45346,2,5,3,171,52,-84.710141,-9429883.3055,Rural
111,5,51,OH,60,4,1,45807,24,58,34,475,183,-84.188536,-9371818.3416,Rural
1,1,0,OH,1,1,0,44822,4,8,4,117,42,-82.42929,-9175976.4835,Rural
3,0,0,OH,3,0,0,44865,7,18,11,211,53,-82.601371,-9195143.493,Rural
4,4,0,OH,4,1,3,43302,2,3,1,262,99,-83.137367,-9254811.9359,Rural
2,0,1,OH,1,0,0,43337,2,4,2,156,52,-83.174165,-9258908.9606,Rural
9,4,4,OH,5,4,0,43302,1,5,4,174,66,-83.041792,-9244171.9016,Rural
1,1,1,OH,0,1,0,43019,4,8,4,386,80,-82.553099,-9189769.1206,Rural
2,1,0,OH,2,0,1,44624,1,2,1,56,21,-81.608217,-9084584.9753,Rural
0,1,0,OH,0,0,1,44681,4,9,5,45,23,-81.630404,-9087044.549,Rural
1,1,1,OH,0,1,0,44656,0,3,3,111,0,-81.360894,-9057054.0563,Rural
0,0,0,OH,0,0,0,44826,6,10,4,218,65,-82.450168,-9178313.758,Rural
4,1,1,OH,3,0,1,44811,35,55,20,374,132,-82.833087,-9220928.2506,Rural
1,0,1,OH,0,0,0,45745,0,0,0,55,13,-81.4056,-9062027.559,Rural
1,0,1,OH,0,0,0,45786,1,2,1,56,0,-81.638324,-9087934.6157,Rural
11,3,5,OH,6,1,2,45784,1,8,7,225,0,-81.663747,-9090761.0872,Rural
3,2,2,OH,1,2,0,45674,0,1,1,162,51,-82.376722,-9170133.2974,Rural
0,0,0,OH,0,0,0,45629,2,2,0,109,0,-82.844457,-9222205.5982,Rural
0,0,0,OH,0,0,0,45652,1,1,0,182,0,-83.084354,-9248900.8057,Rural
0,1,0,OH,0,1,0,45662,1,2,1,104,0,-82.982188,-9237533.7703,Rural
0,1,0,OH,0,1,0,45306,4,7,3,53,54,-84.176605,-9370493.4331,Rural
0,6,0,OH,0,1,5,45302,3,5,2,51,89,-84.176028,-9370432.2835,Rural
4,4,1,OH,3,1,3,45502,5,7,2,214,0,-83.891155,-9338716.0125,Rural
0,3,0,OH,0,1,2,45502,5,5,0,93,0,-83.680246,-9315234.5575,Rural
2,1,1,OH,1,1,0,45368,2,2,0,102,55,-83.640028,-9310763.8406,Rural
14,3,8,OH,6,1,2,45502,3,6,3,250,0,-83.781181,-9326479.2936,Rural
3,0,1,OH,2,0,0,44815,12,25,13,155,39,-83.232401,-9265390.8206,Rural
1,4,0,OH,1,2,2,43430,25,57,32,182,93,-83.357753,-9279339.729,Rural
1,4,0,OH,1,3,1,43540,11,17,6,104,0,-83.974326,-9347976.7832,Rural
0,2,0,OH,0,0,2,43515,6,21,15,143,0,-83.994365,-9350212.1416,Rural
40,39,19,OH,21,22,17,43560,15,34,19,118,0,-83.759389,-9324053.6919,Rural
1,0,1,OH,0,0,0,44841,8,21,13,172,68,-83.326263,-9275820.2285,Rural
1,0,0,OH,1,0,0,44817,5,14,9,319,0,-83.551633,-9300918.7514,Rural
1,1,0,OH,1,0,1,43402,9,27,18,151,0,-83.743206,-9322253.1753,Rural
2,4,0,OH,2,2,2,43072,3,7,4,130,0,-83.942769,-9344457.2827,Rural
3,1,2,OH,1,0,1,45832,3,5,2,232,0,-84.701714,-9428952.4723,Rural
3,1,1,OH,2,1,0,45885,4,7,3,456,0,-84.374255,-9392493.7084,Rural
3,1,1,OH,2,0,1,43160,20,26,6,271,0,-83.47239,-9292106.4113,Rural
4,1,2,OH,2,0,1,43943,1,3,2,268,0,-80.719438,-8985644.8859,Rural
17,0,10,OH,7,0,0,43906,5,6,1,305,86,-80.82816,-8997752.5112,Rural
1,0,1,OH,0,0,0,43718,0,1,1,150,0,-81.053727,-9022857.8285,Rural
1,0,0,OH,1,0,0,45169,2,4,2,140,0,-83.648591,-9311721.8514,Rural
1,0,1,OH,0,0,0,44633,1,2,1,73,22,-81.922747,-9119596.5315,Rural
0,0,0,OH,0,0,0,44627,0,1,1,50,20,-81.871461,-9113882.439,Rural
0,0,0,OH,0,0,0,44691,1,2,1,30,9,-81.920782,-9119379.1106,Rural
2,1,0,OH,2,0,1,44287,3,8,5,132,0,-82.107089,-9140122.4215,Rural
0,1,0,OH,0,0,1,44406,7,15,8,101,88,-80.743453,-8988315.0861,Rural
0,0,0,OH,0,0,0,44442,5,9,4,178,0,-80.548258,-8966593.3812,Rural
1,0,0,OH,1,0,0,44401,2,2,0,137,0,-80.912814,-9007169.5531,Rural
0,0,0,OH,0,0,0,44402,2,3,1,76,0,-80.867031,-9002073.7512,Rural
2,0,0,OH,2,0,0,44473,0,1,1,93,55,-80.670259,-8980175.3919,Rural
1,0,1,OH,0,0,0,44428,0,3,3,124,43,-80.578418,-8969936.2273,Rural
0,4,0,OH,0,0,4,44410,2,4,2,92,0,-80.732721,-8987126.0656,Rural
4,4,1,OH,3,3,1,43762,3,7,4,208,168,-81.737382,-9098955.1366,Rural
0,0,0,OH,0,0,0,43701,0,0,0,39,0,-81.85938,-9112543.9417,Rural
3,0,2,OH,1,0,0,43802,1,2,1,155,38,-81.882305,-9115098.637,Rural
4,5,1,OH,3,3,2,43821,3,5,2,192,0,-82.005865,-9128843.7133,Rural
2,8,2,OR,0,5,3,97013,112,217,105,272,0,-122.670256,-13655587.2108,Rural
1,2,0,OR,1,1,1,97136,11,30,19,105,0,-123.939496,-13796883.6055,Rural
0,8,0,OR,0,5,3,97884,1,4,3,20,0,-118.191939,-13157061.5151,Rural
0,0,0,OR,0,0,0,97823,4,9,5,44,17,-120.181992,-13378599.8035,Rural
0,0,0,OR,0,0,0,97873,2,2,0,11,2,-118.971949,-13243893.9792,Rural
0,0,0,OR,0,0,0,97869,0,2,2,91,9,-118.709161,-13214637.282,Rural
0,0,0,OR,0,0,0,97734,54,103,49,192,57,-121.212494,-13493316.4955,Rural
0,0,0,OR,0,0,0,97630,2,4,2,17,5,-120.493955,-13413319.2003,Rural
1,1,1,OR,0,0,1,97391,17,22,5,128,0,-123.921913,-13794920.0231,Rural
2,1,2,OR,0,0,1,97131,8,19,11,97,31,-123.895702,-13792005.2245,Rural
1,1,1,OR,0,1,0,97141,44,96,52,198,158,-123.816507,-13783192.8844,Rural
0,0,0,OR,0,0,0,97885,1,3,2,31,0,-117.532262,-13083634.4071,Rural
0,7,0,OR,0,2,5,97874,1,4,3,50,4,-119.792747,-13335265.1043,Rural
4,2,2,OR,2,1,1,97322,13,33,20,110,0,-123.035343,-13696224.5322,Rural
2,1,1,OR,1,0,1,97355,15,19,4,94,21,-122.740168,-13663366.8017,Rural
1,1,1,OR,0,1,0,97386,3,5,2,99,17,-122.783298,-13668177.2386,Rural
0,1,0,OR,0,0,1,97103,8,16,8,71,0,-123.623003,-13761647.834,Rural
0,6,0,OR,0,4,2,97146,16,38,22,101,0,-123.928024,-13795599.4634,Rural
4,3,0,OR,4,1,2,97739,18,33,15,330,0,-121.506978,-13526085.8989,Rural
1,7,1,OR,0,2,5,97759,10,20,10,114,0,-121.575933,-13533770.3681,Rural
0,1,0,OR,0,0,1,97465,2,7,5,30,0,-124.472033,-13856157.973,Rural
