@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.unsupervised.attribute.Remove-R3,5,8-13,15,47-weka.filters.unsupervised.attribute.Remove-V-R30,61,48,4,47,43,44,6,46,29,45,10,17,36,1,37-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N4-F1'

@attribute BL numeric
@attribute AS numeric
@attribute BLALF numeric
@attribute STABR {AK,AL,AR,AS,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY,BI,GU}
@attribute BLALM numeric
@attribute ASALM numeric
@attribute ASALF numeric
@attribute LZIP numeric
@attribute HIALF numeric
@attribute HI numeric
@attribute HIALM numeric
@attribute TOTFRL numeric
@attribute G03 numeric
@attribute LONCOD numeric
@attribute ﻿X numeric
@attribute ULOCALE {City,Suburb,Town,Rural}

@data
46,25,26,TX,20,12,13,77566,174,368,194,397,0,-95.45596,-10626092.2233,Suburb
103,4,48,TX,55,1,3,76705,26,40,14,278,0,-97.099354,-10809045.0998,Suburb
139,93,67,TX,72,53,40,77429,130,289,159,380,152,-95.744474,-10658216.1584,Suburb
7,0,3,TX,4,0,0,75115,0,1,1,8,0,-96.855297,-10781881.0786,Suburb
340,2,158,TX,182,1,1,77489,29,62,33,347,80,-95.532596,-10634639.5817,Suburb
73,84,43,TX,30,49,35,75040,87,177,90,284,77,-96.613017,-10754907.3006,Suburb
802,1,401,MI,401,0,1,48237,0,1,1,685,0,-83.175252,-9259010.8767,Suburb
1260,1,587,MI,673,0,1,48237,2,3,1,969,0,-83.184294,-9260023.2426,Suburb
6,3,0,MI,6,0,3,48371,11,23,12,65,119,-83.268571,-9269406.3125,Suburb
5,5,4,MI,1,2,3,48371,8,20,12,98,0,-83.264059,-9268903.5267,Suburb
13,14,8,MI,5,10,4,48371,33,64,31,248,0,-83.236108,-9265798.4848,Suburb
176,26,94,MI,82,20,6,48326,70,132,62,310,62,-83.229489,-9265064.6893,Suburb
18,0,9,TX,9,0,0,77504,173,300,127,310,0,-95.179641,-10595347.552,Suburb
26,234,11,MI,15,120,114,48307,28,46,18,105,85,-83.122597,-9253167.6905,Suburb
49,7,19,TX,30,1,6,78666,222,470,248,530,0,-97.972112,-10906205.0558,Suburb
0,0,0,TX,0,0,0,78596,267,503,236,512,0,-97.994979,-10908752.9567,Suburb
9,13,4,UT,5,5,8,84341,58,117,59,291,0,-111.828775,-12448724.6698,Suburb
4,0,3,UT,1,0,0,84332,5,14,9,132,53,-111.8217,-12447936.5191,Suburb
15,10,6,UT,9,4,6,84096,58,127,69,158,121,-112.026902,-12470779.3004,Suburb
14,67,13,MI,1,32,35,48307,19,29,10,56,83,-83.132439,-9254254.7949,Suburb
0,0,0,WA,0,0,0,99403,4,4,0,22,0,-117.057848,-13030814.722,Suburb
8,0,5,WA,3,0,0,99301,261,521,260,519,68,-119.104891,-13258698.9823,Suburb
39,125,22,MI,17,61,64,48306,25,54,29,31,0,-83.197969,-9261558.7776,Suburb
197,25,105,AL,92,14,11,36064,22,41,19,65,0,-86.102682,-9584897.5988,Suburb
81,10,42,AL,39,5,5,35749,12,17,5,153,0,-86.79759,-9662265.4603,Suburb
79,4,47,MI,32,3,1,48073,5,13,8,101,50,-83.185942,-9260213.4859,Suburb
11,21,3,MI,8,15,6,48178,16,28,12,62,88,-83.644375,-9311239.4488,Suburb
1,5,1,MI,0,3,2,48178,11,20,9,96,80,-83.656664,-9312618.7125,Suburb
15,18,12,CO,3,9,9,80134,95,128,33,89,77,-104.814718,-11667918.7273,Suburb
20,1,12,FL,8,1,0,34116,29,73,44,80,10,-81.719941,-9097018.7319,Suburb
2,4,1,FL,1,1,3,33178,79,111,32,72,0,-80.384651,-8948370.7937,Suburb
19,7,7,FL,12,1,6,33626,81,181,100,150,35,-82.577926,-9192527.6481,Suburb
5,0,2,FL,3,0,0,33908,36,72,36,53,18,-81.926581,-9120024.5788,Suburb
41,37,26,FL,15,26,11,34744,115,286,171,127,72,-81.404428,-9061898.4653,Suburb
69,46,36,FL,33,20,26,33543,97,177,80,183,107,-82.31699,-9163488.3717,Suburb
93,245,47,GA,46,136,109,30004,117,235,118,230,0,-84.238405,-9377376.1629,Suburb
125,56,56,GA,69,25,31,30071,378,826,448,939,164,-84.204352,-9373578.0919,Suburb
5,0,2,ID,3,0,0,83835,10,26,16,156,54,-116.785768,-13000525.2756,Suburb
4,1,2,MI,2,0,1,48189,0,0,0,29,23,-83.762881,-9324440.9729,Suburb
0,0,0,MI,0,0,0,48134,0,0,0,0,1,-83.280941,-9270785.5762,Suburb
16,1,5,MI,11,1,0,48430,1,2,1,38,0,-83.732044,-9321003.0052,Suburb
38,46,21,MI,17,25,21,48393,21,51,30,175,0,-83.542312,-9299886.0022,Suburb
124,0,47,MI,77,0,0,48198,3,10,7,130,0,-83.590311,-9305219.6082,Suburb
0,1,0,MN,0,1,0,55379,0,0,0,0,0,-93.471997,-10405253.7584,Suburb
0,1,0,MN,0,1,0,55115,0,0,0,3,0,-92.983786,-10350898.5383,Suburb
5,4,2,MI,3,1,3,48390,9,20,11,77,59,-83.501625,-9295354.1357,Suburb
171,92,84,MI,87,46,46,48390,35,67,32,414,0,-83.473022,-9292174.3553,Suburb
15,22,9,MI,6,11,11,48393,5,15,10,116,92,-83.513044,-9296624.689,Suburb
99,8,46,MI,53,3,5,48328,65,157,92,416,67,-83.339823,-9277342.1746,Suburb
33,26,22,NC,11,10,16,27540,14,40,26,6,70,-78.837198,-8776119.1012,Suburb
211,13,112,NC,99,3,10,28083,74,145,71,551,105,-80.617477,-8974298.2337,Suburb
15,4,7,MI,8,3,1,48329,26,54,28,236,69,-83.414828,-9285692.4953,Suburb
8,2,1,MI,7,1,1,48329,0,4,4,47,4,-83.391226,-9283056.2672,Suburb
32,9,13,MI,19,3,6,48327,18,36,18,194,51,-83.416113,-9285835.1778,Suburb
89,1,46,PA,43,1,0,18032,233,414,181,305,0,-75.469961,-8401271.9145,Suburb
127,14,61,PA,66,6,8,19057,56,100,44,635,150,-74.832402,-8330304.3802,Suburb
184,39,87,MI,97,20,19,48328,146,285,139,833,0,-83.34911,-9278381.7182,Suburb
9,29,6,PA,3,18,11,19053,17,42,25,210,146,-74.96719,-8345299.6265,Suburb
24,7,15,RI,9,2,5,2865,77,137,60,142,0,-71.415972,-7949980.9051,Suburb
119,47,54,MI,65,20,27,48323,2,7,5,142,109,-83.37007,-9280705.4039,Suburb
59,17,28,SC,31,5,12,29588,41,71,30,340,0,-79.016187,-8796033.4949,Suburb
110,17,54,SC,56,7,10,29063,6,11,5,93,35,-81.182176,-9037160.0458,Suburb
173,53,71,MI,102,27,26,48323,3,7,4,159,0,-83.353994,-9278925.2704,Suburb
204,30,108,MI,96,16,14,48324,22,43,21,240,0,-83.350216,-9278504.0175,Suburb
0,0,0,TX,0,0,0,75189,6,14,8,29,14,-96.34182,-10724719.7702,Suburb
635,3,340,TX,295,1,2,77338,44,76,32,614,89,-95.263381,-10604662.6778,Suburb
41,8,23,TX,18,7,1,75116,59,106,47,111,30,-96.926348,-10789776.1743,Suburb
129,38,76,TX,53,21,17,76179,290,505,215,489,157,-97.389626,-10841359.2782,Suburb
2,2,1,MI,1,1,1,48001,2,2,0,284,0,-82.582519,-9193044.0226,Suburb
18,0,9,TX,9,0,0,75009,34,65,31,84,0,-96.778929,-10773367.6922,Suburb
4,2,3,MI,1,1,1,48079,0,3,3,130,52,-82.501616,-9184034.6449,Suburb
1,13,1,MI,0,3,10,48079,6,8,2,169,0,-82.51227,-9185216.8709,Suburb
45,520,28,TX,17,281,239,75035,11,29,18,19,0,-96.766702,-10772022.4005,Suburb
9,2,3,MI,6,1,1,48040,2,6,4,162,50,-82.46949,-9180460.7892,Suburb
7,0,3,MI,4,0,0,48040,0,4,4,108,78,-82.491765,-9182933.9517,Suburb
40,2,14,MI,26,2,0,48060,12,31,19,266,69,-82.434985,-9176621.9518,Suburb
43,18,20,MI,23,8,10,48060,28,57,29,461,0,-82.444368,-9177668.2898,Suburb
364,1,173,TX,191,1,0,77568,60,126,66,521,195,-94.969734,-10571981.6017,Suburb
19,69,10,UT,9,28,41,84070,61,110,49,303,0,-111.880828,-12454513.5007,Suburb
50,3,23,MI,27,1,2,48060,13,34,21,291,61,-82.44728,-9177980.8323,Suburb
25,31,15,VA,10,9,22,22044,180,403,223,443,168,-77.153871,-8588722.6854,Suburb
331,41,152,VA,179,19,22,22026,64,132,68,271,105,-77.287468,-8603602.4269,Suburb
77,0,31,MI,46,0,0,48184,9,14,5,110,0,-83.374351,-9281187.8065,Suburb
61,32,26,CA,35,17,15,93704,191,372,181,449,0,-119.811711,-13337378.1634,Suburb
6,15,3,CA,3,2,13,95330,33,47,14,60,0,-121.294935,-13502488.9389,Suburb
70,7,30,CO,40,5,2,80915,62,162,100,297,70,-104.698381,-11654961.8017,Suburb
258,1,133,FL,125,1,0,33313,20,46,26,216,37,-80.241511,-8932444.7142,Suburb
5,6,2,FL,3,2,4,33190,94,181,87,89,0,-80.329121,-8942194.6818,Suburb
1,1,1,FL,0,0,1,33166,54,93,39,19,0,-80.333992,-8942738.234,Suburb
1,0,1,FL,0,0,0,34609,8,8,0,38,0,-82.509747,-9184938.3004,Suburb
216,36,104,FL,112,18,18,33610,180,308,128,687,159,-82.358654,-9168115.3598,Suburb
0,0,0,FL,0,0,0,33928,2,5,3,10,0,-81.809157,-9106945.354,Suburb
233,216,104,FL,129,94,122,34786,595,1216,621,727,0,-81.581835,-9081642.999,Suburb
256,44,111,FL,145,23,21,34744,864,1736,872,1186,0,-81.292876,-9049471.5031,Suburb
84,4,49,MI,35,3,1,48184,10,23,13,207,72,-83.393827,-9283355.2209,Suburb
196,10,103,MI,93,5,5,48185,8,21,13,256,72,-83.380919,-9281921.6019,Suburb
625,29,301,MI,324,15,14,48184,59,136,77,830,0,-83.37563,-9281330.4889,Suburb
176,0,90,GA,86,0,0,30337,3,5,2,117,0,-84.445933,-9400477.1314,Suburb
659,9,259,GA,400,4,5,30236,83,226,143,868,0,-84.359381,-9390842.6686,Suburb
34,5,19,MI,15,2,3,48127,6,8,2,267,60,-83.276847,-9270330.3512,Suburb
83,34,41,KS,42,10,24,66061,119,279,160,393,0,-94.854215,-10559119.7978,Suburb
342,0,177,MI,165,0,0,48225,0,0,0,318,58,-82.924361,-9231099.4711,Suburb
3,7,3,MI,0,5,2,48212,0,0,0,241,27,-83.052011,-9245306.5668,Suburb
32,0,9,MI,23,0,0,49037,5,16,11,48,0,-85.291461,-9494593.195,Suburb
5,0,2,MI,3,0,0,48328,0,0,0,17,0,-83.357981,-9279360.1122,Suburb
3,0,1,MN,2,0,0,55124,1,2,1,7,0,-93.211893,-10376302.8093,Suburb
346,80,167,NV,179,44,36,89081,420,887,467,876,125,-115.115011,-12814542.0956,Suburb
83,23,39,NV,44,13,10,89110,253,514,261,718,132,-115.077326,-12810336.3604,Suburb
11,0,0,NY,11,0,0,11967,0,7,7,35,5,-72.858461,-8110559.8141,Suburb
94,20,53,NC,41,8,12,27571,31,62,31,40,85,-78.48038,-8736399.0241,Suburb
5,0,2,NC,3,0,0,27606,0,4,4,9,0,-78.741951,-8765506.2444,Suburb
247,0,124,OH,123,0,0,44117,2,2,0,257,29,-81.521132,-9074889.3629,Suburb
277,64,138,OH,139,29,35,45014,102,168,66,470,132,-84.514858,-9408134.423,Suburb
493,19,253,PA,240,10,9,19341,159,301,142,1091,87,-75.672041,-8423768.1812,Suburb
41,0,27,PA,14,0,0,19320,6,10,4,56,0,-75.806681,-8438763.4275,Suburb
14,18,8,PA,6,10,8,17545,27,59,32,223,153,-76.372161,-8501693.1836,Suburb
69,48,34,PA,35,21,27,15136,7,16,9,321,212,-80.120812,-8919005.386,Suburb
10,8,6,PA,4,4,4,17007,8,16,8,127,144,-77.13366,-8586473.7382,Suburb
22,8,10,MI,12,5,3,48101,57,117,60,352,0,-83.203548,-9262170.2738,Suburb
27,6,14,MI,13,3,3,48134,21,44,23,200,0,-83.282335,-9270941.8475,Suburb
8,0,3,TX,5,0,0,75172,6,8,2,13,0,-96.680821,-10762455.8818,Suburb
361,223,189,TX,172,114,109,77584,111,218,107,314,0,-95.420059,-10622103.9091,Suburb
115,5,48,TX,67,2,3,78109,117,258,141,304,69,-98.321786,-10945130.1878,Suburb
29,0,12,MI,17,0,0,48127,6,11,5,327,57,-83.243078,-9266579.8411,Suburb
41,76,21,VT,20,42,34,5452,20,45,25,226,0,-73.108507,-8138403.2756,Suburb
140,1,73,MI,67,0,1,48125,52,85,33,468,0,-83.254256,-9267816.4223,Suburb
429,12,203,VA,226,2,10,23434,37,63,26,255,0,-76.418289,-8506836.5463,Suburb
81,66,37,WA,44,35,31,98023,98,212,114,396,0,-122.354991,-13620494.1218,Suburb
300,1,149,MI,151,0,1,48125,4,7,3,272,0,-83.286626,-9271424.25,Suburb
244,2,104,MI,140,2,0,48229,12,27,15,272,0,-83.155547,-9256829.8734,Suburb
20,5,11,AZ,9,2,3,85142,85,159,74,192,102,-111.592158,-12422375.9768,Suburb
40,5,19,MI,21,1,4,48183,15,40,25,130,50,-83.236309,-9265825.6624,Suburb
19,7,11,CA,8,2,5,93065,17,32,15,150,0,-118.798061,-13224523.1377,Suburb
8,28,5,CA,3,17,11,93950,41,82,41,108,51,-121.930167,-13573205.0803,Suburb
1,1,0,CA,1,1,0,93436,26,42,16,74,20,-120.438541,-13407149.8829,Suburb
22,117,13,CA,9,60,57,92027,267,513,246,506,103,-117.054213,-13030413.8522,Suburb
3,10,3,CA,0,7,3,92024,14,22,8,39,19,-117.275921,-13055091.1222,Suburb
19,44,7,CA,12,16,28,92083,465,917,452,817,48,-117.249502,-13052155.9403,Suburb
63,68,29,CA,34,36,32,95648,197,394,197,917,110,-121.328771,-13506259.8323,Suburb
53,8,28,CA,25,2,6,93065,44,79,35,266,0,-118.798061,-13224523.1377,Suburb
86,14,36,CA,50,7,7,95758,77,149,72,212,0,-121.460901,-13520962.9194,Suburb
161,71,87,CA,74,34,37,93065,74,149,75,550,42,-118.798061,-13224523.1377,Suburb
0,0,0,CA,0,0,0,92075,5,12,7,17,0,-117.265141,-13053888.5129,Suburb
94,59,46,CA,48,33,26,94530,121,255,134,322,0,-122.313368,-13615853.5449,Suburb
90,38,48,CA,42,24,14,93550,644,1339,695,1341,0,-118.068604,-13143336.822,Suburb
8,44,3,CA,5,24,20,95762,17,44,27,70,57,-121.069701,-13477417.5937,Suburb
252,135,131,CA,121,48,87,93065,204,343,139,773,70,-118.798061,-13224523.1377,Suburb
9,0,5,CA,4,0,0,94303,36,83,47,80,0,-122.132871,-13595762.4967,Suburb
128,331,48,MI,80,157,174,48212,2,4,2,954,0,-83.057743,-9245938.4462,Suburb
7,12,2,CA,5,9,3,91911,439,926,487,635,146,-117.061168,-13031181.6197,Suburb
0,0,0,CA,0,0,0,95776,2,23,21,19,0,-121.757441,-13553970.1268,Suburb
1,0,0,CA,1,0,0,93436,51,87,36,86,2,-120.457041,-13409201.7924,Suburb
24,69,11,CA,13,34,35,94501,21,52,31,114,50,-122.285351,-13612734.9141,Suburb
273,142,130,CA,143,71,71,91941,594,1178,584,1381,0,-117.037595,-13028565.7748,Suburb
851,1,404,MI,447,0,1,48225,3,6,3,631,0,-82.934906,-9232268.1084,Suburb
2,6,1,CA,1,5,1,92078,16,41,25,24,18,-117.191691,-13045721.6411,Suburb
9,16,5,CA,4,8,8,95691,49,96,47,145,43,-121.530621,-13528722.127,Suburb
2,0,0,CA,2,0,0,90201,140,283,143,238,0,-118.1921,-13157081.8983,Suburb
88,71,53,CA,35,40,31,95366,247,423,176,621,38,-121.134751,-13484653.6323,Suburb
119,3,61,MI,58,3,0,48146,228,450,222,714,0,-83.185737,-9260193.1027,Suburb
32,0,14,CA,18,0,0,92530,57,99,42,130,18,-117.310061,-13058889.1932,Suburb
16,1,10,CA,6,0,1,94303,180,364,184,343,0,-122.130593,-13595517.8982,Suburb
0,36,0,CA,0,15,21,91770,1,2,1,35,0,-118.098355,-13146645.6961,Suburb
5,24,2,CA,3,14,10,95776,39,59,20,51,23,-121.735047,-13551476.5811,Suburb
0,0,0,CO,0,0,0,81007,3,11,8,5,5,-104.703709,-11655552.9147,Suburb
29,0,7,FL,22,0,0,33167,0,1,1,17,0,-80.239121,-8932172.9381,Suburb
400,10,257,GA,143,5,5,30236,19,38,19,439,74,-84.330841,-9387662.8883,Suburb
164,6,83,MI,81,5,1,48146,251,551,300,800,0,-83.18977,-9260634.7389,Suburb
9,1,6,GA,3,0,1,30507,69,130,61,89,0,-83.858191,-9335053.8296,Suburb
9,1,5,MI,4,0,1,48328,4,7,3,33,9,-83.372061,-9280929.6192,Suburb
50,6,31,MI,19,5,1,48371,10,18,8,200,17,-83.264791,-9268985.0595,Suburb
1,0,0,MI,1,0,0,48843,3,3,0,37,0,-83.919961,-9341929.7649,Suburb
20,0,10,MI,10,0,0,48240,2,2,0,33,0,-83.289081,-9271689.2317,Suburb
1,0,0,MT,1,0,0,59101,11,26,15,193,0,-108.4357,-12071010.2452,Suburb
31,6,19,MI,12,4,2,48236,17,28,11,40,0,-82.907917,-9229264.9824,Suburb
11,10,4,MI,7,6,4,48236,3,6,3,29,64,-82.901581,-9228565.159,Suburb
12,2,5,MI,7,1,1,48230,4,9,5,26,47,-82.918913,-9230487.9749,Suburb
3,15,2,NY,1,10,5,11709,36,66,30,51,85,-73.562961,-8188994.3967,Suburb
4,1,2,OR,2,0,1,97862,153,325,172,464,146,-118.382484,-13178280.4342,Suburb
53,12,18,MI,35,6,6,48230,5,16,11,90,0,-82.936341,-9232424.3796,Suburb
34,235,12,PA,22,105,130,17050,34,62,28,164,130,-77.013738,-8573115.9428,Suburb
43,7,20,PA,23,3,4,18634,21,46,25,355,0,-75.990608,-8459234.9623,Suburb
24,85,11,MI,13,45,40,48167,19,39,20,57,71,-83.46811,-9291624.0087,Suburb
8,2,5,RI,3,1,1,2914,9,16,7,38,0,-71.366641,-7944491.0278,Suburb
31,23,8,MI,23,16,7,48187,9,29,20,79,77,-83.499291,-9295089.154,Suburb
67,0,33,SC,34,0,0,29412,3,5,2,3,0,-79.975958,-8902875.4745,Suburb
170,284,105,MI,65,141,143,48187,45,92,47,351,0,-83.499029,-9295068.7708,Suburb
13,12,6,MI,7,7,5,48170,13,28,15,98,82,-83.481211,-9293084.8053,Suburb
143,21,71,TX,72,10,11,75052,106,230,124,286,62,-96.989161,-10796774.4089,Suburb
4,182,1,MI,3,99,83,48187,3,12,9,25,93,-83.480592,-9293016.8612,Suburb
158,9,72,TX,86,3,6,77038,253,511,258,643,134,-95.422507,-10622382.4796,Suburb
550,18,266,TX,284,9,9,77338,302,600,298,1052,0,-95.282666,-10606809.709,Suburb
20,1,9,TX,11,0,1,77093,407,787,380,788,170,-95.312857,-10610172.9382,Suburb
8,11,4,MI,4,5,6,48170,6,17,11,61,70,-83.475608,-9292459.7202,Suburb
7,1,1,TX,6,1,0,78641,8,18,10,26,1,-97.854595,-10893125.831,Suburb
79,39,41,MI,38,24,15,48187,10,33,23,167,98,-83.471968,-9292058.8505,Suburb
33,2,20,TX,13,1,1,75165,36,86,50,198,73,-96.84871,-10781147.2831,Suburb
82,33,38,MI,44,15,18,48187,10,20,10,185,68,-83.465123,-9291291.083,Suburb
357,0,160,MI,197,0,0,48239,12,29,17,436,0,-83.304192,-9273381.038,Suburb
26,7,14,MI,12,4,3,48193,25,40,15,231,53,-83.18783,-9260424.1124,Suburb
42,9,24,MI,18,3,6,48193,34,67,33,336,0,-83.20483,-9262306.1619,Suburb
151,5,76,NY,75,2,3,10451,238,482,244,618,94,-73.919195,-8228646.5298,City
257,7,113,NY,144,3,4,10451,245,501,256,728,88,-73.916871,-8228381.5481,City
176,1,73,NY,103,0,1,10454,224,451,227,618,96,-73.922707,-8229040.6051,City
112,3,45,NY,67,2,1,10454,158,345,187,432,52,-73.91379,-8228048.6224,City
86,2,39,NY,47,0,2,10455,100,224,124,314,0,-73.911489,-8227790.4351,City
111,5,63,NY,48,1,4,10454,256,536,280,629,0,-73.920285,-8228768.829,City
42,3,17,PA,25,1,2,19604,376,746,370,885,138,-75.912125,-8450497.3607,City
56,1,26,PA,30,1,0,19601,306,646,340,734,113,-75.932906,-8452814.2519,City
56,1,30,PA,26,1,0,19604,406,831,425,941,0,-75.912393,-8450531.3327,City
33,2,16,PA,17,1,1,19604,259,508,249,575,92,-75.911567,-8450429.4166,City
71,1,38,NY,33,1,0,10456,68,146,78,201,0,-73.905494,-8227124.5836,City
35,22,17,NY,18,9,13,10461,179,388,209,390,101,-73.825876,-8218251.0939,City
128,1,54,NY,74,1,0,10455,203,516,313,646,118,-73.900189,-8226533.4706,City
136,6,65,NY,71,1,5,10459,215,424,209,491,92,-73.889175,-8225296.8893,City
81,230,44,NY,37,117,113,10472,196,379,183,670,141,-73.856931,-8221702.6504,City
101,3,45,NY,56,0,3,10455,142,316,174,381,61,-73.901999,-8226730.5083,City
220,1,105,NY,115,0,1,10456,185,372,187,577,88,-73.907611,-8227355.5933,City
136,8,72,NY,64,3,5,10472,326,649,323,732,128,-73.880319,-8224318.4954,City
55,83,33,NY,22,41,42,10465,176,309,133,397,0,-73.829194,-8218631.5805,City
88,11,52,FL,36,5,6,33611,40,93,53,313,52,-82.503081,-9184190.9162,City
125,4,67,NY,58,3,1,10459,281,487,206,527,0,-73.892931,-8225718.1423,City
106,10,52,NY,54,4,6,10472,185,370,185,397,0,-73.873845,-8223591.4943,City
54,3,20,NY,34,1,2,10452,87,170,83,198,0,-73.913332,-8227980.6783,City
167,2,89,NY,78,2,0,10451,220,432,212,585,101,-73.917945,-8228503.8473,City
290,0,150,NY,140,0,0,10456,160,300,140,580,88,-73.904915,-8227056.6396,City
263,5,134,NY,129,4,1,10457,412,835,423,1071,202,-73.907833,-8227375.9765,City
58,2,25,PA,33,2,0,18504,82,158,76,496,74,-75.686785,-8425405.6322,City
131,15,69,PA,62,4,11,18504,126,256,130,928,0,-75.68823,-8425561.9034,City
26,11,15,PA,11,8,3,18509,35,77,42,321,51,-75.646859,-8420962.0929,City
87,11,46,PA,41,6,5,18504,101,217,116,799,0,-75.69155,-8425942.39,City
146,1,71,NY,75,0,1,10456,112,228,116,400,72,-73.900359,-8226547.0594,City
170,4,77,NY,93,2,2,10457,149,288,139,462,82,-73.898832,-8226377.1993,City
82,1,44,NY,38,1,0,10453,121,244,123,317,47,-73.909814,-8227600.1918,City
136,0,59,NY,77,0,0,10456,78,209,131,331,0,-73.904024,-8226954.7235,City
181,9,85,NY,96,2,7,10452,227,480,253,706,121,-73.920501,-8228782.4178,City
32,21,13,FL,19,5,16,33606,44,79,35,68,105,-82.467689,-9180263.7515,City
52,10,22,NY,30,5,5,10456,179,329,150,365,0,-73.904051,-8226954.7235,City
109,27,57,NY,52,11,16,10457,140,267,127,343,0,-73.911282,-8227756.463,City
216,4,111,NY,105,2,2,10456,142,286,144,504,92,-73.902158,-8226744.0971,City
97,2,41,NY,56,1,1,10456,97,214,117,280,0,-73.913677,-8228035.0335,City
161,8,92,NY,69,6,2,10456,72,151,79,290,0,-73.903963,-8226954.7235,City
195,22,98,PA,97,18,4,18702,148,319,171,773,0,-75.908018,-8450042.1357,City
138,2,76,NY,62,1,1,10456,143,280,137,348,0,-73.902713,-8226812.0411,City
145,3,73,NY,72,0,3,10457,134,285,151,424,54,-73.894821,-8225928.7688,City
596,2,320,AL,276,1,1,35404,17,40,23,559,88,-87.502731,-9740754.3981,City
184,1,90,FL,94,1,0,33610,28,55,27,236,49,-82.439511,-9177124.7376,City
353,109,165,NY,188,71,38,10468,249,578,329,877,0,-73.887454,-8225106.6461,City
70,54,37,NY,33,30,24,10458,364,741,377,812,139,-73.883585,-8224685.3931,City
76,12,35,FL,41,7,5,33603,187,395,208,505,93,-82.479405,-9181554.688,City
111,48,44,NY,67,26,22,10458,357,727,370,947,110,-73.87905,-8224175.8129,City
322,0,165,AL,157,0,0,35401,6,16,10,304,65,-87.575589,-9748860.1203,City
55,139,27,NY,28,77,62,10467,194,415,221,551,113,-73.875028,-8223727.3824,City
3,7,1,PA,2,2,5,16801,1,3,2,5,6,-77.841151,-8665234.4521,City
223,159,110,NY,113,82,77,10457,348,671,323,991,0,-73.892694,-8225697.7591,City
33,4,16,NY,17,1,3,10468,95,186,91,211,18,-73.89985,-8226485.9098,City
108,2,60,NY,48,1,1,10458,168,340,172,452,71,-73.887842,-8225154.2069,City
